epoch,if_octets_rx
1656293116,290197553360.25
1656293117,290198725959.5
1656293118,290199898558.75
1656293119,290201071157.75
1656293120,290202243757.0
1656293121,290203416356.25
1656293122,290204588955.5
1656293123,290205761554.75
1656293124,290206934153.75
1656293125,290208106753.0
1656293126,290209279352.25
1656293127,290210451951.5
1656293128,290211624550.75
1656293129,290212797149.75
1656293130,290213969749.0
1656293131,290215142348.25
1656293132,290216314947.5
1656293133,290217487546.75
1656293134,290218660146.0
1656293135,290219832745.0
1656293136,290221005344.25
1656293137,290222177943.5
1656293138,290223350542.75
1656293139,290224523142.0
1656293140,
1656293141,290226868340.25
1656293142,290228040939.5
1656293143,290229213538.75
1656293144,290230386138.0
1656293145,290231558737.0
1656293146,290232731336.25
1656293147,290233903935.5
1656293148,290235076534.75
1656293149,290236249134.0
1656293150,290237421733.25
1656293151,290238594332.25
1656293152,290239766931.5
1656293153,290240939530.75
1656293154,290242112130.0
1656293155,290243284729.25
1656293156,290244457328.25
1656293157,290245629927.5
1656293158,290246802526.75
1656293159,
1656293160,290249147725.25
1656293161,290250320324.25
1656293162,290251492923.5
1656293163,290252665522.75
1656293164,290253838122.0
1656293165,290255010721.25
1656293166,290256183320.5
1656293167,290257355919.5
1656293168,290258528518.75
1656293169,290259701118.0
1656293170,290260873717.25
1656293171,290262046316.5
1656293172,290263218915.5
1656293173,290264391514.75
1656293174,290265564114.0
1656293175,290266736713.25
1656293176,290267909312.5
1656293177,290269081911.5
1656293178,290270254510.75
1656293179,290271427110.0
1656293180,290272599709.25
1656293181,290273772308.5
1656293182,290274944907.75
1656293183,290276117506.75
1656293184,290277290106.0
1656293185,290278462705.25
1656293186,290279635304.5
1656293187,290280807903.75
1656293188,290281980502.75
1656293189,290283153102.0
1656293190,290284325701.25
1656293191,
1656293192,290286670899.75
1656293193,290287843498.75
1656293194,290289016098.0
1656293195,290290188697.25
1656293196,290291361296.5
1656293197,290292533895.75
1656293198,290293706494.75
1656293199,290294879094.0
1656293200,290296051693.25
1656293201,290297224292.5
1656293202,290298396891.75
1656293203,290299569491.0
1656293204,290300742090.0
1656293205,290301914689.25
1656293206,290303087288.5
1656293207,290304259887.75
1656293208,290305432487.0
1656293209,290306605086.0
1656293210,290307777685.25
1656293211,290308950284.5
1656293212,290310122883.75
1656293213,290311295483.0
1656293214,290312468082.0
1656293215,290313640681.25
1656293216,290314813280.5
1656293217,290315985879.75
1656293218,290317158479.0
1656293219,290318331078.25
1656293220,290319503677.25
1656293221,290320676276.5
1656293222,290321848875.75
1656293223,290323021475.0
1656293224,290324194074.25
1656293225,290325366673.25
1656293226,290326539272.5
1656293227,290327711871.75
1656293228,290328884471.0
1656293229,290330057070.25
1656293230,290331229669.25
1656293231,290332402268.5
1656293232,290333574867.75
1656293233,290334747467.0
1656293234,290335920066.25
1656293235,290337092665.5
1656293236,290338265264.5
1656293237,290339437863.75
1656293238,290340610463.0
1656293239,290341783062.25
1656293240,290342955661.5
1656293241,290344128260.5
1656293242,290345300859.75
1656293243,290346473459.0
1656293244,290347646058.25
1656293245,290348818657.5
1656293246,290349991256.5
1656293247,290351163855.75
1656293248,290352336455.0
1656293249,290353509054.25
1656293250,290354681653.5
1656293251,290355854252.5
1656293252,290357026851.75
1656293253,290358199451.0
1656293254,290359372050.25
1656293255,290360544649.5
1656293256,290361717248.75
1656293257,290362889847.75
1656293258,290364062447.0
1656293259,290365235046.25
1656293260,290366407645.5
1656293261,290367580244.75
1656293262,290368752843.75
1656293263,290369925443.0
1656293264,290371098042.25
1656293265,290372270641.5
1656293266,290373443240.75
1656293267,290374615839.75
1656293268,290375788439.0
1656293269,290376961038.25
1656293270,290378133637.5
1656293271,290379306236.75
1656293272,290380478836.0
1656293273,290381651435.0
1656293274,290382824034.25
1656293275,290383996633.5
1656293276,290385169232.75
1656293277,290386341832.0
1656293278,290387514431.0
1656293279,290388687030.25
1656293280,290389859629.5
1656293281,290391032228.75
1656293282,290392204828.0
1656293283,290393377427.0
1656293284,290394550026.25
1656293285,290395722625.5
1656293286,290396895224.75
1656293287,290398067824.0
1656293288,290399240423.25
1656293289,290400413022.25
1656293290,290401585621.5
1656293291,290402758220.75
1656293292,290403930820.0
1656293293,290405103419.25
1656293294,290406276018.25
1656293295,290407448617.5
1656293296,290408621216.75
1656293297,290409793816.0
1656293298,290410966415.25
1656293299,290412139014.25
1656293300,290413311613.5
1656293301,290414484212.75
1656293302,290415656812.0
1656293303,290416829411.25
1656293304,290418002010.5
1656293305,290419174609.5
1656293306,290420347208.75
1656293307,290421519808.0
1656293308,290422692407.25
1656293309,290423865006.5
1656293310,290425037605.5
1656293311,290426210204.75
1656293312,290427382804.0
1656293313,290428555403.25
1656293314,290429728002.5
1656293315,290430900601.5
1656293316,290432073200.75
1656293317,290433245800.0
1656293318,290434418399.25
1656293319,290435590998.5
1656293320,290436763597.5
1656293321,290437936196.75
1656293322,290439108796.0
1656293323,290440281395.25
1656293324,290441453994.5
1656293325,290442626593.75
1656293326,290443799192.75
1656293327,290444971792.0
1656293328,290446144391.25
1656293329,290447316990.5
1656293330,290448489589.75
1656293331,290449662188.75
1656293332,290450834788.0
1656293333,290452007387.25
1656293334,290453179986.5
1656293335,290454352585.75
1656293336,290455525184.75
1656293337,290456697784.0
1656293338,290457870383.25
1656293339,290459042982.5
1656293340,290460215581.75
1656293341,290461388181.0
1656293342,290462560780.0
1656293343,290463733379.25
1656293344,290464905978.5
1656293345,290466078577.75
1656293346,290467251177.0
1656293347,290468423776.0
1656293348,290469596375.25
1656293349,290470768974.5
1656293350,290471941573.75
1656293351,290473114173.0
1656293352,290474286772.0
1656293353,290475459371.25
1656293354,290476631970.5
1656293355,290477804569.75
1656293356,290478977169.0
1656293357,290480149768.25
1656293358,290481322367.25
1656293359,290482494966.5
1656293360,290483667565.75
1656293361,290484840165.0
1656293362,290486012764.25
1656293363,290487185363.25
1656293364,290488357962.5
1656293365,290489530561.75
1656293366,290490703161.0
1656293367,290491875760.25
1656293368,290493048359.25
1656293369,290494220958.5
1656293370,290495393557.75
1656293371,290496566157.0
1656293372,290497738756.25
1656293373,290498911355.25
1656293374,290500083954.5
1656293375,290501256553.75
1656293376,290502429153.0
1656293377,290503601752.25
1656293378,290504774351.5
1656293379,290505946950.5
1656293380,290507119549.75
1656293381,290508292149.0
1656293382,290509464748.25
1656293383,290510637347.5
1656293384,290511809946.5
1656293385,290512982545.75
1656293386,290514155145.0
1656293387,290515327744.25
1656293388,290516500343.5
1656293389,290517672942.5
1656293390,290518845541.75
1656293391,290520018141.0
1656293392,290521190740.25
1656293393,290522363339.5
1656293394,290523535938.75
1656293395,290524708537.75
1656293396,290525881137.0
1656293397,290527053736.25
1656293398,290528226335.5
1656293399,290529398934.75
1656293400,290530571533.75
1656293401,290531744133.0
1656293402,
1656293403,290534089331.5
1656293404,290535261930.75
1656293405,290536434529.75
1656293406,290537607129.0
1656293407,290538779728.25
1656293408,290539952327.5
1656293409,290541124926.75
1656293410,290542297526.0
1656293411,290543470125.0
1656293412,290544642724.25
1656293413,290545815323.5
1656293414,
1656293415,290548160522.0
1656293416,290549333121.0
1656293417,290550505720.25
1656293418,290551678319.5
1656293419,290552850918.75
1656293420,290554023518.0
1656293421,290555196117.0
1656293422,290556368716.25
1656293423,290557541315.5
1656293424,290558713914.75
1656293425,290559886514.0
1656293426,290561059113.25
1656293427,290562231712.25
1656293428,290563404311.5
1656293429,290564576910.75
1656293430,290565749510.0
1656293431,290566922109.25
1656293432,290568094708.25
1656293433,290569267307.5
1656293434,290570439906.75
1656293435,
1656293436,290572785105.25
1656293437,290573957704.25
1656293438,290575130303.5
1656293439,290576302902.75
1656293440,
1656293441,290578648101.25
1656293442,290579820700.25
1656293443,290580993299.5
1656293444,290582165898.75
1656293445,290583338498.0
1656293446,290584511097.25
1656293447,290585683696.5
1656293448,290586856295.5
1656293449,290588028894.75
1656293450,290589201494.0
1656293451,290590374093.25
1656293452,290591546692.5
1656293453,290592719291.5
1656293454,290593891890.75
1656293455,290595064490.0
1656293456,290596237089.25
1656293457,290597409688.5
1656293458,290598582287.5
1656293459,290599754886.75
1656293460,290600927486.0
1656293461,290602100085.25
1656293462,290603272684.5
1656293463,290604445283.75
1656293464,
1656293465,290606790482.0
1656293466,290607963081.25
1656293467,290609135680.5
1656293468,290610308279.75
1656293469,290611480878.75
1656293470,290612653478.0
1656293471,290613826077.25
1656293472,290614998676.5
1656293473,290616171275.75
1656293474,290617343874.75
1656293475,290618516474.0
1656293476,290619689073.25
1656293477,290620861672.5
1656293478,290622034271.75
1656293479,290623206871.0
1656293480,290624379470.0
1656293481,290625552069.25
1656293482,290626724668.5
1656293483,290627897267.75
1656293484,290629069867.0
1656293485,290630242466.0
1656293486,290631415065.25
1656293487,290632587664.5
1656293488,290633760263.75
1656293489,290634932863.0
1656293490,290636105462.0
1656293491,
1656293492,290638450660.5
1656293493,290639623259.75
1656293494,290640795859.0
1656293495,290641968458.0
1656293496,290643141057.25
1656293497,290644313656.5
1656293498,290645486255.75
1656293499,290646658855.0
1656293500,290647831454.25
1656293501,290649004053.25
1656293502,290650176652.5
1656293503,290651349251.75
1656293504,290652521851.0
1656293505,290653694450.25
1656293506,290654867049.25
1656293507,290656039648.5
1656293508,290657212247.75
1656293509,290658384847.0
1656293510,290659557446.25
1656293511,290660730045.25
1656293512,290661902644.5
1656293513,290663075243.75
1656293514,290664247843.0
1656293515,290665420442.25
1656293516,290666593041.5
1656293517,290667765640.5
1656293518,290668938239.75
1656293519,290670110839.0
1656293520,290671283438.25
1656293521,290672456037.5
1656293522,290673628636.5
1656293523,290674801235.75
1656293524,290675973835.0
1656293525,290677146434.25
1656293526,290678319033.5
1656293527,290679491632.5
1656293528,290680664231.75
1656293529,290681836831.0
1656293530,
1656293531,290684182029.5
1656293532,290685354628.75
1656293533,290686527227.75
1656293534,290687699827.0
1656293535,290688872426.25
1656293536,290690045025.5
1656293537,290691217624.75
1656293538,290692390223.75
1656293539,290693562823.0
1656293540,290694735422.25
1656293541,290695908021.5
1656293542,290697080620.75
1656293543,
1656293544,290699425819.0
1656293545,290700598418.25
1656293546,290701771017.5
1656293547,290702943616.75
1656293548,290704116216.0
1656293549,290705288815.0
1656293550,290706461414.25
1656293551,290707634013.5
1656293552,290708806612.75
1656293553,290709979212.0
1656293554,290711151811.0
1656293555,290712324410.25
1656293556,290713497009.5
1656293557,290714669608.75
1656293558,290715842208.0
1656293559,290717014807.0
1656293560,290718187406.25
1656293561,290719360005.5
1656293562,290720532604.75
1656293563,290721705204.0
1656293564,290722877803.0
1656293565,290724050402.25
1656293566,290725223001.5
1656293567,290726395600.75
1656293568,290727568200.0
1656293569,290728740799.25
1656293570,290729913398.25
1656293571,290731085997.5
1656293572,290732258596.75
1656293573,290733431196.0
1656293574,290734603795.25
1656293575,290735776394.25
1656293576,290736948993.5
1656293577,290738121592.75
1656293578,290739294192.0
1656293579,290740466791.25
1656293580,290741639390.25
1656293581,290742811989.5
1656293582,290743984588.75
1656293583,290745157188.0
1656293584,290746329787.25
1656293585,290747502386.5
1656293586,290748674985.5
1656293587,290749847584.75
1656293588,290751020184.0
1656293589,290752192783.25
1656293590,290753365382.5
1656293591,290754537981.5
1656293592,290755710580.75
1656293593,290756883180.0
1656293594,290758055779.25
1656293595,290759228378.5
1656293596,290760400977.5
1656293597,290761573576.75
1656293598,290762746176.0
1656293599,290763918775.25
1656293600,290765091374.5
1656293601,290766263973.75
1656293602,290767436572.75
1656293603,290768609172.0
1656293604,290769781771.25
1656293605,290770954370.5
1656293606,
1656293607,290773299568.75
1656293608,290774472168.0
1656293609,290775644767.25
1656293610,290776817366.5
1656293611,290777989965.75
1656293612,
1656293613,290780335164.0
1656293614,290781507763.25
1656293615,290782680362.5
1656293616,290783852961.75
1656293617,290785025560.75
1656293618,290786198160.0
1656293619,290787370759.25
1656293620,290788543358.5
1656293621,290789715957.75
1656293622,290790888557.0
1656293623,
1656293624,290793233755.25
1656293625,290794406354.5
1656293626,290795578953.75
1656293627,
1656293628,290797924152.0
1656293629,290799096751.25
1656293630,290800269350.5
1656293631,290801441949.75
1656293632,290802614549.0
1656293633,290803787148.0
1656293634,290804959747.25
1656293635,290806132346.5
1656293636,290807304945.75
1656293637,290808477545.0
1656293638,290809650144.25
1656293639,290810822743.25
1656293640,290811995342.5
1656293641,290813167941.75
1656293642,290814340541.0
1656293643,290815513140.25
1656293644,290816685739.25
1656293645,290817858338.5
1656293646,290819030937.75
1656293647,290820203537.0
1656293648,
1656293649,290822548735.25
1656293650,290823721334.5
1656293651,290824893933.75
1656293652,290826066533.0
1656293653,290827239132.25
1656293654,290828411731.5
1656293655,290829584330.5
1656293656,290830756929.75
1656293657,290831929529.0
1656293658,290833102128.25
1656293659,290834274727.5
1656293660,290835447326.5
1656293661,290836619925.75
1656293662,290837792525.0
1656293663,290838965124.25
1656293664,290840137723.5
1656293665,290841310322.5
1656293666,290842482921.75
1656293667,290843655521.0
1656293668,290844828120.25
1656293669,290846000719.5
1656293670,290847173318.75
1656293671,290848345917.75
1656293672,290849518517.0
1656293673,
1656293674,290851863715.5
1656293675,
1656293676,290854208913.75
1656293677,290855381513.0
1656293678,290856554112.25
1656293679,
1656293680,290858899310.75
1656293681,290860071909.75
1656293682,290861244509.0
1656293683,290862417108.25
1656293684,290863589707.5
1656293685,290864762306.75
1656293686,290865934905.75
1656293687,290867107505.0
1656293688,290868280104.25
1656293689,290869452703.5
1656293690,290870625302.75
1656293691,290871797902.0
1656293692,290872970501.0
1656293693,290874143100.25
1656293694,290875315699.5
1656293695,290876488298.75
1656293696,290877660898.0
1656293697,290878833497.0
1656293698,290880006096.25
1656293699,290881178695.5
1656293700,290882351294.75
1656293701,290883523894.0
1656293702,290884696493.0
1656293703,290885869092.25
1656293704,290887041691.5
1656293705,290888214290.75
1656293706,290889386890.0
1656293707,290890559489.25
1656293708,290891732088.25
1656293709,290892904687.5
1656293710,290894077286.75
1656293711,290895249886.0
1656293712,290896422485.25
1656293713,290897595084.25
1656293714,290898767683.5
1656293715,290899940282.75
1656293716,290901112882.0
1656293717,290902285481.25
1656293718,290903458080.25
1656293719,290904630679.5
1656293720,290905803278.75
1656293721,290906975878.0
1656293722,290908148477.25
1656293723,290909321076.5
1656293724,290910493675.5
1656293725,290911666274.75
1656293726,
1656293727,290914011473.25
1656293728,290915184072.5
1656293729,290916356671.5
1656293730,290917529270.75
1656293731,290918701870.0
1656293732,290919874469.25
1656293733,290921047068.5
1656293734,290922219667.5
1656293735,290923392266.75
1656293736,290924564866.0
1656293737,290925737465.25
1656293738,290926910064.5
1656293739,290928082663.5
1656293740,290929255262.75
1656293741,
1656293742,290931600461.25
1656293743,290932773060.5
1656293744,290933945659.75
1656293745,290935118258.75
1656293746,290936290858.0
1656293747,290937463457.25
1656293748,290938636056.5
1656293749,290939808655.75
1656293750,290940981254.75
1656293751,290942153854.0
1656293752,290943326453.25
1656293753,
1656293754,290945671651.75
1656293755,290946844250.75
1656293756,290948016850.0
1656293757,290949189449.25
1656293758,290950362048.5
1656293759,290951534647.75
1656293760,290952707247.0
1656293761,290953879846.0
1656293762,290955052445.25
1656293763,290956225044.5
1656293764,290957397643.75
1656293765,290958570243.0
1656293766,290959742842.0
1656293767,290960915441.25
1656293768,
1656293769,290963260639.75
1656293770,290964433239.0
1656293771,290965605838.0
1656293772,290966778437.25
1656293773,290967951036.5
1656293774,290969123635.75
1656293775,290970296235.0
1656293776,290971468834.25
1656293777,290972641433.25
1656293778,
1656293779,290974986631.75
1656293780,290976159231.0
1656293781,290977331830.25
1656293782,290978504429.25
1656293783,290979677028.5
1656293784,290980849627.75
1656293785,290982022227.0
1656293786,290983194826.25
1656293787,290984367425.25
1656293788,290985540024.5
1656293789,290986712623.75
1656293790,290987885223.0
1656293791,290989057822.25
1656293792,290990230421.5
1656293793,290991403020.5
1656293794,290992575619.75
1656293795,290993748219.0
1656293796,290994920818.25
1656293797,290996093417.5
1656293798,290997266016.5
1656293799,290998438615.75
1656293800,290999611215.0
1656293801,
1656293802,291001956413.5
1656293803,291003129012.5
1656293804,291004301611.75
1656293805,291005474211.0
1656293806,291006646810.25
1656293807,291007819409.5
1656293808,291008992008.5
1656293809,291010164607.75
1656293810,291011337207.0
1656293811,291012509806.25
1656293812,291013682405.5
1656293813,291014855004.75
1656293814,291016027603.75
1656293815,291017200203.0
1656293816,291018372802.25
1656293817,
1656293818,291020718000.75
1656293819,291021890599.75
1656293820,291023063199.0
1656293821,291024235798.25
1656293822,
1656293823,291026580996.75
1656293824,291027753595.75
1656293825,291028926195.0
1656293826,291030098794.25
1656293827,291031271393.5
1656293828,291032443992.75
1656293829,291033616592.0
1656293830,291034789191.0
1656293831,291035961790.25
1656293832,291037134389.5
1656293833,291038306988.75
1656293834,
1656293835,291040652187.0
1656293836,291041824786.25
1656293837,
1656293838,291044169984.75
1656293839,291045342584.0
1656293840,291046515183.0
1656293841,291047687782.25
1656293842,291048860381.5
1656293843,291050032980.75
1656293844,291051205580.0
1656293845,291052378179.25
1656293846,291053550778.25
1656293847,291054723377.5
1656293848,291055895976.75
1656293849,
1656293850,291058241175.25
1656293851,291059413774.25
1656293852,291060586373.5
1656293853,291061758972.75
1656293854,291062931572.0
1656293855,291064104171.25
1656293856,291065276770.25
1656293857,291066449369.5
1656293858,291067621968.75
1656293859,291068794568.0
1656293860,291069967167.25
1656293861,291071139766.25
1656293862,291072312365.5
1656293863,291073484964.75
1656293864,291074657564.0
1656293865,291075830163.25
1656293866,291077002762.5
1656293867,291078175361.5
1656293868,291079347960.75
1656293869,291080520560.0
1656293870,291081693159.25
1656293871,291082865758.5
1656293872,291084038357.5
1656293873,291085210956.75
1656293874,291086383556.0
1656293875,291087556155.25
1656293876,291088728754.5
1656293877,291089901353.5
1656293878,291091073952.75
1656293879,291092246552.0
1656293880,291093419151.25
1656293881,291094591750.5
1656293882,291095764349.75
1656293883,291096936948.75
1656293884,291098109548.0
1656293885,
1656293886,291100454746.5
1656293887,291101627345.75
1656293888,291102799944.75
1656293889,291103972544.0
1656293890,291105145143.25
1656293891,291106317742.5
1656293892,291107490341.75
1656293893,291108662940.75
1656293894,291109835540.0
1656293895,291111008139.25
1656293896,291112180738.5
1656293897,291113353337.75
1656293898,291114525937.0
1656293899,291115698536.0
1656293900,291116871135.25
1656293901,291118043734.5
1656293902,
1656293903,291120388933.0
1656293904,291121561532.0
1656293905,291122734131.25
1656293906,291123906730.5
1656293907,291125079329.75
1656293908,291126251929.0
1656293909,291127424528.0
1656293910,291128597127.25
1656293911,291129769726.5
1656293912,291130942325.75
1656293913,291132114925.0
1656293914,291133287524.25
1656293915,291134460123.25
1656293916,291135632722.5
1656293917,291136805321.75
1656293918,291137977921.0
1656293919,291139150520.25
1656293920,291140323119.25
1656293921,291141495718.5
1656293922,291142668317.75
1656293923,291143840917.0
1656293924,291145013516.25
1656293925,291146186115.25
1656293926,291147358714.5
1656293927,291148531313.75
1656293928,291149703913.0
1656293929,291150876512.25
1656293930,291152049111.25
1656293931,291153221710.5
1656293932,291154394309.75
1656293933,291155566909.0
1656293934,291156739508.25
1656293935,291157912107.5
1656293936,291159084706.5
1656293937,
1656293938,291161429905.0
1656293939,291162602504.25
1656293940,291163775103.5
1656293941,291164947702.5
1656293942,291166120301.75
1656293943,291167292901.0
1656293944,291168465500.25
1656293945,291169638099.5
1656293946,291170810698.5
1656293947,291171983297.75
1656293948,291173155897.0
1656293949,291174328496.25
1656293950,291175501095.5
1656293951,291176673694.75
1656293952,291177846293.75
1656293953,291179018893.0
1656293954,291180191492.25
1656293955,291181364091.5
1656293956,291182536690.75
1656293957,
1656293958,
1656293959,291186054488.25
1656293960,291187227087.5
1656293961,291188399686.75
1656293962,291189572285.75
1656293963,291190744885.0
1656293964,291191917484.25
1656293965,291193090083.5
1656293966,291194262682.75
1656293967,291195435282.0
1656293968,291196607881.0
1656293969,291197780480.25
1656293970,291198953079.5
1656293971,291200125678.75
1656293972,291201298278.0
1656293973,291202470877.0
1656293974,291203643476.25
1656293975,
1656293976,291205988674.75
1656293977,291207161274.0
1656293978,291208333873.0
1656293979,291209506472.25
1656293980,291210679071.5
1656293981,291211851670.75
1656293982,291213024270.0
1656293983,291214196869.0
1656293984,291215369468.25
1656293985,291216542067.5
1656293986,291217714666.75
1656293987,291218887266.0
1656293988,291220059865.25
1656293989,291221232464.25
1656293990,291222405063.5
1656293991,291223577662.75
1656293992,291224750262.0
1656293993,291225922861.25
1656293994,291227095460.25
1656293995,291228268059.5
1656293996,291229440658.75
1656293997,291230613258.0
1656293998,291231785857.25
1656293999,291232958456.25
1656294000,291234131055.5
1656294001,
1656294002,291236476254.0
1656294003,291237648853.25
1656294004,291238821452.5
1656294005,291239994051.5
1656294006,291241166650.75
1656294007,291242339250.0
1656294008,291243511849.25
1656294009,291244684448.5
1656294010,291245857047.5
1656294011,291247029646.75
1656294012,291248202246.0
1656294013,291249374845.25
1656294014,291250547444.5
1656294015,291251720043.5
1656294016,291252892642.75
1656294017,291254065242.0
1656294018,291255237841.25
1656294019,291256410440.5
1656294020,291257583039.75
1656294021,291258755638.75
1656294022,291259928238.0
1656294023,291261100837.25
1656294024,
1656294025,291263446035.75
1656294026,291264618634.75
1656294027,291265791234.0
1656294028,291266963833.25
1656294029,291268136432.5
1656294030,291269309031.75
1656294031,291270481630.75
1656294032,291271654230.0
1656294033,291272826829.25
1656294034,291273999428.5
1656294035,291275172027.75
1656294036,291276344627.0
1656294037,291277517226.0
1656294038,
1656294039,291279862424.5
1656294040,291281035023.75
1656294041,291282207623.0
1656294042,291283380222.0
1656294043,291284552821.25
1656294044,291285725420.5
1656294045,291286898019.75
1656294046,291288070619.0
1656294047,291289243218.0
1656294048,291290415817.25
1656294049,291291588416.5
1656294050,291292761015.75
1656294051,291293933615.0
1656294052,291295106214.0
1656294053,291296278813.25
1656294054,291297451412.5
1656294055,291298624011.75
1656294056,291299796611.0
1656294057,291300969210.25
1656294058,291302141809.25
1656294059,291303314408.5
1656294060,291304487007.75
1656294061,291305659607.0
1656294062,291306832206.25
1656294063,291308004805.25
1656294064,291309177404.5
1656294065,291310350003.75
1656294066,291311522603.0
1656294067,291312695202.25
1656294068,291313867801.25
1656294069,291315040400.5
1656294070,291316212999.75
1656294071,291317385599.0
1656294072,291318558198.25
1656294073,291319730797.5
1656294074,291320903396.5
1656294075,291322075995.75
1656294076,291323248595.0
1656294077,291324421194.25
1656294078,291325593793.5
1656294079,291326766392.5
1656294080,291327938991.75
1656294081,291329111591.0
1656294082,291330284190.25
1656294083,291331456789.5
1656294084,291332629388.5
1656294085,291333801987.75
1656294086,
1656294087,291336147186.25
1656294088,291337319785.5
1656294089,291338492384.75
1656294090,291339664983.75
1656294091,291340837583.0
1656294092,291342010182.25
1656294093,291343182781.5
1656294094,291344355380.75
1656294095,291345527979.75
1656294096,291346700579.0
1656294097,291347873178.25
1656294098,291349045777.5
1656294099,291350218376.75
1656294100,291351390975.75
1656294101,291352563575.0
1656294102,291353736174.25
1656294103,291354908773.5
1656294104,291356081372.75
1656294105,291357253971.75
1656294106,291358426571.0
1656294107,291359599170.25
1656294108,291360771769.5
1656294109,291361944368.75
1656294110,291363116968.0
1656294111,291364289567.0
1656294112,291365462166.25
1656294113,291366634765.5
1656294114,291367807364.75
1656294115,291368979964.0
1656294116,291370152563.0
1656294117,291371325162.25
1656294118,291372497761.5
1656294119,291373670360.75
1656294120,291374842960.0
1656294121,291376015559.0
1656294122,291377188158.25
1656294123,291378360757.5
1656294124,291379533356.75
1656294125,291380705956.0
1656294126,291381878555.25
1656294127,291383051154.25
1656294128,291384223753.5
1656294129,291385396352.75
1656294130,291386568952.0
1656294131,291387741551.25
1656294132,291388914150.25
1656294133,291390086749.5
1656294134,291391259348.75
1656294135,291392431948.0
1656294136,291393604547.25
1656294137,291394777146.25
1656294138,291395949745.5
1656294139,291397122344.75
1656294140,291398294944.0
1656294141,291399467543.25
1656294142,291400640142.5
1656294143,291401812741.5
1656294144,291402985340.75
1656294145,291404157940.0
1656294146,291405330539.25
1656294147,291406503138.5
1656294148,291407675737.5
1656294149,291408848336.75
1656294150,291410020936.0
1656294151,291411193535.25
1656294152,291412366134.5
1656294153,291413538733.5
1656294154,291414711332.75
1656294155,291415883932.0
1656294156,291417056531.25
1656294157,291418229130.5
1656294158,291419401729.75
1656294159,291420574328.75
1656294160,291421746928.0
1656294161,291422919527.25
1656294162,291424092126.5
1656294163,291425264725.75
1656294164,291426437324.75
1656294165,291427609924.0
1656294166,291428782523.25
1656294167,291429955122.5
1656294168,291431127721.75
1656294169,291432300320.75
1656294170,291433472920.0
1656294171,291434645519.25
1656294172,291435818118.5
1656294173,291436990717.75
1656294174,291438163316.75
1656294175,291439335916.0
1656294176,
1656294177,291441681114.5
1656294178,291442853713.75
1656294179,291444026313.0
1656294180,291445198912.0
1656294181,291446371511.25
1656294182,291447544110.5
1656294183,
1656294184,291449889309.0
1656294185,291451061908.0
1656294186,291452234507.25
1656294187,291453407106.5
1656294188,291454579705.75
1656294189,291455752305.0
1656294190,
1656294191,291458097503.25
1656294192,
1656294193,291460442701.75
1656294194,291461615301.0
1656294195,291462787900.25
1656294196,291463960499.25
1656294197,291465133098.5
1656294198,291466305697.75
1656294199,291467478297.0
1656294200,291468650896.25
1656294201,291469823495.25
1656294202,291470996094.5
1656294203,291472168693.75
1656294204,291473341293.0
1656294205,291474513892.25
1656294206,291475686491.25
1656294207,291476859090.5
1656294208,291478031689.75
1656294209,291479204289.0
1656294210,291480376888.25
1656294211,291481549487.5
1656294212,291482722086.5
1656294213,291483894685.75
1656294214,291485067285.0
