epoch,memory-used
1656293202,8927086726.441626
1656293203,8906985201.89909
1656293204,8889863275.659908
1656293205,8875753908.200974
1656293206,8864690059.999187
1656293207,8856704691.531452
1656293208,8851830763.274658
1656293209,8850101235.705696
1656293210,8851549069.301487
1656293211,8856207224.538912
1656293212,8864108661.894875
1656293213,8875286341.846275
1656293214,8889773224.87001
1656293215,8907602271.442984
1656293216,8928806442.042086
1656293217,8953418697.144217
1656293218,8981471997.226282
1656293219,9012999302.765171
1656293220,9048033574.237785
1656293221,9086607772.121027
1656293222,9128754856.891792
1656293223,9174507789.026978
1656293224,9223899529.003489
1656293225,9276963037.298214
1656293226,9333731274.38805
1656293227,9394237200.749908
1656293228,9458513776.860682
1656293229,9526593963.197273
1656293230,9598510720.236568
1656293231,9674297008.455477
1656293232,9753981961.663223
1656293233,9837579406.998383
1656293234,9925099344.931816
1656293235,10016551775.934448
1656293236,10111946700.477177
1656293237,10211294119.030853
1656293238,10314604032.066399
1656293239,10421886440.05471
1656293240,10533151343.466682
1656293241,10648408742.773186
1656293242,10767668638.445124
1656293243,10890941030.953396
1656293244,11018235920.768898
1656293245,11149563308.36251
1656293246,11284933194.205132
1656293247,11424355578.767654
1656293248,11567840462.52097
1656293249,11715391570.139544
1656293250,11866987523.112093
1656293251,12022600667.13091
1656293252,12182203347.88827
1656293253,12345767911.07647
1656293254,12513266702.387794
1656293255,12684672067.514553
1656293256,12859956352.14899
1656293257,13039091901.983423
1656293258,13222051062.710135
1656293259,13408806180.021414
1656293260,13599329599.609554
1656293261,13793593667.166828
1656293262,13991570728.385536
1656293263,14193233128.957962
1656293264,14398553214.576378
1656293265,14607503330.93311
1656293266,14820055823.720407
1656293267,15036183038.63058
1656293268,15255857321.355913
1656293269,15479051017.588684
1656293270,15705736473.021187
1656293271,15935886033.34571
1656293272,16169472044.254549
1656293273,16406466851.43997
1656293274,16646842800.594292
1656293275,16890572237.409773
1656293276,17137627507.578712
1656293277,17387980956.793404
1656293278,17641604930.74614
1656293279,17898471775.12919
1656293280,18158553835.63484
1656293281,18421823457.955406
1656293282,18688252987.78315
1656293283,18957814770.810368
1656293284,19230481152.72935
1656293285,19506224479.232384
1656293286,19785017096.011753
1656293287,20066831348.759747
1656293288,20351639583.168663
1656293289,20639414144.930767
1656293290,20930127379.738373
1656293291,21223751633.283752
1656293292,21520259251.259193
1656293293,21819622579.356983
1656293294,22121813963.269424
1656293295,22426805748.68879
1656293296,22734570281.307365
1656293297,23045079906.81746
1656293298,23358306970.911327
1656293299,23674223819.28129
1656293300,23992800586.42549
1656293301,24313998562.065582
1656293302,24637776824.729084
1656293303,24964094452.943527
1656293304,25292910525.236435
1656293305,25624184120.135338
1656293306,25957874316.167755
1656293307,26293940191.861214
1656293308,26632340825.743225
1656293309,26973035296.34132
1656293310,27315982682.183037
1656293311,27661142061.795883
1656293312,28008472513.707386
1656293313,28357933116.445065
1656293314,28709482948.536457
1656293315,29063081054.894775
1656293316,29418686345.975945
1656293317,29776257698.621582
1656293318,30135753989.67333
1656293319,30497134095.9728
1656293320,30860356894.361626
1656293321,31225381261.6814
1656293322,31592166074.77378
1656293323,31960670210.480396
1656293324,32330852545.64283
1656293325,32702671957.10273
1656293326,33076087321.70173
1656293327,33451057516.28142
1656293328,33827541417.683456
1656293329,34205497902.74945
1656293330,34584885848.321014
1656293331,34965664131.239784
1656293332,35347791628.34738
1656293333,35731227216.48542
1656293334,36115929772.495544
1656293335,36501858173.219345
1656293336,36888971295.49849
1656293337,37277228016.174545
1656293338,37666587212.08919
1656293339,38057007760.084
1656293340,38448448537.00064
1656293341,38840868419.680695
1656293342,39234226284.965836
1656293343,39628481009.69763
1656293344,40023591470.71774
1656293345,40419516544.86778
1656293346,40816215108.989365
1656293347,41213646039.92411
1656293348,41611768214.51367
1656293349,42010540509.59964
1656293350,42409921802.02367
1656293351,42809870968.62734
1656293352,43210346886.252304
1656293353,43611308431.7402
1656293354,44012714481.93261
1656293355,44414523913.67118
1656293356,44816695603.79753
1656293357,45219188429.15329
1656293358,45621961266.58007
1656293359,46024972992.91951
1656293360,46428182485.013214
1656293361,46831548619.70282
1656293362,47235030273.829956
1656293363,47638586324.23622
1656293364,48042175647.76325
1656293365,48445757121.252686
1656293366,48849289621.54613
1656293367,49252732025.4852
1656293368,49656043209.91153
1656293369,50059182051.66675
1656293370,50462107427.592476
1656293371,50864778214.53032
1656293372,51267153289.32193
1656293373,51669191528.80891
1656293374,52070851809.83288
1656293375,52472093009.23548
1656293376,52872874003.858315
1656293377,53273153670.54302
1656293378,53672890886.13121
1656293379,54072044527.46452
1656293380,54470573471.384575
1656293381,54868436594.73298
1656293382,55265592774.35138
1656293383,55662000887.081375
1656293384,56057619809.7646
1656293385,56452408419.24267
1656293386,56846325592.35724
1656293387,57239330205.94989
1656293388,57631381136.86226
1656293389,58022437261.936005
1656293390,58412457458.01268
1656293391,58801400601.933975
1656293392,59189225570.54147
1656293393,59575891240.67679
1656293394,59961356489.18158
1656293395,60345580192.89747
1656293396,60728521228.66603
1656293397,61110138473.328964
1656293398,61490390803.72784
1656293399,61869237096.70427
1656293400,62246636229.09994
1656293401,62622547077.75639
1656293402,62996928519.51531
1656293403,63369739431.21831
1656293404,63740938689.706985
1656293405,64110485171.82298
1656293406,64478337754.40791
1656293407,64844455314.30339
1656293408,65208796728.35107
1656293409,65571320873.39257
1656293410,65931986626.2695
1656293411,66290752863.82347
1656293412,66647578462.89612
1656293413,67002422300.329056
1656293414,67355243252.96394
1656293415,67706000197.64238
1656293416,68054652011.20596
1656293417,68401157570.49635
1656293418,68745475752.35513
1656293419,69087565433.62401
1656293420,69427385491.14449
1656293421,69764894801.7583
1656293422,70100052242.30699
1656293423,70432816689.63223
1656293424,70763147020.57562
1656293425,71091002111.9788
1656293426,71416340840.68336
1656293427,71739122083.53096
1656293428,72059304717.36322
1656293429,72376851197.664
1656293430,72691738294.48633
1656293431,73003946356.52545
1656293432,73313455732.47662
1656293433,73620246771.03516
1656293434,73924299820.8963
1656293435,74225595230.75528
1656293436,74524113349.3074
1656293437,74819834525.24792
1656293438,75112739107.27208
1656293439,75402807444.0752
1656293440,75690019884.35246
1656293441,75974356776.7992
1656293442,76255798470.11067
1656293443,76534325312.98215
1656293444,76809917654.10883
1656293445,77082555842.18604
1656293446,77352220225.90906
1656293447,77618891153.97308
1656293448,77882548975.07344
1656293449,78143174037.9054
1656293450,78400746691.16418
1656293451,78655247283.54504
1656293452,78906662344.49734
1656293453,79155003126.48624
1656293454,79400287062.73102
1656293455,79642531586.45097
1656293456,79881754130.86534
1656293457,80117972129.1934
1656293458,80351203014.6544
1656293459,80581464220.46759
1656293460,80808773179.85226
1656293461,81033147326.02766
1656293462,81254604092.21304
1656293463,81473160911.62764
1656293464,81688835217.49081
1656293465,81901644443.0217
1656293466,82111606021.43967
1656293467,82318737385.9639
1656293468,82523055969.81367
1656293469,82724579206.20828
1656293470,82923324528.36697
1656293471,83119309369.50897
1656293472,83312551162.85362
1656293473,83503067341.62007
1656293474,83690875339.0277
1656293475,83875992588.29567
1656293476,84058436522.64333
1656293477,84238224575.28986
1656293478,84415374179.45456
1656293479,84589902768.3567
1656293480,84761827775.21555
1656293481,84931166633.2503
1656293482,85097936775.6803
1656293483,85262155635.72476
1656293484,85423840646.60298
1656293485,85583009241.53418
1656293486,85739678853.73761
1656293487,85893866916.43263
1656293488,86045590862.83836
1656293489,86194868126.17415
1656293490,86341716139.65927
1656293491,86486152336.51295
1656293492,86628194149.95444
1656293493,86767859013.20302
1656293494,86905164359.47794
1656293495,87040127621.99847
1656293496,87172766233.98392
1656293497,87303097628.65344
1656293498,87431139239.22638
1656293499,87556908498.92197
1656293500,87680422840.95947
1656293501,87801699698.55817
1656293502,87920756504.93729
1656293503,88037610693.31607
1656293504,88152279696.91388
1656293505,88264780948.94987
1656293506,88375131882.64337
1656293507,88483349931.21362
1656293508,88589452527.87985
1656293509,88693457105.86136
1656293510,88795381098.37741
1656293511,88895241938.64722
1656293512,88993057059.89012
1656293513,89088843895.32532
1656293514,89182619878.17207
1656293515,89274402441.64969
1656293516,89364209018.97737
1656293517,89452057043.37445
1656293518,89537963948.06012
1656293519,89621947166.25366
1656293520,89704024131.17438
1656293521,89784212276.04147
1656293522,89862529034.07422
1656293523,89938991838.49193
1656293524,90013618122.51382
1656293525,90086425319.35913
1656293526,90157430862.24718
1656293527,90226652184.39722
1656293528,90294106719.02844
1656293529,90359811899.36015
1656293530,90423785158.61166
1656293531,90486043930.00217
1656293532,90546605646.75096
1656293533,90605487742.07727
1656293534,90662707649.20038
1656293535,90718282801.3396
1656293536,90772230631.71408
1656293537,90824568573.54318
1656293538,90875314060.04614
1656293539,90924484524.44214
1656293540,90972097399.95055
1656293541,91018170119.79059
1656293542,91062720117.18153
1656293543,91105764825.34262
1656293544,91147321677.4931
1656293545,91187408106.85226
1656293546,91226041546.63937
1656293547,91263239430.07367
1656293548,91299019190.37442
1656293549,91333398260.76093
1656293550,91366394074.45233
1656293551,91398024064.66806
1656293552,91428305664.62726
1656293553,91457256307.54921
1656293554,91484893426.65323
1656293555,91511234455.15848
1656293556,91536296826.28432
1656293557,91560097973.24995
1656293558,91582655329.27466
1656293559,91603986327.5777
1656293560,91624108401.37834
1656293561,91643038983.89581
1656293562,91660795508.34946
1656293563,91677395407.9584
1656293564,91692856115.94205
1656293565,91707195065.51956
1656293566,91720429689.91023
1656293567,91732577422.33333
1656293568,91743655696.00813
1656293569,91753681944.15385
1656293570,91762673599.98978
1656293571,91770648096.73521
1656293572,91777622867.60933
1656293573,91783615345.83145
1656293574,91788642964.62082
1656293575,91792723157.19672
1656293576,91795873356.77838
1656293577,91798110996.58505
1656293578,91799453509.83607
1656293579,91799918329.75063
1656293580,91799522889.548
1656293581,91798284622.44748
1656293582,91796220961.66824
1656293583,91793349340.42964
1656293584,91789687191.95093
1656293585,91785251949.4513
1656293586,91780061046.15007
1656293587,91774131915.26651
1656293588,91767481990.01984
1656293589,91760128703.62932
1656293590,91752089489.31427
1656293591,91743381780.2939
1656293592,91734023009.78748
1656293593,91724030611.01428
1656293594,91713422952.43356
1656293595,91702222143.46454
1656293596,91690451228.76648
1656293597,91678133252.99855
1656293598,91665291260.82008
1656293599,91651948296.89023
1656293600,91638127405.8683
1656293601,91623850020.27179
1656293602,91609131124.05182
1656293603,91593984089.01773
1656293604,91578422286.97899
1656293605,91562459089.74496
1656293606,91546107869.12503
1656293607,91529381996.92863
1656293608,91512294844.96516
1656293609,91494859785.044
1656293610,91477090188.9746
1656293611,91458999428.56627
1656293612,91440600875.62851
1656293613,91421907901.97061
1656293614,91402933879.40211
1656293615,91383692179.73228
1656293616,91364196174.77065
1656293617,91344459236.32649
1656293618,91324494736.20932
1656293619,91304316046.22845
1656293620,91283936538.19331
1656293621,91263369583.91331
1656293622,91242628555.19788
1656293623,91221726823.85635
1656293624,91200677761.69818
1656293625,91179494740.53276
1656293626,91158191132.16946
1656293627,91136780308.41776
1656293628,91115275641.08694
1656293629,91093690501.9865
1656293630,91072038262.92581
1656293631,91050332295.7143
1656293632,91028585972.1613
1656293633,91006812664.07625
1656293634,90985025743.2686
1656293635,90963238581.54767
1656293636,90941464550.7229
1656293637,90919717022.6037
1656293638,90898009368.99942
1656293639,90876354961.71954
1656293640,90854767172.57341
1656293641,90833259373.37048
1656293642,90811844935.92009
1656293643,90790537232.03168
1656293644,90769349633.5146
1656293645,90748295512.17833
1656293646,90727388239.8322
1656293647,90706641188.28568
1656293648,90686067729.3481
1656293649,90665681234.8289
1656293650,90645495076.53749
1656293651,90625522626.28326
1656293652,90605777255.87561
1656293653,90586272337.12393
1656293654,90567021241.83762
1656293655,90548037341.82611
1656293656,90529334008.89877
1656293657,90510924614.86502
1656293658,90492822531.5343
1656293659,90475041130.71593
1656293660,90457593784.2193
1656293661,90440493863.85394
1656293662,90423754741.42914
1656293663,90407389788.75435
1656293664,90391412377.63895
1656293665,90375835879.89233
1656293666,90360673667.32391
1656293667,90345939111.7431
1656293668,90331645584.9593
1656293669,90317806458.7819
1656293670,90304435105.0203
1656293671,90291544895.48389
1656293672,90279149201.9821
1656293673,90267261396.32431
1656293674,90255894850.31995
1656293675,90245062935.77835
1656293676,90234779024.50899
1656293677,90225056488.32129
1656293678,90215908699.02454
1656293679,90207349028.4282
1656293680,90199390848.34169
1656293681,90192047530.57442
1656293682,90185332446.93576
1656293683,90179258969.2351
1656293684,90173840469.2819
1656293685,90169090318.8855
1656293686,90165021889.85535
1656293687,90161648554.00081
1656293688,90158983683.13129
1656293689,90157040649.0562
1656293690,90155832823.58493
1656293691,90155373578.52692
1656293692,90155676285.6915
1656293693,90156754316.88814
1656293694,90158621043.92622
1656293695,90161289838.61511
1656293696,90164774072.76428
1656293697,90169087118.18307
1656293698,90174242346.68091
1656293699,90180253130.06717
1656293700,90187132840.15126
1656293701,90194894848.74265
1656293702,90203552527.65063
1656293703,90213119248.6847
1656293704,90223608383.65419
1656293705,90235033304.36856
1656293706,90247407382.63715
1656293707,90260743990.26941
1656293708,90275056499.0747
1656293709,90290358280.86247
1656293710,90306662707.4421
1656293711,90323983150.623
1656293712,90342332982.21454
1656293713,90361725574.02612
1656293714,90382174297.86717
1656293715,90403692525.54712
1656293716,90426293628.87532
1656293717,90449990979.66118
1656293718,90474797949.71408
1656293719,90500727910.84348
1656293720,90527790906.711
1656293721,90555978956.22215
1656293722,90585261901.47482
1656293723,90615604872.40175
1656293724,90646972998.9358
1656293725,90679331411.0098
1656293726,90712645238.55646
1656293727,90746879611.50867
1656293728,90781999659.79922
1656293729,90817970513.36092
1656293730,90854757302.12653
1656293731,90892325156.02895
1656293732,90930639205.00093
1656293733,90969664578.97525
1656293734,91009366407.8848
1656293735,91049709821.66232
1656293736,91090659950.24066
1656293737,91132181923.5526
1656293738,91174240871.53098
1656293739,91216801924.10857
1656293740,91259830211.21817
1656293741,91303290862.79266
1656293742,91347149008.76482
1656293743,91391369779.06738
1656293744,91435918303.63327
1656293745,91480759712.39519
1656293746,91525859135.28604
1656293747,91571181702.23854
1656293748,91616692543.18561
1656293749,91662356788.05992
1656293750,91708139566.79442
1656293751,91754006009.32181
1656293752,91799921245.57495
1656293753,91845850405.48663
1656293754,91891758618.98969
1656293755,91937611016.01688
1656293756,91983372726.50105
1656293757,92029008880.37503
1656293758,92074484607.5716
1656293759,92119765038.02353
1656293760,92164815301.66368
1656293761,92209601281.49258
1656293762,92254091872.78156
1656293763,92298256723.86972
1656293764,92342068189.03209
1656293765,92385509446.28772
1656293766,92428566379.59157
1656293767,92471224872.89859
1656293768,92513470810.16374
1656293769,92555290075.34201
1656293770,92596668552.38841
1656293771,92637592125.2579
1656293772,92678046677.90546
1656293773,92718018094.28601
1656293774,92757492258.3546
1656293775,92796455054.06615
1656293776,92834892365.37564
1656293777,92872790076.23811
1656293778,92910134070.60846
1656293779,92946910232.44168
1656293780,92983104445.6928
1656293781,93018702594.31671
1656293782,93053690562.26842
1656293783,93088054233.50293
1656293784,93121779491.9752
1656293785,93154852221.64021
1656293786,93187258306.45294
1656293787,93218983630.36832
1656293788,93250014077.34137
1656293789,93280335531.32704
1656293790,93309933876.28033
1656293791,93338794996.15617
1656293792,93366904774.90964
1656293793,93394249096.4956
1656293794,93420813844.86905
1656293795,93446584903.98502
1656293796,93471548157.79843
1656293797,93495689490.26425
1656293798,93518994785.33752
1656293799,93541449926.97318
1656293800,93563040799.12619
1656293801,93583753285.75151
1656293802,93603573270.80414
1656293803,93622486638.23907
1656293804,93640479272.01125
1656293805,93657537056.07568
1656293806,93673645874.38731
1656293807,93688791610.90112
1656293808,93702960149.5721
1656293809,93716137374.3552
1656293810,93728309169.20541
1656293811,93739461418.07774
1656293812,93749580004.9271
1656293813,93758650813.7085
1656293814,93766659728.37689
1656293815,93773592632.88728
1656293816,93779435411.19463
1656293817,93784173947.25394
1656293818,93787794125.02013
1656293819,93790284003.66847
1656293820,93791643339.37976
1656293821,93791886048.05318
1656293822,93791029041.71246
1656293823,93789089232.38132
1656293824,93786083532.0835
1656293825,93782028852.84273
1656293826,93776942106.68277
1656293827,93770840205.62732
1656293828,93763740061.7001
1656293829,93755658586.92485
1656293830,93746612693.32532
1656293831,93736619292.92523
1656293832,93725695297.74829
1656293833,93713857619.81825
1656293834,93701123171.15884
1656293835,93687508863.7938
1656293836,93673031609.74681
1656293837,93657708321.04166
1656293838,93641555909.70206
1656293839,93624591287.75174
1656293840,93606831367.21442
1656293841,93588293060.11382
1656293842,93568993278.4737
1656293843,93548948934.3178
1656293844,93528176939.66982
1656293845,93506694206.55347
1656293846,93484517646.99251
1656293847,93461664173.01068
1656293848,93438150696.63174
1656293849,93413994129.87933
1656293850,93389211384.77728
1656293851,93363819373.34924
1656293852,93337835007.61896
1656293853,93311275199.6102
1656293854,93284156861.34666
1656293855,93256496904.8521
1656293856,93228312242.15022
1656293857,93199619785.26477
1656293858,93170436446.21944
1656293859,93140779137.03801
1656293860,93110664769.7442
1656293861,93080110256.36176
1656293862,93049132508.91437
1656293863,93017748439.42578
1656293864,92985974959.91974
1656293865,92953828982.41992
1656293866,92921327418.95016
1656293867,92888487181.53409
1656293868,92855325182.19547
1656293869,92821858332.95804
1656293870,92788103545.84555
1656293871,92754077732.88167
1656293872,92719797806.0902
1656293873,92685280677.49483
1656293874,92650543259.11926
1656293875,92615602462.9873
1656293876,92580475201.12263
1656293877,92545178385.54901
1656293878,92509728928.29012
1656293879,92474143741.3697
1656293880,92438439736.81154
1656293881,92402633826.63931
1656293882,92366742922.87675
1656293883,92330783937.54762
1656293884,92294773782.67563
1656293885,92258729370.2845
1656293886,92222667612.39798
1656293887,92186605421.03978
1656293888,92150559708.23366
1656293889,92114547386.00331
1656293890,92078585366.3725
1656293891,92042690561.36493
1656293892,92006879883.00436
1656293893,91971170243.31448
1656293894,91935578554.31903
1656293895,91900121728.04181
1656293896,91864816676.50647
1656293897,91829680311.73674
1656293898,91794729545.7564
1656293899,91759981290.58914
1656293900,91725452458.25873
1656293901,91691159960.78882
1656293902,91657120710.20326
1656293903,91623351618.52567
1656293904,91589869597.77985
1656293905,91556691559.98952
1656293906,91523834417.17838
1656293907,91491313235.82019
1656293908,91459135700.18884
1656293909,91427307649.00816
1656293910,91395834921.00206
1656293911,91364723354.89447
1656293912,91333978789.40915
1656293913,91303607063.27005
1656293914,91273612774.70511
1656293915,91243995559.95828
1656293916,91214753814.77762
1656293917,91185885934.9112
1656293918,91157390316.107
1656293919,91129265354.11308
1656293920,91101509444.67747
1656293921,91074120983.5483
1656293922,91047098366.47346
1656293923,91020439989.20108
1656293924,90994144247.47922
1656293925,90968209537.05583
1656293926,90942634253.67902
1656293927,90917416793.0968
1656293928,90892555551.05722
1656293929,90868048923.3083
1656293930,90843895305.59811
1656293931,90820093093.67465
1656293932,90796640683.286
1656293933,90773536470.18016
1656293934,90750778850.10521
1656293935,90728366218.80911
1656293936,90706296972.04001
1656293937,90684569505.54587
1656293938,90663182215.07474
1656293939,90642133496.37466
1656293940,90621421745.19373
1656293941,90601045357.2799
1656293942,90581002728.38123
1656293943,90561292254.24576
1656293944,90541912330.62161
1656293945,90522861353.25671
1656293946,90504137717.89911
1656293947,90485739820.29692
1656293948,90467666056.19809
1656293949,90449914821.35077
1656293950,90432484511.50288
1656293951,90415373522.40253
1656293952,90398580249.79773
1656293953,90382103089.43652
1656293954,90365940437.06699
1656293955,90350090688.43706
1656293956,90334552239.2949
1656293957,90319323485.38847
1656293958,90304402822.46585
1656293959,90289788646.27505
1656293960,90275479352.56412
1656293961,90261473337.08109
1656293962,90247768995.574
1656293963,90234364723.7909
1656293964,90221258917.47983
1656293965,90208449972.3888
1656293966,90195936284.26587
1656293967,90183716248.85909
1656293968,90171788261.91649
1656293969,90160150719.18608
1656293970,90148802016.41594
1656293971,90137740549.35408
1656293972,90126964713.74857
1656293973,90116472905.34743
1656293974,90106263519.89867
1656293975,90096334953.15036
1656293976,90086685600.85056
1656293977,90077313858.74727
1656293978,90068218122.58853
1656293979,90059396788.1224
1656293980,90050848251.09691
1656293981,90042570907.26009
1656293982,90034563152.35999
1656293983,90026823382.1446
1656293984,90019349992.36206
1656293985,90012141378.76035
1656293986,90005195937.08748
1656293987,89998512063.09154
1656293988,89992088152.52054
1656293989,89985922601.12253
1656293990,89980013804.64554
1656293991,89974360158.83762
1656293992,89968960059.44675
1656293993,89963811902.22105
1656293994,89958914082.90855
1656293995,89954264997.25725
1656293996,89949863041.01521
1656293997,89945706609.93045
1656293998,89941794099.75102
1656293999,89938123906.22498
1656294000,89934693953.33044
1656294001,89931500277.96587
1656294002,89928538445.25977
1656294003,89925804020.34076
1656294004,89923292365.58981
1656294005,89920998032.39758
1656294006,89918915369.40729
1656294007,89917038725.26205
1656294008,89915362448.60497
1656294009,89913880888.07918
1656294010,89912588392.32785
1656294011,89911479309.99416
1656294012,89910547989.72119
1656294013,89909788780.15207
1656294014,89909196029.92996
1656294015,89908764087.69803
1656294016,89908487302.09937
1656294017,89908360021.77716
1656294018,89908376595.37451
1656294019,89908531371.53455
1656294020,89908818698.90045
1656294021,89909232926.11534
1656294022,89909768401.82239
1656294023,89910419474.66466
1656294024,89911180493.28532
1656294025,89912045806.32758
1656294026,89913009762.4345
1656294027,89914066710.24922
1656294028,89915210998.41492
1656294029,89916436975.57474
1656294030,89917738990.37178
1656294031,89919111391.44919
1656294032,89920548527.45013
1656294033,89922044747.01773
1656294034,89923594398.7951
1656294035,89925191831.42543
1656294036,89926831393.55183
1656294037,89928507433.81746
1656294038,89930214300.86542
1656294039,89931946343.33891
1656294040,89933697909.88098
1656294041,89935463349.13484
1656294042,89937237009.74362
1656294043,89939013240.35046
1656294044,89940786389.59848
1656294045,89942550806.13081
1656294046,89944300838.59064
1656294047,89946030835.62106
1656294048,89947735145.86522
1656294049,89949408117.96625
1656294050,89951044100.5673
1656294051,89952637442.31155
1656294052,89954182491.84213
1656294053,89955673597.80206
1656294054,89957105108.83463
1656294055,89958471373.5829
1656294056,89959766740.69003
1656294057,89960985558.7992
1656294058,89962122176.55344
1656294059,89963170942.596
1656294060,89964126205.56996
1656294061,89964982314.1185
1656294062,89965733616.8847
1656294063,89966374462.51176
1656294064,89966899199.64278
1656294065,89967302176.9209
1656294066,89967577742.98927
1656294067,89967720246.49106
1656294068,89967724036.06938
1656294069,89967583460.36734
1656294070,89967292868.02812
1656294071,89966846607.69482
1656294072,89966239028.01065
1656294073,89965464477.61868
1656294074,89964517305.16211
1656294075,89963391859.28401
1656294076,89962082488.62756
1656294077,89960583541.83589
1656294078,89958889367.55215
1656294079,89956994314.41945
1656294080,89954892731.08098
1656294081,89952578966.17982
1656294082,89950047368.35918
1656294083,89947292286.26213
1656294084,89944308068.53181
1656294085,89941089063.8114
1656294086,89937629620.74405
1656294087,89933924087.97287
1656294088,89929966814.14098
1656294089,89925752147.89157
1656294090,89921274437.86774
1656294091,89916528687.2893
1656294092,89911512517.68279
1656294093,89906224205.15135
1656294094,89900662025.79817
1656294095,89894824255.72643
1656294096,89888709171.0393
1656294097,89882315047.83994
1656294098,89875640858.02454
1656294099,89868688356.66116
1656294100,89861459994.61081
1656294101,89853958222.73462
1656294102,89846185491.89362
1656294103,89838144252.94885
1656294104,89829836956.76141
