epoch,if_octets_rx
1655651195,15641827096896.0
1655651196,15641990131584.0
1655651197,15642153166272.0
1655651198,15642316200960.0
1655651199,15642479235648.0
1655651200,15642642270336.0
1655651201,15642805305024.0
1655651202,15642968339712.0
1655651203,15643131374400.0
1655651204,15643294409088.0
1655651205,15643457443776.0
1655651206,15643620478464.0
1655651207,15643783513152.0
1655651208,15643946547840.0
1655651209,15644109582528.0
1655651210,15644272617216.0
1655651211,15644435651904.0
1655651212,15644598686592.0
1655651213,15644761721280.0
1655651214,15644924755968.0
1655651215,15645087790656.0
1655651216,15645250825344.0
1655651217,15645413860032.0
1655651218,15645576894720.0
1655651219,15645739929408.0
1655651220,15645902964096.0
1655651221,15646065998784.0
1655651222,15646229033472.0
1655651223,15646392068160.0
1655651224,15646555102848.0
1655651225,15646718137536.0
1655651226,15646881172224.0
1655651227,15647044206912.0
1655651228,15647207241600.0
1655651229,15647370276288.0
1655651230,15647533310976.0
1655651231,15647696345664.0
1655651232,15647859380352.0
1655651233,15648022415040.0
1655651234,15648185449728.0
1655651235,15648348484416.0
1655651236,15648511519104.0
1655651237,15648674553792.0
1655651238,15648837588480.0
1655651239,15649000623168.0
1655651240,15649163657856.0
1655651241,15649326692544.0
1655651242,15649489727232.0
1655651243,15649652761920.0
1655651244,15649815796608.0
1655651245,15649978831296.0
1655651246,15650141865984.0
1655651247,15650304900672.0
1655651248,15650467935360.0
1655651249,15650630970048.0
1655651250,15650794004736.0
1655651251,15650957039424.0
1655651252,15651120074112.0
1655651253,15651283108800.0
1655651254,15651446143488.0
1655651255,15651609178176.0
1655651256,15651772212864.0
1655651257,15651935247552.0
1655651258,15652098282240.0
1655651259,15652261316928.0
1655651260,15652424351616.0
1655651261,15652587386304.0
1655651262,15652750420992.0
1655651263,15652913455680.0
1655651264,15653076490400.0
1655651265,15653239525088.0
1655651266,15653402559776.0
1655651267,15653565594464.0
1655651268,15653728629152.0
1655651269,15653891663840.0
1655651270,15654054698528.0
1655651271,15654217733216.0
1655651272,15654380767904.0
1655651273,15654543802592.0
1655651274,15654706837280.0
1655651275,15654869871968.0
1655651276,15655032906656.0
1655651277,15655195941344.0
1655651278,15655358976032.0
1655651279,15655522010720.0
1655651280,15655685045408.0
1655651281,15655848080096.0
1655651282,15656011114784.0
1655651283,15656174149472.0
1655651284,15656337184160.0
1655651285,15656500218848.0
1655651286,15656663253536.0
1655651287,15656826288224.0
1655651288,15656989322912.0
1655651289,15657152357600.0
1655651290,15657315392288.0
1655651291,15657478426976.0
1655651292,15657641461664.0
1655651293,15657804496352.0
1655651294,15657967531040.0
1655651295,15658130565728.0
1655651296,15658293600416.0
1655651297,15658456635104.0
1655651298,15658619669792.0
1655651299,15658782704480.0
1655651300,15658945739168.0
1655651301,15659108773856.0
1655651302,15659271808544.0
1655651303,15659434843232.0
1655651304,15659597877920.0
1655651305,15659760912608.0
1655651306,15659923947296.0
1655651307,15660086981984.0
1655651308,15660250016672.0
1655651309,15660413051360.0
1655651310,15660576086048.0
1655651311,15660739120736.0
1655651312,15660902155424.0
1655651313,15661065190112.0
1655651314,15661228224800.0
1655651315,15661391259488.0
1655651316,15661554294176.0
1655651317,15661717328864.0
1655651318,15661880363552.0
1655651319,15662043398240.0
1655651320,15662206432928.0
1655651321,15662369467616.0
1655651322,15662532502304.0
1655651323,15662695536992.0
1655651324,15662858571680.0
1655651325,15663021606368.0
1655651326,15663184641056.0
1655651327,15663347675744.0
1655651328,15663510710432.0
1655651329,15663673745120.0
1655651330,15663836779808.0
1655651331,15663999814496.0
1655651332,15664162849184.0
1655651333,15664325883872.0
1655651334,15664488918560.0
1655651335,15664651953248.0
1655651336,15664814987936.0
1655651337,15664978022624.0
1655651338,15665141057312.0
1655651339,15665304092000.0
1655651340,15665467126688.0
1655651341,15665630161376.0
1655651342,15665793196064.0
1655651343,15665956230752.0
1655651344,15666119265440.0
1655651346,15666445334816.0
1655651347,15666608369504.0
1655651349,15666934438880.0
1655651350,15667097473568.0
1655651351,15667260508256.0
1655651352,15667423542944.0
1655651353,15667586577632.0
1655651354,15667749612320.0
1655651356,15668075681696.0
1655651357,15668238716384.0
1655651358,15668401751072.0
1655651359,15668564785760.0
1655651360,15668727820448.0
1655651361,15668890855136.0
1655651362,15669053889824.0
1655651363,15669216924512.0
1655651364,15669379959200.0
1655651365,15669542993888.0
1655651366,15669706028576.0
1655651367,15669869063264.0
1655651368,15670032097952.0
1655651369,15670195132640.0
1655651370,15670358167328.0
1655651371,15670521202016.0
1655651372,15670684236704.0
1655651373,15670847271392.0
1655651374,15671010306080.0
1655651375,15671173340768.0
1655651377,15671499410144.0
1655651378,15671662444832.0
1655651379,15671825479520.0
1655651380,15671988514208.0
1655651381,15672151548896.0
1655651383,15672477618272.0
1655651384,15672640652960.0
1655651385,15672803687648.0
1655651386,15672966722336.0
1655651388,15673292791712.0
1655651389,15673455826400.0
1655651390,15673618861088.0
1655651391,15673781895776.0
1655651392,15673944930464.0
1655651395,15674434034528.0
1655651396,15674597069216.0
1655651399,15675086173280.0
1655651400,15675249207968.0
1655651401,15675412242656.0
1655651402,15675575277376.0
1655651403,15675738312064.0
1655651404,15675901346752.0
1655651405,15676064381440.0
1655651406,15676227416128.0
1655651408,15676553485504.0
1655651409,15676716520192.0
1655651410,15676879554880.0
1655651411,15677042589568.0
1655651412,15677205624256.0
1655651413,15677368658944.0
1655651414,15677531693632.0
1655651415,15677694728320.0
1655651416,15677857763008.0
1655651418,15678183832384.0
1655651419,15678346867072.0
1655651420,15678509901760.0
1655651421,15678672936448.0
1655651422,15678835971136.0
1655651423,15678999005824.0
1655651424,15679162040512.0
1655651425,15679325075200.0
1655651426,15679488109888.0
1655651427,15679651144576.0
1655651428,15679814179264.0
1655651429,15679977213952.0
1655651430,15680140248640.0
1655651431,15680303283328.0
1655651432,15680466318016.0
1655651433,15680629352704.0
1655651434,15680792387392.0
1655651435,15680955422080.0
1655651437,15681281491456.0
1655651438,15681444526144.0
1655651440,15681770595520.0
1655651441,15681933630208.0
1655651442,15682096664896.0
1655651443,15682259699584.0
1655651444,15682422734272.0
1655651445,15682585768960.0
1655651446,15682748803648.0
1655651447,15682911838336.0
1655651448,15683074873024.0
1655651449,15683237907712.0
1655651450,15683400942400.0
1655651452,15683727011776.0
1655651453,15683890046464.0
1655651454,15684053081152.0
1655651455,15684216115840.0
1655651457,15684542185216.0
1655651458,15684705219904.0
1655651459,15684868254592.0
1655651460,15685031289280.0
1655651461,15685194323968.0
1655651462,15685357358656.0
1655651463,15685520393344.0
1655651464,15685683428032.0
1655651465,15685846462720.0
1655651466,15686009497408.0
1655651468,15686335566784.0
1655651469,15686498601472.0
1655651470,15686661636160.0
1655651471,15686824670848.0
1655651472,15686987705536.0
1655651473,15687150740224.0
1655651474,15687313774912.0
1655651475,15687476809600.0
1655651476,15687639844288.0
1655651477,15687802878976.0
1655651478,15687965913664.0
1655651479,15688128948352.0
1655651480,15688291983040.0
1655651481,15688455017728.0
1655651482,15688618052416.0
1655651483,15688781087104.0
1655651484,15688944121792.0
1655651485,15689107156480.0
1655651486,15689270191168.0
1655651487,15689433225856.0
1655651488,15689596260544.0
1655651489,15689759295232.0
1655651490,15689922329920.0
1655651491,15690085364608.0
1655651492,15690248399296.0
1655651493,15690411433984.0
1655651494,15690574468672.0
1655651495,15690737503360.0
1655651496,15690900538048.0
1655651497,15691063572736.0
1655651498,15691226607424.0
1655651499,15691389642112.0
1655651500,15691552676800.0
1655651501,15691715711488.0
1655651502,15691878746176.0
1655651503,15692041780864.0
1655651504,15692204815552.0
1655651505,15692367850240.0
1655651506,15692530884928.0
1655651507,15692693919616.0
1655651508,15692856954304.0
1655651509,15693019988992.0
1655651510,15693183023680.0
1655651511,15693346058368.0
1655651512,15693509093056.0
1655651513,15693672127744.0
1655651514,15693835162432.0
1655651515,15693998197120.0
1655651516,15694161231808.0
1655651517,15694324266496.0
1655651518,15694487301184.0
1655651519,15694650335872.0
1655651520,15694813370560.0
1655651521,15694976405248.0
1655651522,15695139439936.0
1655651523,15695302474624.0
1655651524,15695465509312.0
1655651525,15695628544000.0
1655651526,15695791578688.0
1655651527,15695954613376.0
1655651528,15696117648064.0
1655651529,15696280682752.0
1655651530,15696443717440.0
1655651531,15696606752128.0
1655651532,15696769786816.0
1655651533,15696932821504.0
1655651534,15697095856192.0
1655651535,15697258890880.0
1655651536,15697421925568.0
1655651537,15697584960256.0
1655651538,15697747994944.0
1655651539,15697911029632.0
1655651540,15698074064352.0
1655651541,15698237099040.0
1655651542,15698400133728.0
1655651543,15698563168416.0
1655651544,15698726203104.0
1655651545,15698889237792.0
1655651546,15699052272480.0
1655651547,15699215307168.0
1655651548,15699378341856.0
1655651549,15699541376544.0
1655651550,15699704411232.0
1655651551,15699867445920.0
1655651552,15700030480608.0
1655651553,15700193515296.0
1655651554,15700356549984.0
1655651555,15700519584672.0
1655651556,15700682619360.0
1655651557,15700845654048.0
1655651558,15701008688736.0
1655651559,15701171723424.0
1655651560,15701334758112.0
1655651561,15701497792800.0
1655651562,15701660827488.0
1655651563,15701823862176.0
1655651564,15701986896864.0
1655651565,15702149931552.0
1655651566,15702312966240.0
1655651567,15702476000928.0
1655651568,15702639035616.0
1655651569,15702802070304.0
1655651570,15702965104992.0
1655651571,15703128139680.0
1655651572,15703291174368.0
1655651573,15703454209056.0
1655651574,15703617243744.0
1655651575,15703780278432.0
1655651576,15703943313120.0
1655651577,15704106347808.0
1655651578,15704269382496.0
1655651579,15704432417184.0
1655651580,15704595451872.0
1655651581,15704758486560.0
1655651582,15704921521248.0
1655651583,15705084555936.0
1655651584,15705247590624.0
1655651585,15705410625312.0
1655651587,15705736694688.0
1655651588,15705899729376.0
1655651589,15706062764064.0
1655651590,15706225798752.0
1655651591,15706388833440.0
1655651593,15706714902816.0
1655651594,15706877937504.0
1655651595,15707040972192.0
1655651596,15707204006880.0
1655651597,15707367041568.0
1655651598,15707530076256.0
1655651599,15707693110944.0
1655651600,15707856145632.0
1655651601,15708019180320.0
1655651602,15708182215008.0
1655651603,15708345249696.0
1655651604,15708508284384.0
1655651605,15708671319072.0
1655651606,15708834353760.0
1655651607,15708997388448.0
1655651608,15709160423136.0
1655651609,15709323457824.0
1655651610,15709486492512.0
1655651611,15709649527200.0
1655651612,15709812561888.0
1655651613,15709975596576.0
1655651614,15710138631264.0
1655651615,15710301665952.0
1655651616,15710464700640.0
1655651617,15710627735328.0
1655651618,15710790770016.0
1655651619,15710953804704.0
1655651620,15711116839392.0
1655651621,15711279874080.0
1655651622,15711442908768.0
1655651623,15711605943456.0
1655651624,15711768978144.0
1655651625,15711932012832.0
1655651626,15712095047520.0
1655651627,15712258082208.0
1655651628,15712421116896.0
1655651629,15712584151584.0
1655651630,15712747186272.0
1655651631,15712910220960.0
1655651632,15713073255648.0
1655651633,15713236290336.0
1655651634,15713399325024.0
1655651635,15713562359712.0
1655651636,15713725394400.0
1655651637,15713888429088.0
1655651638,15714051463776.0
1655651639,15714214498464.0
1655651640,15714377533152.0
1655651641,15714540567840.0
1655651643,15714866637216.0
1655651644,15715029671904.0
1655651645,15715192706592.0
1655651646,15715355741280.0
1655651647,15715518775968.0
1655651648,15715681810656.0
1655651649,15715844845344.0
1655651650,15716007880032.0
1655651651,15716170914720.0
1655651652,15716333949408.0
1655651653,15716496984096.0
1655651654,15716660018784.0
1655651655,15716823053472.0
1655651656,15716986088160.0
1655651657,15717149122848.0
1655651658,15717312157536.0
1655651659,15717475192224.0
1655651660,15717638226912.0
1655651661,15717801261600.0
1655651662,15717964296288.0
1655651663,15718127330976.0
1655651664,15718290365664.0
1655651665,15718453400352.0
1655651666,15718616435040.0
1655651667,15718779469728.0
1655651668,15718942504416.0
1655651669,15719105539104.0
1655651670,15719268573792.0
1655651671,15719431608480.0
1655651672,15719594643168.0
1655651673,15719757677856.0
1655651674,15719920712544.0
1655651675,15720083747232.0
1655651676,15720246781920.0
1655651677,15720409816608.0
1655651678,15720572851328.0
1655651679,15720735886016.0
1655651680,15720898920704.0
1655651681,15721061955392.0
1655651682,15721224990080.0
1655651683,15721388024768.0
1655651684,15721551059456.0
1655651685,15721714094144.0
1655651686,15721877128832.0
1655651687,15722040163520.0
1655651688,15722203198208.0
1655651689,15722366232896.0
1655651690,15722529267584.0
1655651691,15722692302272.0
1655651692,15722855336960.0
1655651693,15723018371648.0
1655651694,15723181406336.0
1655651695,15723344441024.0
1655651696,15723507475712.0
1655651697,15723670510400.0
1655651698,15723833545088.0
1655651699,15723996579776.0
1655651700,15724159614464.0
1655651701,15724322649152.0
1655651702,15724485683840.0
1655651703,15724648718528.0
1655651704,15724811753216.0
1655651705,15724974787904.0
1655651706,15725137822592.0
1655651707,15725300857280.0
1655651708,15725463891968.0
1655651709,15725626926656.0
1655651710,15725789961344.0
1655651711,15725952996032.0
1655651712,15726116030720.0
1655651713,15726279065408.0
1655651714,15726442100096.0
1655651715,15726605134784.0
1655651716,15726768169472.0
1655651717,15726931204160.0
1655651718,15727094238848.0
1655651719,15727257273536.0
1655651720,15727420308224.0
1655651721,15727583342912.0
1655651722,15727746377600.0
1655651723,15727909412288.0
1655651724,15728072446976.0
1655651725,15728235481664.0
1655651726,15728398516352.0
1655651727,15728561551040.0
1655651728,15728724585728.0
1655651729,15728887620416.0
1655651730,15729050655104.0
1655651731,15729213689792.0
1655651732,15729376724480.0
1655651733,15729539759168.0
1655651734,15729702793856.0
1655651735,15729865828544.0
1655651736,15730028863232.0
1655651737,15730191897920.0
1655651738,15730354932608.0
1655651739,15730517967296.0
1655651740,15730681001984.0
1655651741,15730844036672.0
1655651742,15731007071360.0
1655651743,15731170106048.0
1655651744,15731333140736.0
1655651745,15731496175424.0
1655651746,15731659210112.0
1655651747,15731822244800.0
1655651748,15731985279488.0
1655651750,15732311348864.0
1655651751,15732474383552.0
1655651752,15732637418240.0
1655651753,15732800452928.0
1655651754,15732963487616.0
1655651755,15733126522304.0
1655651756,15733289556992.0
1655651757,15733452591680.0
1655651758,15733615626368.0
1655651759,15733778661056.0
1655651760,15733941695744.0
1655651761,15734104730432.0
1655651762,15734267765120.0
1655651763,15734430799808.0
1655651764,15734593834496.0
1655651765,15734756869184.0
1655651766,15734919903872.0
1655651767,15735082938560.0
1655651768,15735245973248.0
1655651769,15735409007936.0
1655651770,15735572042624.0
1655651771,15735735077312.0
1655651772,15735898112000.0
1655651773,15736061146688.0
1655651774,15736224181376.0
1655651775,15736387216064.0
1655651776,15736550250752.0
1655651777,15736713285440.0
1655651778,15736876320128.0
1655651779,15737039354816.0
1655651780,15737202389504.0
1655651781,15737365424192.0
1655651782,15737528458880.0
1655651783,15737691493568.0
1655651784,15737854528256.0
1655651785,15738017562944.0
1655651786,15738180597632.0
1655651787,15738343632320.0
1655651788,15738506667008.0
1655651789,15738669701696.0
1655651790,15738832736384.0
1655651791,15738995771072.0
1655651792,15739158805760.0
1655651793,15739321840448.0
1655651794,15739484875136.0
1655651795,15739647909824.0
1655651796,15739810944512.0
1655651797,15739973979200.0
1655651799,15740300048576.0
1655651800,15740463083264.0
1655651801,15740626117952.0
1655651802,15740789152640.0
1655651803,15740952187328.0
1655651804,15741115222016.0
1655651805,15741278256704.0
1655651806,15741441291392.0
1655651807,15741604326080.0
1655651808,15741767360768.0
1655651809,15741930395456.0
1655651810,15742093430144.0
1655651811,15742256464832.0
1655651812,15742419499520.0
1655651813,15742582534208.0
1655651814,15742745568896.0
1655651815,15742908603616.0
1655651816,15743071638304.0
1655651817,15743234672992.0
1655651818,15743397707680.0
1655651819,15743560742368.0
1655651821,15743886811744.0
1655651822,15744049846432.0
1655651824,15744375915808.0
1655651825,15744538950496.0
1655651826,15744701985184.0
1655651827,15744865019872.0
1655651828,15745028054560.0
1655651830,15745354123936.0
1655651831,15745517158624.0
1655651832,15745680193312.0
1655651833,15745843228000.0
1655651834,15746006262688.0
1655651835,15746169297376.0
1655651836,15746332332064.0
1655651837,15746495366752.0
1655651838,15746658401440.0
1655651839,15746821436128.0
1655651840,15746984470816.0
1655651841,15747147505504.0
1655651842,15747310540192.0
1655651843,15747473574880.0
1655651844,15747636609568.0
1655651845,15747799644256.0
1655651846,15747962678944.0
1655651847,15748125713632.0
1655651848,15748288748320.0
1655651849,15748451783008.0
1655651850,15748614817696.0
1655651851,15748777852384.0
1655651852,15748940887072.0
1655651853,15749103921760.0
1655651854,15749266956448.0
1655651855,15749429991136.0
1655651856,15749593025824.0
1655651857,15749756060512.0
1655651858,15749919095200.0
1655651859,15750082129888.0
1655651860,15750245164576.0
1655651861,15750408199264.0
1655651862,15750571233952.0
1655651863,15750734268640.0
1655651864,15750897303328.0
1655651865,15751060338016.0
1655651866,15751223372704.0
1655651867,15751386407392.0
1655651868,15751549442080.0
1655651869,15751712476768.0
1655651870,15751875511456.0
1655651871,15752038546144.0
1655651873,15752364615520.0
1655651874,15752527650208.0
1655651875,15752690684896.0
1655651876,15752853719584.0
1655651877,15753016754272.0
1655651878,15753179788960.0
1655651879,15753342823648.0
1655651880,15753505858336.0
1655651881,15753668893024.0
1655651882,15753831927712.0
1655651883,15753994962400.0
1655651884,15754157997088.0
1655651885,15754321031776.0
1655651886,15754484066464.0
1655651887,15754647101152.0
1655651888,15754810135840.0
1655651889,15754973170528.0
1655651890,15755136205216.0
1655651891,15755299239904.0
1655651892,15755462274592.0
1655651893,15755625309280.0
1655651894,15755788343968.0
1655651895,15755951378656.0
1655651896,15756114413344.0
1655651897,15756277448032.0
1655651898,15756440482720.0
1655651899,15756603517408.0
1655651900,15756766552096.0
1655651901,15756929586784.0
1655651902,15757092621472.0
1655651903,15757255656160.0
1655651904,15757418690848.0
1655651905,15757581725536.0
1655651906,15757744760224.0
1655651907,15757907794912.0
1655651908,15758070829600.0
1655651909,15758233864288.0
1655651910,15758396898976.0
1655651911,15758559933664.0
1655651913,15758886003040.0
1655651914,15759049037728.0
1655651915,15759212072416.0
1655651916,15759375107104.0
1655651917,15759538141792.0
1655651918,15759701176480.0
1655651919,15759864211168.0
1655651920,15760027245856.0
1655651921,15760190280544.0
1655651922,15760353315232.0
1655651923,15760516349920.0
1655651924,15760679384608.0
1655651925,15760842419296.0
1655651926,15761005453984.0
1655651927,15761168488672.0
1655651928,15761331523360.0
1655651929,15761494558048.0
1655651930,15761657592736.0
1655651932,15761983662112.0
1655651933,15762146696800.0
1655651934,15762309731488.0
1655651935,15762472766176.0
1655651936,15762635800864.0
1655651937,15762798835552.0
1655651938,15762961870240.0
1655651939,15763124904928.0
1655651940,15763287939616.0
1655651941,15763450974304.0
1655651942,15763614008992.0
1655651943,15763777043680.0
1655651944,15763940078368.0
1655651945,15764103113056.0
1655651946,15764266147744.0
1655651947,15764429182432.0
1655651948,15764592217120.0
1655651949,15764755251808.0
1655651950,15764918286496.0
1655651951,15765081321184.0
1655651952,15765244355872.0
1655651953,15765407390592.0
1655651954,15765570425280.0
1655651955,15765733459968.0
1655651956,15765896494656.0
1655651957,15766059529344.0
1655651958,15766222564032.0
1655651959,15766385598720.0
1655651960,15766548633408.0
1655651961,15766711668096.0
1655651962,15766874702784.0
1655651963,15767037737472.0
1655651964,15767200772160.0
1655651965,15767363806848.0
1655651966,15767526841536.0
1655651967,15767689876224.0
1655651968,15767852910912.0
1655651969,15768015945600.0
1655651970,15768178980288.0
1655651971,15768342014976.0
1655651972,15768505049664.0
1655651973,15768668084352.0
1655651974,15768831119040.0
1655651975,15768994153728.0
1655651976,15769157188416.0
1655651977,15769320223104.0
1655651978,15769483257792.0
1655651979,15769646292480.0
1655651980,15769809327168.0
1655651981,15769972361856.0
1655651982,15770135396544.0
1655651984,15770461465920.0
1655651985,15770624500608.0
1655651986,15770787535296.0
1655651987,15770950569984.0
1655651988,15771113604672.0
1655651989,15771276639360.0
1655651990,15771439674048.0
1655651991,15771602708736.0
1655651992,15771765743424.0
1655651993,15771928778112.0
1655651994,15772091812800.0
1655651995,15772254847488.0
1655651996,15772417882176.0
1655651997,15772580916864.0
1655651998,15772743951552.0
1655651999,15772906986240.0
1655652001,15773233055616.0
1655652002,15773396090304.0
1655652003,15773559124992.0
1655652004,15773722159680.0
1655652005,15773885194368.0
1655652006,15774048229056.0
1655652007,15774211263744.0
1655652008,15774374298432.0
1655652009,15774537333120.0
1655652010,15774700367808.0
1655652011,15774863402496.0
1655652012,15775026437184.0
1655652013,15775189471872.0
1655652014,15775352506560.0
1655652015,15775515541248.0
1655652016,15775678575936.0
1655652017,15775841610624.0
1655652018,15776004645312.0
1655652019,15776167680000.0
1655652020,15776330714688.0
1655652021,15776493749376.0
1655652022,15776656784064.0
1655652023,15776819818752.0
1655652024,15776982853440.0
1655652025,15777145888128.0
1655652026,15777308922816.0
1655652027,15777471957504.0
1655652028,15777634992192.0
1655652029,15777798026880.0
1655652030,15777961061568.0
1655652031,15778124096256.0
1655652032,15778287130944.0
1655652033,15778450165632.0
1655652034,15778613200320.0
1655652035,15778776235008.0
1655652036,15778939269696.0
1655652037,15779102304384.0
1655652038,15779265339072.0
1655652039,15779428373760.0
1655652040,15779591408448.0
1655652041,15779754443136.0
1655652042,15779917477824.0
1655652043,15780080512512.0
1655652044,15780243547200.0
1655652045,15780406581888.0
1655652046,15780569616576.0
1655652047,15780732651264.0
1655652048,15780895685952.0
1655652049,15781058720640.0
1655652050,15781221755328.0
1655652051,15781384790016.0
1655652052,15781547824704.0
1655652053,15781710859392.0
1655652054,15781873894080.0
1655652055,15782036928768.0
1655652056,15782199963456.0
1655652057,15782362998144.0
1655652059,15782689067520.0
1655652060,15782852102208.0
1655652061,15783015136896.0
1655652062,15783178171584.0
1655652063,15783341206272.0
1655652064,15783504240960.0
1655652065,15783667275648.0
1655652066,15783830310336.0
1655652067,15783993345024.0
1655652068,15784156379712.0
1655652069,15784319414400.0
1655652070,15784482449088.0
1655652071,15784645483776.0
1655652072,15784808518464.0
1655652073,15784971553152.0
1655652074,15785134587840.0
1655652076,15785460657216.0
1655652077,15785623691904.0
1655652078,15785786726592.0
1655652079,15785949761280.0
1655652080,15786112795968.0
1655652081,15786275830656.0
1655652082,15786438865344.0
1655652083,15786601900032.0
1655652084,15786764934720.0
1655652085,15786927969408.0
1655652086,15787091004096.0
1655652087,15787254038784.0
1655652088,15787417073472.0
1655652089,15787580108160.0
1655652090,15787743142848.0
1655652091,15787906177568.0
1655652092,15788069212256.0
1655652093,15788232246944.0
1655652094,15788395281632.0
1655652095,15788558316320.0
1655652096,15788721351008.0
1655652097,15788884385696.0
1655652098,15789047420384.0
1655652099,15789210455072.0
1655652100,15789373489760.0
1655652101,15789536524448.0
1655652102,15789699559136.0
1655652103,15789862593824.0
1655652104,15790025628512.0
1655652105,15790188663200.0
1655652106,15790351697888.0
1655652107,15790514732576.0
1655652108,15790677767264.0
1655652109,15790840801952.0
1655652110,15791003836640.0
1655652111,15791166871328.0
1655652112,15791329906016.0
1655652113,15791492940704.0
1655652114,15791655975392.0
1655652115,15791819010080.0
1655652116,15791982044768.0
1655652117,15792145079456.0
1655652118,15792308114144.0
1655652119,15792471148832.0
1655652120,15792634183520.0
1655652121,15792797218208.0
1655652122,15792960252896.0
1655652123,15793123287584.0
1655652124,15793286322272.0
1655652125,15793449356960.0
1655652126,15793612391648.0
1655652127,15793775426336.0
1655652128,15793938461024.0
1655652129,15794101495712.0
1655652130,15794264530400.0
1655652131,15794427565088.0
1655652132,15794590599776.0
1655652133,15794753634464.0
1655652134,15794916669152.0
1655652135,15795079703840.0
1655652136,15795242738528.0
1655652137,15795405773216.0
1655652138,15795568807904.0
1655652139,15795731842592.0
1655652140,15795894877280.0
1655652141,15796057911968.0
1655652142,15796220946656.0
1655652143,15796383981344.0
1655652144,15796547016032.0
1655652145,15796710050720.0
1655652146,15796873085408.0
1655652147,15797036120096.0
1655652148,15797199154784.0
1655652149,15797362189472.0
1655652150,15797525224160.0
1655652151,15797688258848.0
1655652152,15797851293536.0
1655652153,15798014328224.0
1655652154,15798177362912.0
1655652155,15798340397600.0
1655652156,15798503432288.0
1655652157,15798666466976.0
1655652158,15798829501664.0
1655652159,15798992536352.0
1655652160,15799155571040.0
1655652161,15799318605728.0
1655652163,15799644675104.0
1655652164,15799807709792.0
1655652165,15799970744480.0
1655652166,15800133779168.0
1655652167,15800296813856.0
1655652168,15800459848544.0
1655652169,15800622883232.0
1655652170,15800785917920.0
1655652171,15800948952608.0
1655652172,15801111987296.0
1655652173,15801275021984.0
1655652174,15801438056672.0
1655652175,15801601091360.0
1655652176,15801764126048.0
1655652177,15801927160736.0
1655652178,15802090195424.0
1655652179,15802253230112.0
1655652180,15802416264800.0
1655652181,15802579299488.0
1655652182,15802742334176.0
1655652184,15803068403552.0
1655652185,15803231438240.0
1655652186,15803394472928.0
1655652187,15803557507616.0
1655652188,15803720542304.0
1655652189,15803883576992.0
1655652190,15804046611680.0
1655652191,15804209646368.0
1655652192,15804372681056.0
1655652193,15804535715744.0
1655652194,15804698750432.0
1655652195,15804861785120.0
1655652196,15805024819808.0
1655652197,15805187854496.0
1655652198,15805350889184.0
1655652199,15805513923872.0
1655652200,15805676958560.0
1655652201,15805839993248.0
1655652202,15806003027936.0
1655652203,15806166062624.0
1655652205,15806492132000.0
1655652206,15806655166688.0
1655652207,15806818201376.0
1655652208,15806981236064.0
1655652209,15807144270752.0
1655652210,15807307305440.0
1655652211,15807470340128.0
1655652212,15807633374816.0
1655652213,15807796409504.0
