epoch,shortterm,midterm,longterm
1656293108,0.68,0.68,0.68
1656293109,0.68,0.68,0.68
1656293110,0.68,0.68,0.68
1656293111,0.68,0.68,0.68
1656293112,0.68,0.68,0.68
1656293113,0.68,0.68,0.68
1656293114,0.68,0.68,0.68
1656293115,0.68,0.68,0.68
1656293116,0.68,0.68,0.68
1656293117,0.68,0.68,0.68
1656293118,0.68,0.68,0.68
1656293119,0.68,0.68,0.68
1656293120,0.68,0.68,0.68
1656293121,0.68,0.68,0.68
1656293122,0.68,0.68,0.68
1656293123,0.68,0.68,0.68
1656293124,0.68,0.68,0.68
1656293125,0.68,0.68,0.68
1656293126,0.68,0.68,0.68
1656293127,0.68,0.68,0.68
1656293128,0.68,0.68,0.68
1656293129,0.68,0.68,0.68
1656293130,0.68,0.68,0.68
1656293131,0.68,0.68,0.68
1656293132,0.68,0.68,0.68
1656293133,0.68,0.68,0.68
1656293134,0.68,0.68,0.68
1656293135,0.68,0.68,0.68
1656293136,0.68,0.68,0.68
1656293137,0.68,0.68,0.68
1656293138,0.68,0.68,0.68
1656293139,0.68,0.68,0.68
1656293140,0.68,0.68,0.68
1656293141,0.68,0.68,0.68
1656293142,0.68,0.68,0.68
1656293143,0.68,0.68,0.68
1656293144,0.68,0.68,0.68
1656293145,0.68,0.68,0.68
1656293146,0.68,0.68,0.68
1656293147,0.68,0.68,0.68
1656293148,0.68,0.68,0.68
1656293149,0.68,0.68,0.68
1656293150,0.68,0.68,0.68
1656293151,0.68,0.68,0.68
1656293152,0.68,0.68,0.68
1656293153,0.68,0.68,0.68
1656293154,0.68,0.68,0.68
1656293155,0.68,0.68,0.68
1656293156,0.68,0.68,0.68
1656293157,0.68,0.68,0.68
1656293158,0.68,0.68,0.68
1656293159,0.68,0.68,0.68
1656293160,0.68,0.68,0.68
1656293161,0.68,0.68,0.68
1656293162,0.68,0.68,0.68
1656293163,0.68,0.68,0.68
1656293164,0.68,0.68,0.68
1656293165,0.68,0.68,0.68
1656293166,0.68,0.68,0.68
1656293167,0.68,0.68,0.68
1656293168,0.68,0.68,0.68
1656293169,0.68,0.68,0.68
1656293170,0.68,0.68,0.68
1656293171,0.68,0.68,0.68
1656293172,0.68,0.68,0.68
1656293173,0.68,0.68,0.68
1656293174,0.68,0.68,0.68
1656293175,0.68,0.68,0.68
1656293176,0.68,0.68,0.7433333333333334
1656293177,0.68,0.68,0.8066666666666668
1656293178,0.68,0.68,0.8700000000000001
1656293179,0.68,0.68,0.9306666666666668
1656293180,0.68,0.68,0.9800000000000001
1656293181,0.68,0.8700000000000001,1.0793333333333335
1656293182,0.68,1.06,1.1806666666666668
1656293183,1.63,1.2500000000000002,1.2853333333333332
1656293184,1.63,1.4320000000000002,1.3779999999999997
1656293185,1.63,1.58,1.4726666666666663
1656293186,1.59,1.688,1.6646666666666665
1656293187,1.42,1.802,1.853333333333333
1656293188,2.17,1.926,2.052
1656293189,2.2,2.022,2.2526666666666664
1656293190,2.25,2.158,2.44
1656293191,2.07,2.4360000000000004,2.6373333333333333
1656293192,2.1,2.698,2.83
1656293193,3.56,2.9800000000000004,3.0206666666666666
1656293194,3.51,3.3040000000000003,3.2
1656293195,3.66,3.5820000000000003,3.3866666666666667
1656293196,3.69,3.7880000000000003,3.590666666666667
1656293197,3.49,3.99,3.8000000000000003
1656293198,4.59,4.156000000000001,4.01
1656293199,4.52,4.274,4.255333333333334
1656293200,4.49,4.420000000000001,4.5006666666666675
1656293201,4.28,4.548,4.732
1656293202,4.22,4.712,4.954666666666667
1656293203,5.23,4.894,5.152666666666668
1656293204,5.34,5.188000000000001,5.355333333333334
1656293205,5.4,5.5,5.585333333333334
1656293206,5.75,5.860000000000001,5.720666666666667
1656293207,5.78,6.162000000000001,5.848000000000001
1656293208,7.03,6.408000000000001,5.978666666666666
1656293209,6.85,6.604000000000001,6.126
1656293210,6.63,6.836,6.280666666666667
1656293211,6.73,6.754,6.330666666666667
1656293212,6.94,6.67,6.376
1656293213,6.62,6.6339999999999995,6.403333333333333
1656293214,6.43,6.586,6.4433333333333325
1656293215,6.45,6.506,6.485333333333332
1656293216,6.49,6.378,6.357333333333332
1656293217,6.54,6.296,6.226666666666666
1656293218,5.98,6.168,6.118666666666665
1656293219,6.02,6.140000000000001,6.011999999999998
1656293220,5.81,6.114000000000001,5.887999999999998
1656293221,6.35,5.9399999999999995,5.755333333333332
1656293222,6.41,5.7139999999999995,5.637333333333332
1656293223,5.11,5.553999999999999,5.524
1656293224,4.89,5.31,5.408666666666666
1656293225,5.01,5.044,5.248
1656293226,5.13,4.948,5.115333333333333
1656293227,5.08,4.902,4.977333333333334
1656293228,4.63,4.85,4.844
1656293229,4.66,4.776,4.672
1656293230,4.75,4.586,4.492000000000001
1656293231,4.76,4.458,4.376
1656293232,4.13,4.316000000000001,4.269333333333332
1656293233,3.99,4.128,4.148666666666666
1656293234,3.95,3.93,4.018666666666666
1656293235,3.81,3.846,3.8906666666666663
1656293236,3.77,3.722,3.772
1656293237,3.71,3.59,3.666666666666667
1656293238,3.37,3.468,3.530666666666667
1656293239,3.29,3.35,3.4033333333333333
1656293240,3.2,3.2400000000000007,3.3240000000000003
1656293241,3.18,3.136,3.2340000000000004
1656293242,3.16,3.0940000000000007,3.1420000000000003
1656293243,2.85,2.9960000000000004,3.051333333333334
1656293244,3.08,2.9300000000000006,2.9593333333333343
1656293245,2.71,2.886,2.8686666666666674
1656293246,2.85,2.8440000000000003,2.8000000000000003
1656293247,2.94,2.742,2.734666666666667
1656293248,2.64,2.6900000000000004,2.672
1656293249,2.57,2.5980000000000003,2.6106666666666665
1656293250,2.45,2.4800000000000004,2.5559999999999996
1656293251,2.39,2.42,2.500666666666666
1656293252,2.35,2.3680000000000003,2.4286666666666665
1656293253,2.34,2.33,2.38
1656293254,2.31,2.304,2.3213333333333335
1656293255,2.26,2.3019999999999996,2.2613333333333334
1656293256,2.26,2.238,2.2159999999999997
1656293257,2.34,2.1759999999999997,2.1726666666666663
1656293258,2.02,2.1199999999999997,2.1359999999999997
1656293259,2.0,2.0620000000000003,2.103333333333333
1656293260,1.98,2.0020000000000002,2.0686666666666667
1656293261,1.97,1.9899999999999998,2.031333333333333
1656293262,2.04,1.9739999999999998,1.9933333333333334
1656293263,1.96,1.9579999999999997,1.9533333333333336
1656293264,1.92,1.944,1.9140000000000004
1656293265,1.9,1.9020000000000001,1.878666666666667
1656293266,1.9,1.8660000000000003,1.8160000000000003
1656293267,1.83,1.8300000000000003,1.756666666666667
1656293268,1.78,1.7820000000000003,1.704666666666667
1656293269,1.74,1.7360000000000002,1.656666666666667
1656293270,1.66,1.7320000000000002,1.608666666666667
1656293271,1.67,1.592,1.5666666666666669
1656293272,1.81,1.466,1.484
1656293273,1.08,1.374,1.4026666666666663
1656293274,1.11,1.29,1.321333333333333
1656293275,1.2,1.1920000000000002,1.2446666666666661
1656293276,1.25,1.242,1.171333333333333
1656293277,1.32,1.1560000000000001,1.1133333333333333
1656293278,1.33,1.052,1.0633333333333332
1656293279,0.68,0.9380000000000001,1.0233333333333334
1656293280,0.68,0.81,0.9640000000000001
1656293281,0.68,0.68,0.9613333333333335
1656293282,0.68,0.7180000000000001,0.9326666666666668
1656293283,0.68,0.7640000000000001,0.8980000000000001
1656293284,0.87,0.8420000000000001,0.8653333333333334
1656293285,0.91,0.8900000000000002,0.826
1656293286,1.07,0.9620000000000002,0.7906666666666666
1656293287,0.92,0.924,0.7906666666666666
1656293288,1.04,0.8780000000000001,0.7906666666666666
1656293289,0.68,0.8160000000000001,0.7906666666666666
1656293290,0.68,0.7780000000000001,0.7906666666666667
1656293291,0.76,0.7300000000000001,0.7906666666666667
1656293292,0.73,0.7300000000000001,0.778
1656293293,0.8,0.7300000000000001,0.7626666666666667
1656293294,0.68,0.7140000000000001,0.7366666666666667
1656293295,0.68,0.7040000000000001,0.7206666666666667
1656293296,0.68,0.68,0.6966666666666667
1656293297,0.68,0.68,0.6966666666666667
1656293298,0.68,0.68,0.6966666666666667
1656293299,0.68,0.68,0.6913333333333334
1656293300,0.68,0.68,0.688
1656293301,0.68,0.68,0.68
1656293302,0.68,0.68,0.68
1656293303,0.68,0.68,0.68
1656293304,0.68,0.68,0.68
1656293305,0.68,0.68,0.68
1656293306,0.68,0.68,0.68
1656293307,0.68,0.68,0.68
1656293308,0.68,0.68,0.68
1656293309,0.68,0.68,0.68
1656293310,0.68,0.68,0.68
1656293311,0.68,0.68,0.68
1656293312,0.68,0.68,0.68
1656293313,0.68,0.68,0.68
1656293314,0.68,0.68,0.68
1656293315,0.68,0.68,0.68
1656293316,0.68,0.68,0.68
1656293317,0.68,0.68,0.68
1656293318,0.68,0.68,0.68
1656293319,0.68,0.68,0.68
1656293320,0.68,0.68,0.68
1656293321,0.68,0.68,0.68
1656293322,0.68,0.68,0.68
1656293323,0.68,0.68,0.68
1656293324,0.68,0.68,0.68
1656293325,0.68,0.68,0.68
1656293326,0.68,0.68,0.68
1656293327,0.68,0.68,0.68
1656293328,0.68,0.68,0.68
1656293329,0.68,0.68,0.68
1656293330,0.68,0.68,0.68
1656293331,0.68,0.68,0.68
1656293332,0.68,0.68,0.68
1656293333,0.68,0.68,0.68
1656293334,0.68,0.68,0.68
1656293335,0.68,0.68,0.68
1656293336,0.68,0.68,0.68
1656293337,0.68,0.68,0.68
1656293338,0.68,0.68,0.68
1656293339,0.68,0.68,0.68
1656293340,0.68,0.68,0.68
1656293341,0.68,0.68,0.68
1656293342,0.68,0.68,0.68
1656293343,0.68,0.68,0.68
1656293344,0.68,0.68,0.68
1656293345,0.68,0.68,0.68
1656293346,0.68,0.68,0.68
1656293347,0.68,0.68,0.68
1656293348,0.68,0.68,0.68
1656293349,0.68,0.68,0.68
1656293350,0.68,0.68,0.68
1656293351,0.68,0.68,0.68
1656293352,0.68,0.68,0.68
1656293353,0.68,0.68,0.68
1656293354,0.68,0.68,0.68
1656293355,0.68,0.68,0.68
1656293356,0.68,0.68,0.68
1656293357,0.68,0.68,0.68
1656293358,0.68,0.68,0.68
1656293359,0.68,0.68,0.68
1656293360,0.68,0.68,0.68
1656293361,0.68,0.68,0.68
1656293362,0.68,0.68,1.11
1656293363,0.68,0.68,1.542
1656293364,0.68,0.68,1.9746666666666668
1656293365,0.68,0.68,2.4286666666666665
1656293366,0.68,0.68,2.8926666666666665
1656293367,0.68,1.9700000000000002,3.3633333333333333
1656293368,0.68,3.266,3.833333333333333
1656293369,7.13,4.564,4.3053333333333335
1656293370,7.16,5.926000000000001,4.771333333333333
1656293371,7.17,7.318000000000001,5.236666666666666
1656293372,7.49,7.440000000000001,5.710666666666666
1656293373,7.64,7.554000000000001,6.186666666666666
1656293374,7.74,7.672000000000001,6.684666666666666
1656293375,7.73,7.707999999999999,7.189999999999999
1656293376,7.76,7.712000000000001,7.7253333333333325
1656293377,7.67,7.722,7.909999999999999
1656293378,7.66,7.74,8.097999999999999
1656293379,7.79,7.818,8.235333333333333
1656293380,7.82,7.936,8.322
1656293381,8.15,8.146,8.418666666666667
1656293382,8.26,8.568,8.568666666666667
1656293383,8.71,9.0,8.734000000000002
1656293384,9.9,9.216000000000001,8.937333333333335
1656293385,9.98,9.322000000000001,9.200666666666667
1656293386,9.23,9.398000000000001,9.568
1656293387,8.79,9.416,10.043333333333333
1656293388,9.09,9.462000000000002,10.524666666666667
1656293389,9.99,9.778,11.015333333333334
1656293390,10.21,10.344000000000001,11.504
1656293391,10.81,11.160000000000002,12.466000000000001
1656293392,11.62,12.146,13.895333333333335
1656293393,13.17,13.112000000000002,15.324666666666667
1656293394,14.92,14.052,16.442
1656293395,15.04,14.846000000000002,17.468666666666667
1656293396,15.51,16.840000000000003,18.747333333333337
1656293397,15.59,20.124000000000002,20.199333333333335
1656293398,23.14,23.4,21.770666666666667
1656293399,31.34,25.496000000000002,23.336000000000002
1656293400,31.42,27.216,24.872666666666667
1656293401,25.99,28.242,26.342000000000002
1656293402,24.19,28.328,27.833333333333336
1656293403,28.27,28.8,29.362000000000005
1656293404,31.77,30.46,30.78466666666667
1656293405,33.78,32.556,32.159333333333336
1656293406,34.29,33.944,32.998000000000005
1656293407,34.67,35.048,33.449333333333335
1656293408,35.21,35.886,33.900000000000006
1656293409,37.29,36.39800000000001,34.712666666666664
1656293410,37.97,36.706,35.654
1656293411,36.85,36.808,36.388000000000005
1656293412,36.21,36.972,37.041999999999994
1656293413,35.72,37.014,37.565333333333335
1656293414,38.11,37.28,38.03
1656293415,38.18,37.7,38.486
1656293416,38.18,38.412,38.85999999999999
1656293417,38.31,39.106,39.249333333333325
1656293418,39.28,39.79600000000001,39.600666666666655
1656293419,41.58,40.412000000000006,40.05466666666666
1656293420,41.63,41.052,40.56666666666666
1656293421,41.26,41.36000000000001,41.128
1656293422,41.51,41.67,41.57866666666666
1656293423,40.82,41.99200000000001,42.028
1656293424,43.13,42.472,42.47133333333333
1656293425,43.24,42.948,42.87733333333333
1656293426,43.66,43.612,43.217999999999996
1656293427,43.89,43.96000000000001,43.47866666666666
1656293428,44.14,44.296,43.736666666666665
1656293429,44.87,44.53,44.03066666666666
1656293430,44.92,44.632000000000005,44.312
1656293431,44.83,44.682,44.647999999999996
1656293432,44.4,44.806,44.912
1656293433,44.39,44.922000000000004,45.174
1656293434,45.49,45.09,45.41466666666667
1656293435,45.5,45.356,45.599333333333334
1656293436,45.67,45.650000000000006,45.74466666666667
1656293437,45.73,45.970000000000006,45.91733333333334
1656293438,45.86,46.304,46.104
1656293439,47.09,46.624,46.31
1656293440,47.17,46.81000000000001,46.54666666666667
1656293441,47.27,46.90200000000001,46.78533333333334
1656293442,46.66,46.976,48.45133333333334
1656293443,46.32,47.086,50.11733333333334
1656293444,47.46,47.21600000000001,51.77200000000001
1656293445,47.72,47.474000000000004,53.42133333333334
1656293446,47.92,47.80400000000001,55.06333333333334
1656293447,47.95,52.40800000000001,56.594666666666676
1656293448,47.97,56.962,58.12133333333334
1656293449,70.48,61.476,59.64066666666667
1656293450,70.49,65.97999999999999,61.20066666666667
1656293451,70.49,70.48400000000001,62.78333333333334
1656293452,70.47,70.4,64.28466666666667
1656293453,70.49,70.316,65.768
1656293454,70.06,70.23,67.23866666666667
1656293455,70.07,70.148,68.70733333333334
1656293456,70.06,70.062,70.17533333333334
1656293457,70.06,70.04599999999999,70.13800000000002
1656293458,70.06,70.02600000000001,70.10000000000001
1656293459,69.98,70.01,70.062
1656293460,69.97,69.994,70.02533333333334
1656293461,69.98,69.98,69.988
1656293462,69.98,69.968,69.93399999999998
1656293463,69.99,69.958,69.8793333333333
1656293464,69.92,69.946,69.82533333333332
1656293465,69.92,69.934,69.77199999999999
1656293466,69.92,69.92200000000001,69.71866666666666
1656293467,69.92,69.78800000000001,69.63
1656293468,69.93,69.65400000000001,69.54133333333333
1656293469,69.25,69.52000000000001,69.452
1656293470,69.25,69.388,69.36333333333334
1656293471,69.25,69.254,69.274
1656293472,69.26,69.13400000000001,69.15333333333334
1656293473,69.26,69.01200000000001,69.03266666666667
1656293474,68.65,68.89000000000001,68.91266666666667
1656293475,68.64,68.768,68.79266666666666
1656293476,68.64,68.64600000000002,68.672
1656293477,68.65,68.53800000000001,68.568
1656293478,68.65,68.43200000000002,68.464
1656293479,68.11,68.328,68.36
1656293480,68.11,68.22200000000001,68.25533333333334
1656293481,68.12,68.11600000000001,68.15
1656293482,68.12,68.03200000000001,69.13133333333334
1656293483,68.12,67.94800000000001,70.10600000000001
1656293484,67.69,67.862,71.084
1656293485,67.69,67.776,72.06
1656293486,67.69,67.688,73.036
1656293487,67.69,70.82400000000001,73.96933333333334
1656293488,67.68,73.938,74.90666666666667
1656293489,83.37,77.06200000000001,75.83733333333333
1656293490,83.26,80.18200000000002,76.78133333333332
1656293491,83.31,83.30400000000002,77.72666666666666
1656293492,83.29,83.052,78.60933333333334
1656293493,83.29,82.834,79.48666666666668
1656293494,82.11,82.588,80.36333333333334
1656293495,82.17,82.386,81.24000000000002
1656293496,82.08,82.18800000000002,82.11533333333334
1656293497,82.28,81.952,81.79466666666669
1656293498,82.3,81.688,81.48600000000002
1656293499,80.93,81.44000000000001,81.16933333333336
1656293500,80.85,81.15200000000002,80.85400000000001
1656293501,80.84,80.85400000000001,80.54266666666668
1656293502,80.84,80.38000000000001,80.10133333333333
1656293503,80.81,79.936,79.65666666666667
1656293504,78.56,79.48,79.21933333333332
1656293505,78.63,79.024,78.76599999999999
1656293506,78.56,78.58600000000001,78.31533333333333
1656293507,78.56,77.97200000000001,77.726
1656293508,78.62,77.346,77.142
1656293509,75.49,76.738,76.55733333333333
1656293510,75.5,76.122,75.972
1656293511,75.52,75.506,75.38799999999999
1656293512,75.48,74.82600000000001,74.92399999999999
1656293513,75.54,74.144,74.45466666666667
1656293514,72.09,73.45400000000001,73.99
1656293515,72.09,72.77000000000001,73.526
1656293516,72.07,72.072,73.06066666666666
1656293517,72.06,71.97399999999999,72.754
1656293518,72.05,71.87400000000001,72.44733333333335
1656293519,71.6,71.778,72.13933333333334
1656293520,71.59,71.686,71.83400000000002
1656293521,71.59,71.604,71.52533333333334
1656293522,71.6,71.462,71.46600000000001
1656293523,71.64,71.32400000000001,71.40666666666667
1656293524,70.89,71.186,71.34866666666667
1656293525,70.9,71.046,71.29
1656293526,70.9,70.9,71.23400000000001
1656293527,70.9,70.96200000000002,71.16066666666669
1656293528,70.91,71.022,71.08800000000001
1656293529,71.2,71.08200000000001,71.01533333333334
1656293530,71.2,71.138,70.94200000000001
1656293531,71.2,71.19800000000001,70.86533333333334
1656293532,71.18,71.058,70.82533333333335
1656293533,71.21,70.918,70.78466666666668
1656293534,70.5,70.778,70.74400000000003
1656293535,70.5,70.642,70.70333333333336
1656293536,70.5,70.498,70.66200000000002
1656293537,70.5,70.456,70.56266666666667
1656293538,70.49,70.414,70.46333333333334
1656293539,70.29,70.372,70.364
1656293540,70.29,70.33,70.26533333333333
1656293541,70.29,70.29,70.16466666666666
1656293542,70.29,70.174,70.08333333333334
1656293543,70.29,70.058,70.00333333333334
1656293544,69.71,69.94200000000001,69.92266666666669
1656293545,69.71,69.824,69.84200000000001
1656293546,69.71,69.706,69.762
1656293547,69.7,69.62,69.71400000000001
1656293548,69.7,69.53800000000001,69.66666666666667
1656293549,69.28,69.45400000000001,69.61933333333334
1656293550,69.3,69.37200000000001,69.572
1656293551,69.29,69.29,69.52400000000002
1656293552,69.29,69.34800000000001,69.52200000000002
1656293553,69.29,69.40400000000001,69.52066666666667
1656293554,69.57,69.462,69.51999999999998
1656293555,69.58,69.52,69.51999999999998
1656293556,69.58,69.576,69.52
1656293557,69.58,69.59800000000001,69.51133333333333
1656293558,69.57,69.62,69.50133333333333
1656293559,69.68,69.644,69.492
1656293560,69.69,69.668,69.48266666666667
1656293561,69.7,69.694,69.47399999999999
1656293562,69.7,69.588,69.41533333333334
1656293563,69.7,69.48,69.354
1656293564,69.15,69.37,69.29466666666667
1656293565,69.15,69.26,69.236
1656293566,69.15,69.15200000000002,69.17733333333334
1656293567,69.15,69.06,69.092
1656293568,69.16,68.962,69.006
1656293569,68.69,68.87,68.91999999999999
1656293570,68.66,68.78,68.83399999999999
1656293571,68.69,68.686,68.74733333333334
1656293572,68.7,68.628,68.72866666666667
1656293573,68.69,68.57600000000001,68.71000000000002
1656293574,68.4,68.52,68.69133333333335
1656293575,68.4,68.462,68.67266666666669
1656293576,68.41,68.40400000000001,68.65333333333334
1656293577,68.41,68.498,68.666
1656293578,68.4,68.59200000000001,68.68066666666665
1656293579,68.87,68.684,68.69466666666666
1656293580,68.87,68.77600000000001,68.70799999999998
1656293581,68.87,68.87,68.72066666666666
1656293582,68.87,68.872,68.836
1656293583,68.87,68.874,68.95133333333332
1656293584,68.88,68.88,69.06599999999999
1656293585,68.88,68.886,69.18066666666667
1656293586,68.9,68.888,69.29599999999999
1656293587,68.9,69.13799999999999,69.374
1656293588,68.88,69.38799999999999,69.452
1656293589,70.13,69.634,69.53
1656293590,70.13,69.88,69.60799999999999
1656293591,70.13,70.13,69.68599999999999
1656293592,70.13,70.112,69.77733333333335
1656293593,70.13,70.09400000000001,69.86933333333334
1656293594,70.04,70.07600000000001,69.95933333333333
1656293595,70.04,70.058,70.04933333333334
1656293596,70.04,70.04000000000002,70.14133333333332
1656293597,70.04,70.08200000000001,70.14866666666666
1656293598,70.04,70.12600000000002,70.15599999999998
1656293599,70.25,70.168,70.16399999999999
1656293600,70.26,70.21000000000001,70.17133333333332
1656293601,70.25,70.254,70.17866666666666
1656293602,70.25,70.252,70.16066666666666
1656293603,70.26,70.248,70.14266666666666
1656293604,70.24,70.248,70.12533333333334
1656293605,70.24,70.24600000000001,70.108
1656293606,70.25,70.242,70.09066666666668
1656293607,70.24,70.148,70.94733333333335
1656293608,70.24,70.054,71.80400000000002
1656293609,69.77,69.96,72.66266666666667
1656293610,69.77,69.86800000000001,73.52866666666667
1656293611,69.78,69.77600000000001,74.39466666666667
1656293612,69.78,72.44200000000001,75.218
1656293613,69.78,75.11,76.03999999999999
1656293614,83.1,77.78,76.856
1656293615,83.11,80.472,77.68066666666668
1656293616,83.13,83.16600000000001,78.50599999999999
1656293617,83.24,83.06400000000001,79.23799999999999
1656293618,83.25,82.956,79.97133333333332
1656293619,82.59,82.828,80.70133333333334
1656293620,82.57,82.70200000000001,81.42466666666667
1656293621,82.49,82.57600000000001,82.146
1656293622,82.61,82.20800000000001,81.88466666666667
1656293623,82.62,81.848,81.62466666666667
1656293624,80.75,81.49600000000001,81.36999999999999
1656293625,80.77,81.10000000000001,81.10533333333333
1656293626,80.73,80.69600000000001,80.83999999999999
1656293627,80.63,80.382,80.47999999999999
1656293628,80.6,80.07000000000001,80.12466666666667
1656293629,79.18,79.786,79.77133333333333
1656293630,79.21,79.51400000000001,79.40400000000001
1656293631,79.31,79.248,79.03133333333334
1656293632,79.27,78.85,78.50266666666666
1656293633,79.27,78.456,77.97133333333332
1656293634,77.19,78.032,77.44466666666666
1656293635,77.24,77.598,76.92399999999999
1656293636,77.19,77.15,76.40333333333332
1656293637,77.1,76.27600000000001,75.92666666666666
1656293638,77.03,75.388,75.44800000000002
1656293639,72.82,74.516,74.962
1656293640,72.8,73.66,74.478
1656293641,72.83,72.81200000000001,73.99400000000001
1656293642,72.82,72.654,73.61066666666666
1656293643,72.79,72.5,73.22799999999998
1656293644,72.03,72.338,72.84466666666665
1656293645,72.03,72.176,72.46866666666666
1656293646,72.02,72.02000000000001,72.09933333333333
1656293647,72.01,71.902,71.99533333333333
1656293648,72.01,71.79599999999999,71.89
1656293649,71.44,71.67999999999999,71.784
1656293650,71.5,71.57000000000001,71.67866666666667
1656293651,71.44,71.46600000000001,71.57533333333335
1656293652,71.46,71.43,71.47133333333332
1656293653,71.49,71.374,71.36733333333332
1656293654,71.26,71.334,71.26333333333332
1656293655,71.22,71.29,71.15999999999998
1656293656,71.24,71.24,71.056
1656293657,71.24,71.082,71.01933333333334
1656293658,71.24,70.932,70.97866666666667
1656293659,70.47,70.77600000000001,70.94066666666666
1656293660,70.47,70.62,70.90466666666666
1656293661,70.46,70.462,70.86333333333332
1656293662,70.46,70.546,70.85533333333332
1656293663,70.45,70.63,70.85066666666667
1656293664,70.89,70.712,70.84466666666667
1656293665,70.89,70.804,70.83866666666667
1656293666,70.87,70.888,70.83266666666667
1656293667,70.92,70.938,71.36666666666666
1656293668,70.87,70.99000000000001,71.9
1656293669,71.14,71.046,72.43533333333332
1656293670,71.15,71.09200000000001,72.97399999999999
1656293671,71.15,71.14800000000001,73.50266666666667
1656293672,71.15,72.61600000000001,73.82733333333333
1656293673,71.15,74.08000000000001,74.14666666666666
1656293674,78.48,75.548,74.474
1656293675,78.47,77.02600000000001,74.79599999999999
1656293676,78.49,78.47200000000001,75.116
1656293677,78.54,77.92800000000001,75.20666666666666
1656293678,78.38,77.37,75.29599999999999
1656293679,75.76,76.828,75.38399999999999
1656293680,75.68,76.27000000000001,75.47066666666666
1656293681,75.78,75.72800000000001,75.56066666666665
1656293682,75.75,75.076,75.17133333333334
1656293683,75.67,74.438,74.78000000000002
1656293684,72.5,73.776,74.38733333333334
1656293685,72.49,73.116,73.99066666666667
1656293686,72.47,72.482,73.60466666666666
1656293687,72.45,72.51,73.30999999999999
1656293688,72.5,72.532,73.02066666666666
1656293689,72.64,72.55799999999999,72.72733333333333
1656293690,72.6,72.586,72.436
1656293691,72.6,72.604,72.14866666666666
1656293692,72.59,72.344,72.02533333333332
1656293693,72.59,72.092,71.90266666666666
1656293694,71.34,71.848,71.78066666666666
1656293695,71.34,71.606,71.65866666666665
1656293696,71.38,71.36,71.53466666666667
1656293697,71.38,71.22200000000001,71.67933333333333
1656293698,71.36,71.084,71.81933333333335
1656293699,70.65,70.936,71.96733333333333
1656293700,70.65,70.784,72.11066666666665
1656293701,70.64,70.64000000000001,72.25399999999998
1656293702,70.62,71.47200000000001,72.67399999999999
1656293703,70.64,72.28200000000001,73.09066666666666
1656293704,74.81,73.11800000000001,73.508
1656293705,74.7,73.94200000000001,73.92666666666666
1656293706,74.82,74.762,74.34933333333333
1656293707,74.74,75.328,74.992
1656293708,74.74,75.906,75.63799999999999
1656293709,77.64,76.47,76.28466666666665
