epoch,if_packets_tx
1656293685,1377787267.875
1656293686,1377797581.5527344
1656293687,1377807895.2285156
1656293688,1377818208.90625
1656293689,1377828522.5839844
1656293690,1377838836.2617188
1656293691,1377849149.9375
1656293692,1377859463.6152344
1656293693,1377869777.2929688
1656293694,1377880090.96875
1656293695,1377890404.6464844
1656293696,1377900718.3242188
1656293697,1377911032.0019531
1656293698,1377921345.6777344
1656293699,1377931659.3554688
1656293700,1377941973.0332031
1656293701,1377952286.7089844
1656293702,1377962600.3867188
1656293703,1377972914.0644531
1656293704,1377983227.7421875
1656293705,1377993541.4179688
1656293706,1378003855.0957031
1656293707,1378014168.7734375
1656293708,1378024482.4492188
1656293709,1378034796.1269531
1656293710,1378045109.8046875
1656293711,1378055423.4824219
1656293712,1378065737.1582031
1656293713,1378076050.8359375
1656293714,1378086364.5136719
1656293715,1378096678.1894531
1656293716,1378106991.8671875
1656293717,1378117305.5449219
1656293718,1378127619.2226562
1656293719,1378137932.8984375
1656293720,1378148246.5761719
1656293721,1378158560.2539062
1656293722,1378168873.9296875
1656293723,1378179187.6074219
1656293724,1378189501.2851562
1656293725,1378199814.9609375
1656293726,1378210128.6386719
1656293727,1378220442.3164062
1656293728,1378230755.9941406
1656293729,1378241069.6699219
1656293730,1378251383.3476562
1656293731,1378261697.0253906
1656293732,1378272010.7011719
1656293733,1378282324.3789062
1656293734,1378292638.0566406
1656293735,1378302951.734375
1656293736,1378313265.4101562
1656293737,1378323579.0878906
1656293738,1378333892.765625
1656293739,1378344206.4414062
1656293740,1378354520.1191406
1656293741,1378364833.796875
1656293742,1378375147.4746094
1656293743,1378385461.1503906
1656293744,1378395774.828125
1656293745,1378406088.5058594
1656293746,1378416402.1816406
1656293747,1378426715.859375
1656293748,1378437029.5371094
1656293749,1378447343.2148438
1656293750,1378457656.890625
1656293751,1378467970.5683594
1656293752,1378478284.2460938
1656293753,1378488597.921875
1656293754,1378498911.5996094
1656293755,1378509225.2773438
1656293756,1378519538.9550781
1656293757,1378529852.6308594
1656293758,1378540166.3085938
1656293759,1378550479.9863281
1656293760,1378560793.6621094
1656293761,1378571107.3398438
1656293762,1378581421.0175781
1656293763,1378591734.6953125
1656293764,1378602048.3710938
1656293765,1378612362.0488281
1656293766,1378622675.7265625
1656293767,1378632989.4023438
1656293768,1378643303.0800781
1656293769,1378653616.7578125
1656293770,1378663930.4355469
1656293771,1378674244.1113281
1656293772,1378684557.7890625
1656293773,1378694871.4667969
1656293774,1378705185.1425781
1656293775,1378715498.8203125
1656293776,1378725812.4980469
1656293777,1378736126.1757812
1656293778,1378746439.8515625
1656293779,1378756753.5292969
1656293780,1378767067.2070312
1656293781,1378777380.8828125
1656293782,1378787694.5605469
1656293783,1378798008.2382812
1656293784,1378808321.9160156
1656293785,1378818635.5917969
1656293786,1378828949.2695312
1656293787,1378839262.9472656
1656293788,1378849576.6230469
1656293789,1378859890.3007812
1656293790,1378870203.9785156
1656293791,1378880517.65625
1656293792,1378890831.3320312
1656293793,1378901145.0097656
1656293794,1378911458.6875
1656293795,1378921772.3632812
1656293796,1378932086.0410156
1656293797,1378942399.71875
1656293798,1378952713.3964844
1656293799,1378963027.0722656
1656293800,1378973340.75
1656293801,1378983654.4277344
1656293802,1378993968.1035156
1656293803,1379004281.78125
1656293804,1379014595.4589844
1656293805,1379024909.1367188
1656293806,1379035222.8125
1656293807,1379045536.4902344
1656293808,1379055850.1679688
1656293809,1379066163.84375
1656293810,1379076477.5214844
1656293811,1379086791.1992188
1656293812,1379097104.8769531
1656293813,1379107418.5527344
1656293814,1379117732.2304688
1656293815,1379128045.9082031
1656293816,1379138359.5839844
1656293817,1379148673.2617188
1656293818,1379158986.9394531
1656293819,1379169300.6171875
1656293820,1379179614.2929688
1656293821,1379189927.9707031
1656293822,1379200241.6484375
1656293823,1379210555.3242188
1656293824,1379220869.0019531
1656293825,1379231182.6796875
1656293826,1379241496.3574219
1656293827,1379251810.0332031
1656293828,1379262123.7109375
1656293829,1379272437.3886719
1656293830,1379282751.0644531
1656293831,1379293064.7421875
1656293832,1379303378.4199219
1656293833,1379313692.0976562
1656293834,1379324005.7734375
1656293835,1379334319.4511719
1656293836,1379344633.1289062
1656293837,1379354946.8046875
1656293838,1379365260.4824219
1656293839,1379375574.1601562
1656293840,1379385887.8378906
1656293841,1379396201.5136719
1656293842,1379406515.1914062
1656293843,1379416828.8691406
1656293844,1379427142.5449219
1656293845,1379437456.2226562
1656293846,1379447769.9003906
1656293847,1379458083.578125
1656293848,1379468397.2539062
1656293849,1379478710.9316406
1656293850,1379489024.609375
1656293851,1379499338.2851562
1656293852,1379509651.9628906
1656293853,1379519965.640625
1656293854,1379530279.3183594
1656293855,1379540592.9941406
1656293856,1379550906.671875
1656293857,1379561220.3496094
1656293858,1379571534.0253906
1656293859,1379581847.703125
1656293860,1379592161.3808594
1656293861,1379602475.0585938
1656293862,1379612788.734375
1656293863,1379623102.4121094
1656293864,1379633416.0898438
1656293865,1379643729.765625
1656293866,1379654043.4433594
1656293867,1379664357.1210938
1656293868,1379674670.7988281
1656293869,1379684984.4746094
1656293870,1379695298.1523438
1656293871,1379705611.8300781
1656293872,1379715925.5058594
1656293873,1379726239.1835938
1656293874,1379736552.8613281
1656293875,1379746866.5390625
1656293876,1379757180.2148438
1656293877,1379767493.8925781
1656293878,1379777807.5703125
1656293879,1379788121.2460938
1656293880,1379798434.9238281
1656293881,1379808748.6015625
1656293882,1379819062.2792969
1656293883,1379829375.9550781
1656293884,1379839689.6328125
1656293885,1379850003.3105469
1656293886,1379860316.9863281
1656293887,1379870630.6640625
1656293888,1379880944.3417969
1656293889,1379891258.0195312
1656293890,1379901571.6953125
1656293891,1379911885.3730469
1656293892,1379922199.0507812
1656293893,1379932512.7265625
1656293894,1379942826.4042969
1656293895,1379953140.0820312
1656293896,1379963453.7578125
1656293897,1379973767.4355469
1656293898,1379984081.1132812
1656293899,1379994394.7910156
1656293900,1380004708.4667969
1656293901,1380015022.1445312
1656293902,1380025335.8222656
1656293903,1380035649.4980469
1656293904,1380045963.1757812
1656293905,1380056276.8535156
1656293906,1380066590.53125
1656293907,1380076904.2070312
1656293908,1380087217.8847656
1656293909,1380097531.5625
1656293910,1380107845.2382812
1656293911,1380118158.9160156
1656293912,1380128472.59375
1656293913,1380138786.2714844
1656293914,1380149099.9472656
1656293915,1380159413.625
1656293916,1380169727.3027344
1656293917,1380180040.9785156
1656293918,1380190354.65625
1656293919,1380200668.3339844
1656293920,1380210982.0117188
1656293921,1380221295.6875
1656293922,1380231609.3652344
1656293923,1380241923.0429688
1656293924,1380252236.71875
1656293925,1380262550.3964844
1656293926,1380272864.0742188
1656293927,1380283177.7519531
1656293928,1380293491.4277344
1656293929,1380303805.1054688
1656293930,1380314118.7832031
1656293931,1380324432.4589844
1656293932,1380334746.1367188
1656293933,1380345059.8144531
1656293934,1380355373.4921875
1656293935,1380365687.1679688
1656293936,1380376000.8457031
1656293937,1380386314.5234375
1656293938,1380396628.1992188
1656293939,1380406941.8769531
1656293940,1380417255.5546875
1656293941,1380427569.2324219
1656293942,1380437882.9082031
1656293943,1380448196.5859375
1656293944,1380458510.2636719
1656293945,1380468823.9394531
1656293946,1380479137.6171875
1656293947,1380489451.2949219
1656293948,1380499764.9726562
1656293949,1380510078.6484375
1656293950,1380520392.3261719
1656293951,1380530706.0039062
1656293952,1380541019.6796875
1656293953,1380551333.3574219
1656293954,1380561647.0351562
1656293955,1380571960.7128906
1656293956,1380582274.3886719
1656293957,1380592588.0664062
1656293958,1380602901.7441406
1656293959,1380613215.4199219
1656293960,1380623529.0976562
1656293961,1380633842.7753906
1656293962,1380644156.453125
1656293963,1380654470.1289062
1656293964,1380664783.8066406
1656293965,1380675097.484375
1656293966,1380685411.1601562
1656293967,1380695724.8378906
1656293968,1380706038.515625
1656293969,1380716352.1933594
1656293970,1380726665.8691406
1656293971,1380736979.546875
1656293972,1380747293.2246094
1656293973,1380757606.9003906
1656293974,1380767920.578125
1656293975,1380778234.2558594
1656293976,1380788547.9335938
1656293977,1380798861.609375
1656293978,1380809175.2871094
1656293979,1380819488.9648438
1656293980,1380829802.640625
1656293981,1380840116.3183594
1656293982,1380850429.9960938
1656293983,1380860743.6738281
1656293984,1380871057.3496094
1656293985,1380881371.0273438
1656293986,1380891684.7050781
1656293987,1380901998.3808594
1656293988,1380912312.0585938
1656293989,1380922625.7363281
1656293990,1380932939.4140625
1656293991,1380943253.0898438
1656293992,1380953566.7675781
1656293993,1380963880.4453125
1656293994,1380974194.1210938
1656293995,1380984507.7988281
1656293996,1380994821.4765625
1656293997,1381005135.1542969
1656293998,1381015448.8300781
1656293999,1381025762.5078125
1656294000,1381036076.1855469
1656294001,1381046389.8613281
1656294002,1381056703.5390625
1656294003,1381067017.2167969
1656294004,1381077330.8945312
1656294005,1381087644.5703125
1656294006,1381097958.2480469
1656294007,1381108271.9257812
1656294008,1381118585.6015625
1656294009,1381128899.2792969
1656294010,1381139212.9570312
1656294011,1381149526.6347656
1656294012,1381159840.3105469
1656294013,1381170153.9882812
1656294014,1381180467.6660156
1656294015,1381190781.3417969
1656294016,1381201095.0195312
1656294017,1381211408.6972656
1656294018,1381221722.375
1656294019,1381232036.0507812
1656294020,1381242349.7285156
1656294021,1381252663.40625
1656294022,1381262977.0820312
1656294023,1381273290.7597656
1656294024,1381283604.4375
1656294025,1381293918.1152344
1656294026,1381304231.7910156
1656294027,1381314545.46875
1656294028,1381324859.1464844
1656294029,1381335172.8222656
1656294030,1381345486.5
1656294031,1381355800.1777344
1656294032,1381366113.8554688
1656294033,1381376427.53125
1656294034,1381386741.2089844
1656294035,1381397054.8867188
1656294036,1381407368.5625
1656294037,1381417682.2402344
1656294038,1381427995.9179688
1656294039,1381438309.5957031
1656294040,1381448623.2714844
1656294041,1381458936.9492188
