epoch,memory-free
1656293228,84023235052.83862
1656293229,83978253206.69814
1656293230,83930582417.66634
1656293231,83880211301.88246
1656293232,83827128475.4857
1656293233,83771322554.61528
1656293234,83712782155.41039
1656293235,83651495894.01022
1656293236,83587452386.55402
1656293237,83520640249.18095
1656293238,83451048098.03029
1656293239,83378664549.2412
1656293240,83303478218.95288
1656293241,83225477723.30455
1656293242,83144651678.43544
1656293243,83060988700.48474
1656293244,82974477405.59167
1656293245,82885106409.89543
1656293246,82792864329.53523
1656293247,82697739780.65027
1656293248,82599721379.37975
1656293249,82498797741.8629
1656293250,82394957484.23897
1656293251,82288189222.64706
1656293252,82178481573.22647
1656293253,82065823152.11638
1656293254,81950202575.45601
1656293255,81831608459.38455
1656293256,81710029420.0412
1656293257,81585454073.56523
1656293258,81457871036.09575
1656293259,81327268923.77205
1656293260,81193636352.7333
1656293261,81056961939.11874
1656293262,80917234299.06757
1656293263,80774442048.71898
1656293264,80628573804.21219
1656293265,80479618181.68637
1656293266,80327563797.28079
1656293267,80172399267.13461
1656293268,80014113207.38712
1656293269,79852694234.17741
1656293270,79688130963.6448
1656293271,79520412011.9284
1656293272,79349525995.16751
1656293273,79175461529.5013
1656293274,78998207231.06895
1656293275,78817751716.0097
1656293276,78634083600.46275
1656293277,78447191500.56732
1656293278,78257064032.4626
1656293279,78063689812.28781
1656293280,77867057456.18217
1656293281,77667155580.28488
1656293282,77463972800.7351
1656293283,77257497733.67213
1656293284,77047718995.23512
1656293285,76834625201.56334
1656293286,76618204968.7959
1656293287,76398453836.87936
1656293288,76175395040.98964
1656293289,75949058740.10988
1656293290,75719475093.22325
1656293291,75486674259.31297
1656293292,75250686397.36217
1656293293,75011541666.35403
1656293294,74769270225.27179
1656293295,74523902233.09862
1656293296,74275467848.81763
1656293297,74023997231.41206
1656293298,73769520539.8651
1656293299,73512067933.15987
1656293300,73251669570.27962
1656293301,72988355610.20749
1656293302,72722156211.92667
1656293303,72453101534.42036
1656293304,72181221736.67169
1656293305,71906546977.6639
1656293306,71629107416.38013
1656293307,71348933211.80359
1656293308,71066054522.91743
1656293309,70780501508.70485
1656293310,70492304328.14903
1656293311,70201493140.23315
1656293312,69908100737.88336
1656293313,69612171876.72934
1656293314,69313759654.06955
1656293315,69012918594.13406
1656293316,68709703221.152916
1656293317,68404168059.35614
1656293318,68096367632.97375
1656293319,67786356466.23582
1656293320,67474189083.372314
1656293321,67159920008.613365
1656293322,66843603766.188934
1656293323,66525294880.329094
1656293324,66205047875.26382
1656293325,65882917275.22319
1656293326,65558957604.437225
1656293327,65233223387.135994
1656293328,64905769147.54947
1656293329,64576649409.90773
1656293330,64245918698.440796
1656293331,63913631537.3787
1656293332,63579842450.95147
1656293333,63244605963.38916
1656293334,62907976598.92178
1656293335,62570008881.77937
1656293336,62230757336.191986
1656293337,61890276486.38962
1656293338,61548620856.60235
1656293339,61205844971.06016
1656293340,60862003353.993126
1656293341,60517150529.63127
1656293342,60171341022.20461
1656293343,59824629355.94321
1656293344,59477070055.07706
1656293345,59128717643.83624
1656293346,58779626646.45076
1656293347,58429851587.15065
1656293348,58079446990.165955
1656293349,57728467379.7267
1656293350,57376967280.06291
1656293351,57025001215.40466
1656293352,56672623709.98194
1656293353,56319889288.02478
1656293354,55966852473.76326
1656293355,55613567791.42737
1656293356,55260089765.24716
1656293357,54906472919.452675
1656293358,54552771778.27392
1656293359,54199040865.94095
1656293360,53845334706.68379
1656293361,53491707824.73247
1656293362,53138214744.31705
1656293363,52784909989.66753
1656293364,52431848085.013954
1656293365,52079083554.58637
1656293366,51726670922.6148
1656293367,51374664713.32927
1656293368,51023119450.95983
1656293369,50672089659.736496
1656293370,50321629863.88933
1656293371,49971794587.64833
1656293372,49622638355.24353
1656293373,49274215690.905014
1656293374,48926581118.86277
1656293375,48579789163.34685
1656293376,48233894348.587265
1656293377,47888951198.81406
1656293378,47545014238.25729
1656293379,47202137991.14695
1656293380,46860376981.71311
1656293381,46519785734.18579
1656293382,46180418772.79502
1656293383,45842330621.77084
1656293384,45505575805.34327
1656293385,45170208847.74237
1656293386,44836284273.198135
1656293387,44503856605.940636
1656293388,44172980370.19989
1656293389,43843710090.205925
1656293390,43516100290.188774
1656293391,43190205494.378494
1656293392,42866080227.00509
1656293393,42543779012.298615
1656293394,42223356374.489105
1656293395,41904866837.80656
1656293396,41588365342.94403
1656293397,41273908496.44644
1656293398,40961553321.321724
1656293399,40651356648.30577
1656293400,40343374539.04646
1656293401,40037662862.91962
1656293402,39734277489.30105
1656293403,39433274287.566635
1656293404,39134709127.0922
1656293405,38838637877.25359
1656293406,38545116407.426636
1656293407,38254200586.987175
1656293408,37965946285.31105
1656293409,37680409371.77409
1656293410,37397645715.75215
1656293411,37117711186.62106
1656293412,36840661653.75665
1656293413,36566552986.53477
1656293414,36295437601.17413
1656293415,36027354101.2648
1656293416,35762337637.23983
1656293417,35500423359.53215
1656293418,35241646418.57477
1656293419,34986041964.80067
1656293420,34733645148.642815
1656293421,34484491120.5342
1656293422,34238615030.90779
1656293423,33996052030.19659
1656293424,33756837268.83358
1656293425,33521005897.251724
1656293426,33288593065.884
1656293427,33059633925.163418
1656293428,32834163625.522934
1656293429,32612217317.395542
1656293430,32393830151.21422
1656293431,32179037277.41194
1656293432,31967873846.4217
1656293433,31760375008.676476
1656293434,31556575914.609245
1656293435,31356511714.652992
1656293436,31160217559.2407
1656293437,30967728598.805347
1656293438,30779079983.779915
1656293439,30594306864.59739
1656293440,30413444391.69075
1656293441,30236527715.492973
1656293442,30063591986.437042
1656293443,29894672354.955944
1656293444,29729803971.482662
1656293445,29569021986.45017
1656293446,29412361550.29145
1656293447,29259857813.439472
1656293448,29111545926.327255
1656293449,28967461039.387753
1656293450,28827638303.05394
1656293451,28692112867.758812
1656293452,28560919883.935352
1656293453,28434094502.01654
1656293454,28311671872.43535
1656293455,28193687145.62477
1656293456,28080175472.017773
1656293457,27971172002.04735
1656293458,27866702680.395653
1656293459,27766756628.74152
1656293460,27671313763.012962
1656293461,27580353999.138
1656293462,27493857253.044632
1656293463,27411801025.10086
1656293464,27334149010.932808
1656293465,27260845920.599483
1656293466,27191832321.65811
1656293467,27127048781.66593
1656293468,27066435868.18016
1656293469,27009934148.758022
1656293470,26957484190.956745
1656293471,26909026562.333565
1656293472,26864501830.445694
1656293473,26823850562.85037
1656293474,26787013327.104805
1656293475,26753930690.76625
1656293476,26724543221.391914
1656293477,26698791486.539024
1656293478,26676616053.764816
1656293479,26657957490.62651
1656293480,26642756364.681335
1656293481,26630953243.48652
1656293482,26622488694.59929
1656293483,26617303285.576866
1656293484,26615337583.97649
1656293485,26616532157.35537
1656293486,26620827573.270733
1656293487,26628164399.279827
1656293488,26638483202.939865
1656293489,26651724551.808067
1656293490,26667829013.441677
1656293491,26686737155.39791
1656293492,26708389545.23399
1656293493,26732726750.507156
1656293494,26759689338.774628
1656293495,26789217877.593624
1656293496,26821252934.521378
1656293497,26855735077.115128
1656293498,26892604872.932087
1656293499,26931802889.529484
1656293500,26973269694.464546
1656293501,27016945855.29451
1656293502,27062771939.576576
1656293503,27110688514.868004
1656293504,27160636148.726006
1656293505,27212555408.7078
1656293506,27266386862.37064
1656293507,27322071077.271706
1656293508,27379548620.968266
1656293509,27438760061.017532
1656293510,27499645964.976738
1656293511,27562146900.403103
1656293512,27626203434.853844
1656293513,27691756135.886215
1656293514,27758745571.05742
1656293515,27827112307.9247
1656293516,27896796914.045265
1656293517,27967739956.976364
1656293518,28039882004.275204
1656293519,28113163623.499016
1656293520,28187525382.205032
1656293521,28262907847.95048
1656293522,28339251588.29258
1656293523,28416497170.788567
1656293524,28494586521.886368
1656293525,28573467527.606968
1656293526,28653091644.71646
1656293527,28733411317.24551
1656293528,28814379105.038338
1656293529,28895947567.939167
1656293530,28978069265.792244
1656293531,29060696758.441784
1656293532,29143782605.732033
1656293533,29227279367.50721
1656293534,29311139603.61154
1656293535,29395315873.889275
1656293536,29479760738.18462
1656293537,29564426756.341816
1656293538,29649266488.20509
1656293539,29734232493.618675
1656293540,29819277332.426804
1656293541,29904353564.47371
1656293542,29989413749.603607
1656293543,30074410447.660736
1656293544,30159296218.48932
1656293545,30244023621.93361
1656293546,30328545217.83781
1656293547,30412813566.04617
1656293548,30496781226.40291
1656293549,30580400758.75226
1656293550,30663624722.938446
1656293551,30746405678.805702
1656293552,30828696186.198273
1656293553,30910448804.960365
1656293554,30991616094.936214
1656293555,31072150615.970078
1656293556,31152004927.906143
1656293557,31231131590.58866
1656293558,31309483163.861877
1656293559,31387012207.569992
1656293560,31463671281.55725
1656293561,31539412945.667885
1656293562,31614189759.746124
1656293563,31687954283.636192
1656293564,31760659077.18232
1656293565,31832256700.228737
1656293566,31902699712.619686
1656293567,31971940674.199387
1656293568,32039932144.812073
1656293569,32106626684.301956
1656293570,32171976852.5133
1656293571,32235935209.29032
1656293572,32298454314.47724
1656293573,32359486727.91829
1656293574,32418985009.457706
1656293575,32476901718.939713
1656293576,32533189416.20854
1656293577,32587800661.10843
1656293578,32640688013.483604
1656293579,32691804033.178284
1656293580,32741101280.036705
1656293581,32788532313.903107
1656293582,32834049694.62171
1656293583,32877605982.03676
1656293584,32919153735.99247
1656293585,32958645516.33307
1656293586,32996033882.902786
1656293587,33031271395.54587
1656293588,33064310614.10652
1656293589,33095104098.429016
1656293590,33123604408.357536
1656293591,33149764103.736332
1656293592,33173535744.409637
1656293593,33194871890.221684
1656293594,33213725101.016685
1656293595,33230047936.63889
1656293596,33243798643.462906
1656293597,33254964886.795128
1656293598,33263566709.713146
1656293599,33269630828.104767
1656293600,33273183957.857742
1656293601,33274252814.859856
1656293602,33272864114.99894
1656293603,33269044574.16274
1656293604,33262820908.239063
1656293605,33254219833.11568
1656293606,33243268064.680397
1656293607,33229992318.820984
1656293608,33214419311.425255
1656293609,33196575758.38095
1656293610,33176488375.575912
1656293611,33154183878.89788
1656293612,33129688984.234665
1656293613,33103030407.474045
1656293614,33074234864.50383
1656293615,33043329071.211777
1656293616,33010339743.485687
1656293617,32975293597.21335
1656293618,32938217348.28253
1656293619,32899137712.581047
1656293620,32858081405.996666
1656293621,32815075144.417175
1656293622,32770145643.73037
1656293623,32723319619.82405
1656293624,32674623788.585968
1656293625,32624084865.90394
1656293626,32571729567.66575
1656293627,32517584609.759163
1656293628,32461676708.071976
1656293629,32404032578.49199
1656293630,32344678936.906986
1656293631,32283642499.204746
1656293632,32220949981.27305
1656293633,32156628098.99969
1656293634,32090703568.27246
1656293635,32023203104.97916
1656293636,31954153425.007538
1656293637,31883581244.24542
1656293638,31811513278.580563
1656293639,31737976243.90078
1656293640,31662996856.093834
1656293641,31586601831.047527
1656293642,31508817884.649643
1656293643,31429671732.78798
1656293644,31349190091.3503
1656293645,31267399676.224403
1656293646,31184327203.298065
1656293647,31099999388.459106
1656293648,31014442947.59528
1656293649,30927684596.594376
1656293650,30839751051.344208
1656293651,30750669027.73253
1656293652,30660465241.64715
1656293653,30569166408.97585
1656293654,30476799245.60642
1656293655,30383390467.42663
1656293656,30288966790.324287
1656293657,30193554930.18718
1656293658,30097181602.903076
1656293659,29999873524.35978
1656293660,29901657410.445053
1656293661,29802559977.046722
1656293662,29702607940.052544
1656293663,29601828015.350307
1656293664,29500246918.82782
1656293665,29397891366.37285
1656293666,29294788073.873188
1656293667,29190963757.21663
1656293668,29086445132.290943
1656293669,28981258914.983932
1656293670,28875431821.18338
1656293671,28768990566.77706
1656293672,28661961867.652798
1656293673,28554372439.698334
1656293674,28446248998.801476
1656293675,28337618260.850014
1656293676,28228506941.731728
1656293677,28118941757.33442
1656293678,28008949423.54586
1656293679,27898556656.253838
1656293680,27787790171.34614
1656293681,27676676684.710556
1656293682,27565242912.23487
1656293683,27453515569.80689
1656293684,27341521373.31437
1656293685,27229287038.645115
1656293686,27116839281.686905
1656293687,27004204818.327538
1656293688,26891410364.45479
1656293689,26778482635.95646
1656293690,26665448348.72032
1656293691,26552334218.634163
1656293692,26439166961.585777
1656293693,26325973293.462944
1656293694,26212779930.153473
1656293695,26099613587.54512
1656293696,25986500981.52569
1656293697,25873468827.98296
1656293698,25760543842.804726
1656293699,25647752741.878777
1656293700,25535122241.092888
1656293701,25422679056.334854
1656293702,25310449903.492462
1656293703,25198461498.453495
1656293704,25086740557.10575
1656293705,24975313795.337006
1656293706,24864207929.035038
1656293707,24753449674.087654
1656293708,24643065746.382633
1656293709,24533082861.807762
1656293710,24423527736.25083
1656293711,24314427085.599617
1656293712,24205807625.741917
1656293713,24097696072.56551
1656293714,23990119141.95819
1656293715,23883103549.807743
1656293716,23776676012.001953
1656293717,23670863244.428616
1656293718,23565691962.975494
1656293719,23461188883.530407
1656293720,23357380721.981117
1656293721,23254294194.215427
1656293722,23151956016.121117
1656293723,23050392903.585968
1656293724,22949631572.497772
1656293725,22849698738.744328
1656293726,22750621118.213398
1656293727,22652425426.792793
1656293728,22555138380.370285
1656293729,22458786694.83367
1656293730,22363395616.877945
1656293731,22268984516.426987
1656293732,22175569569.987385
1656293733,22083160057.167793
1656293734,21991763533.352398
1656293735,21901387553.92536
1656293736,21812038302.831985
1656293737,21723716478.262085
1656293738,21636421406.966606
1656293739,21550152415.696503
1656293740,21464908831.20271
1656293741,21380689980.236187
1656293742,21297495189.547867
1656293743,21215323785.888706
1656293744,21134175096.00964
1656293745,21054048446.66163
1656293746,20974943164.59561
1656293747,20896858576.562534
1656293748,20819794009.313343
1656293749,20743748789.598984
1656293750,20668722244.170395
1656293751,20594713699.77854
1656293752,20521722483.174355
1656293753,20449747921.108788
1656293754,20378789340.33278
1656293755,20308846067.597286
1656293756,20239917429.65325
1656293757,20172002753.251614
1656293758,20105101365.143326
1656293759,20039212592.079338
1656293760,19974335760.810593
1656293761,19910470198.08802
1656293762,19847615230.662598
1656293763,19785770185.285244
1656293764,19724934388.706924
1656293765,19665107167.678574
1656293766,19606287848.95115
1656293767,19548475759.27558
1656293768,19491670225.402824
1656293769,19435870574.083824
1656293770,19381076132.069534
1656293771,19327286226.11089
1656293772,19274500182.958843
1656293773,19222717329.36435
1656293774,19171936992.078323
1656293775,19122158497.851746
1656293776,19073381173.435547
1656293777,19025604345.580673
1656293778,18978827341.03808
1656293779,18933049486.5587
1656293780,18888270108.893486
1656293781,18844488534.79339
1656293782,18801704091.009346
1656293783,18759916104.292313
1656293784,18719123901.39323
1656293785,18679326809.063046
1656293786,18640524154.052704
1656293787,18602715263.113148
1656293788,18565899462.995342
1656293789,18530076080.450203
1656293790,18495244442.228695
1656293791,18461403875.081768
1656293792,18428553705.760357
1656293793,18396693261.01542
1656293794,18365821867.597885
1656293795,18335938852.258724
1656293796,18307043541.748863
1656293797,18279135262.81926
1656293798,18252213342.220844
1656293799,18226277106.704582
1656293800,18201325883.021408
1656293801,18177358997.922276
1656293802,18154375778.158115
1656293803,18132375550.479897
1656293804,18111357641.63855
1656293805,18091321378.385025
1656293806,18072266087.470276
1656293807,18054191095.645233
1656293808,18037095729.66086
1656293809,18020979316.26808
1656293810,18005841182.21787
1656293811,17991680654.261154
1656293812,17978497059.14888
1656293813,17966289723.632008
1656293814,17955057974.461464
1656293815,17944801138.38821
1656293816,17935518542.163185
1656293817,17927209512.537346
1656293818,17919873376.26162
1656293819,17913509460.08697
1656293820,17908117090.76433
1656293821,17903695595.04466
1656293822,17900244299.678894
1656293823,17897762531.417988
1656293824,17896249617.01288
1656293825,17895704883.214516
1656293826,17896127656.77385
1656293827,17897517264.44182
1656293828,17899873032.969383
1656293829,17903194289.107468
1656293830,17907480359.607048
1656293831,17912730571.21904
1656293832,17918944250.694405
1656293833,17926120724.784092
1656293834,17934259320.23904
1656293835,17943359363.810196
1656293836,17953420182.248512
1656293837,17964441102.30493
1656293838,17976421450.73039
1656293839,17989360554.275856
1656293840,18003257739.69225
1656293841,18018112333.730545
1656293842,18033923663.141663
1656293843,18050691054.676567
1656293844,18068412534.50287
1656293845,18087080926.45486
1656293846,18106682634.15982
1656293847,18127183582.75034
1656293848,18148544577.735313
1656293849,18170726424.623634
1656293850,18193687491.18786
1656293851,18217376394.25507
1656293852,18241739312.916016
1656293853,18266722426.261433
1656293854,18292271913.382053
1656293855,18318333953.368633
1656293856,18344854725.311897
1656293857,18371780408.30258
1656293858,18399057181.43143
1656293859,18426631223.789192
1656293860,18454448714.46659
1656293861,18482455832.554367
1656293862,18510598757.143276
1656293863,18538823667.32404
1656293864,18567076742.1874
1656293865,18595304160.824104
1656293866,18623452102.324883
1656293867,18651466745.78048
1656293868,18679294270.281628
1656293869,18706880854.919067
1656293870,18734172678.78354
1656293871,18761115920.965782
1656293872,18787656760.55655
1656293873,18813741376.646553
1656293874,18839315948.32655
1656293875,18864332083.097374
1656293876,18888763102.100277
1656293877,18912587754.88663
1656293878,18935784791.007767
1656293879,18958332960.01506
1656293880,18980211011.45984
1656293881,19001397694.893494
1656293882,19021871759.86735
1656293883,19041614633.35692
1656293884,19060618452.034233
1656293885,19078878029.99546
1656293886,19096388181.33679
1656293887,19113143720.154396
1656293888,19129139460.54445
1656293889,19144370216.60312
1656293890,19158830802.426605
1656293891,19172516032.11107
1656293892,19185420719.75268
1656293893,19197539679.447624
1656293894,19208867725.292084
1656293895,19219399671.38222
1656293896,19229130331.814217
1656293897,19238054520.684258
1656293898,19246167052.088505
1656293899,19253462740.12314
1656293900,19259936398.884342
1656293901,19265582842.468285
1656293902,19270396884.971146
1656293903,19274373340.489105
1656293904,19277507023.11833
1656293905,19279792746.95501
1656293906,19281225326.0953
1656293907,19281799574.6354
1656293908,19281510306.671474
1656293909,19280352336.299698
1656293910,19278320477.616253
1656293911,19275409544.717308
1656293912,19271614351.69905
1656293913,19266929712.657646
1656293914,19261350441.689278
1656293915,19254871352.890114
1656293916,19247487260.356346
1656293917,19239192978.184135
1656293918,19229983320.46966
1656293919,19219853101.309097
1656293920,19208797134.798637
1656293921,19196810235.03444
1656293922,19183887216.112686
1656293923,19170022892.129555
1656293924,19155212077.18122
1656293925,19139449585.363853
1656293926,19122730230.773643
1656293927,19105048827.506756
1656293928,19086404624.371323
1656293929,19066814609.023308
1656293930,19046300203.83064
1656293931,19024882831.161217
1656293932,19002583913.382965
1656293933,18979424872.8638
1656293934,18955427131.97164
1656293935,18930612113.074406
1656293936,18905001003.98252
1656293937,18878614748.772823
1656293938,18851476834.949932
1656293939,18823611444.5148
1656293940,18795042759.46838
1656293941,18765794961.811623
1656293942,18735892233.545483
1656293943,18705358756.670902
1656293944,18674218713.188847
1656293945,18642496285.100258
1656293946,18610215654.406082
1656293947,18577401003.107285
1656293948,18544076513.204807
1656293949,18510266366.6996
1656293950,18475994745.59262
1656293951,18441285831.88482
1656293952,18406163807.577145
1656293953,18370652854.670547
1656293954,18334777155.165985
1656293955,18298560891.064392
1656293956,18262028244.366745
1656293957,18225203397.073982
1656293958,18188110531.187042
1656293959,18150773828.7069
1656293960,18113217471.63449
1656293961,18075465641.97077
1656293962,18037542521.716694
1656293963,17999472292.873207
1656293964,17961279137.441265
1656293965,17922987237.421814
1656293966,17884620774.81581
1656293967,17846203931.624207
1656293968,17807760889.84795
1656293969,17769315831.487995
1656293970,17730892938.545288
1656293971,17692516393.020782
1656293972,17654210376.915436
1656293973,17615999072.230186
1656293974,17577906660.966003
1656293975,17539957325.123817
1656293976,17502175246.704597
1656293977,17464584607.709286
1656293978,17427209590.138832
1656293979,17390074375.9942
1656293980,17353203147.276325
1656293981,17316620085.986164
1656293982,17280349374.124672
1656293983,17244415193.692802
1656293984,17208841726.691498
1656293985,17173653155.121717
1656293986,17138873660.98441
1656293987,17104527426.280518
1656293988,17070638633.011002
1656293989,17037231463.176815
1656293990,17004330098.778906
1656293991,16971958721.818228
1656293992,16940141514.295725
1656293993,16908902658.212355
1656293994,16878266335.569069
1656293995,16848256728.36681
1656293996,16818898018.606543
1656293997,16790214388.28921
1656293998,16762230019.415766
1656293999,16734969093.98716
1656294000,16708455794.004349
1656294001,16682714301.468271
1656294002,16657768798.379892
1656294003,16633643466.740154
1656294004,16610362488.550013
1656294005,16587950045.810415
1656294006,16566430320.522322
1656294007,16545827494.686674
1656294008,16526165750.304428
1656294009,16507469269.376537
1656294010,16489762233.903944
1656294011,16473066649.268744
1656294012,16457394727.404917
1656294013,16442752155.73713
1656294014,16429140410.403091
1656294015,16416548470.283129
1656294016,16404962189.943245
1656294017,16394367423.949436
1656294018,16384750026.867699
1656294019,16376095853.264027
1656294020,16368390757.704418
1656294021,16361620594.75487
1656294022,16355771218.98137
1656294023,16350828484.949924
1656294024,16346778247.226526
1656294025,16343606360.377174
1656294026,16341298678.967857
1656294027,16339841057.564575
1656294028,16339219350.733326
1656294029,16339419413.040112
1656294030,16340427099.050915
1656294031,16342228263.331738
1656294032,16344808760.448576
1656294033,16348154444.96743
1656294034,16352251171.45429
1656294035,16357084794.475157
1656294036,16362641168.596024
1656294037,16368906148.382885
1656294038,16375865588.401747
1656294039,16383505343.218592
1656294040,16391811267.399424
1656294041,16400769215.510239
1656294042,16410365042.117031
1656294043,16420584601.785797
1656294044,16431413749.082535
1656294045,16442838338.573238
1656294046,16454844224.823902
1656294047,16467417262.400528
1656294048,16480543305.86911
1656294049,16494208209.795639
1656294050,16508397828.746115
1656294051,16523098017.28653
1656294052,16538294629.982897
1656294053,16553973521.401196
1656294054,16570120546.107422
1656294055,16586721558.667578
1656294056,16603762413.647655
1656294057,16621228965.61366
1656294058,16639107069.131577
1656294059,16657382578.767406
1656294060,16676041349.087147
1656294061,16695069234.656788
1656294062,16714452090.042334
1656294063,16734175769.809776
1656294064,16754226128.525114
1656294065,16774589020.754337
1656294066,16795250301.063442
1656294067,16816195824.018438
1656294068,16837411444.18531
1656294069,16858883016.130058
1656294070,16880596394.41867
1656294071,16902537433.617153
1656294072,16924691988.291492
1656294073,16947045913.007698
1656294074,16969585062.331755
1656294075,16992295290.829668
1656294076,17015162453.067425
1656294077,17038172403.611027
1656294078,17061313590.262268
1656294079,17084584833.766163
1656294080,17107987548.103516
1656294081,17131523147.255135
1656294082,17155195415.930489
1656294083,17179017621.75359
1656294084,17203005403.077133
1656294085,17227172369.973854
1656294086,17251524019.396755
1656294087,17276063820.018925
1656294088,17300795240.51342
1656294089,17325721749.55333
1656294090,17350846815.81172
1656294091,17376173907.961685
1656294092,17401706494.67626
1656294093,17427448044.628563
1656294094,17453402026.49164
1656294095,17479571908.938576
1656294096,17505961160.64244
1656294097,17532573250.27632
1656294098,17559411646.513283
1656294099,17586479818.026394
1656294100,17613781233.48874
1656294101,17641319361.573395
1656294102,17669097670.95343
1656294103,17697119630.301926
