epoch,if_octets_tx
1656293370,277974262407.5
1656293371,277975491274.0
1656293372,277976720140.5
1656293373,277977949007.0
1656293374,277979177873.5
1656293375,277980406740.0
1656293376,277981635606.75
1656293377,277982864473.25
1656293378,277984093339.75
1656293379,277985322206.25
1656293380,277986551072.75
1656293381,277987779939.25
1656293382,277989008805.75
1656293383,277990237672.25
1656293384,277991466539.0
1656293385,277992695405.5
1656293386,277993924272.0
1656293387,277995153138.5
1656293388,277996382005.0
1656293389,277997610871.5
1656293390,277998839738.0
1656293391,278000068604.5
1656293392,278001297471.25
1656293393,278002526337.75
1656293394,278003755204.25
1656293395,278004984070.75
1656293396,278006212937.25
1656293397,278007441803.75
1656293398,278008670670.25
1656293399,278009899536.75
1656293400,278011128403.5
1656293401,278012357270.0
1656293402,
1656293403,278014815003.0
1656293404,278016043869.5
1656293405,278017272736.0
1656293406,278018501602.5
1656293407,278019730469.0
1656293408,278020959335.75
1656293409,278022188202.25
1656293410,278023417068.75
1656293411,278024645935.25
1656293412,278025874801.75
1656293413,278027103668.25
1656293414,
1656293415,278029561401.25
1656293416,278030790268.0
1656293417,278032019134.5
1656293418,278033248001.0
1656293419,278034476867.5
1656293420,278035705734.0
1656293421,278036934600.5
1656293422,278038163467.0
1656293423,278039392333.5
1656293424,278040621200.25
1656293425,278041850066.75
1656293426,278043078933.25
1656293427,278044307799.75
1656293428,278045536666.25
1656293429,278046765532.75
1656293430,278047994399.25
1656293431,278049223265.75
1656293432,278050452132.5
1656293433,278051680999.0
1656293434,278052909865.5
1656293435,
1656293436,278055367598.5
1656293437,278056596465.0
1656293438,278057825331.5
1656293439,278059054198.0
1656293440,278060283064.75
1656293441,278061511931.25
1656293442,278062740797.75
1656293443,278063969664.25
1656293444,278065198530.75
1656293445,278066427397.25
1656293446,278067656263.75
1656293447,278068885130.25
1656293448,278070113996.75
1656293449,278071342863.5
1656293450,278072571730.0
1656293451,278073800596.5
1656293452,278075029463.0
1656293453,278076258329.5
1656293454,278077487196.0
1656293455,278078716062.5
1656293456,278079944929.0
1656293457,278081173795.75
1656293458,278082402662.25
1656293459,278083631528.75
1656293460,278084860395.25
1656293461,278086089261.75
1656293462,278087318128.25
1656293463,278088546994.75
1656293464,
1656293465,278091004728.0
1656293466,278092233594.5
1656293467,278093462461.0
1656293468,278094691327.5
1656293469,278095920194.0
1656293470,278097149060.5
1656293471,278098377927.0
1656293472,278099606793.5
1656293473,278100835660.25
1656293474,278102064526.75
1656293475,278103293393.25
1656293476,278104522259.75
1656293477,278105751126.25
1656293478,278106979992.75
1656293479,278108208859.25
1656293480,278109437725.75
1656293481,278110666592.5
1656293482,278111895459.0
1656293483,278113124325.5
1656293484,278114353192.0
1656293485,278115582058.5
1656293486,278116810925.0
1656293487,278118039791.5
1656293488,278119268658.0
1656293489,278120497524.75
1656293490,278121726391.25
1656293491,
1656293492,278124184124.25
1656293493,278125412990.75
1656293494,278126641857.25
1656293495,278127870723.75
1656293496,278129099590.25
1656293497,278130328457.0
1656293498,278131557323.5
1656293499,278132786190.0
1656293500,278134015056.5
1656293501,278135243923.0
1656293502,278136472789.5
1656293503,278137701656.0
1656293504,278138930522.5
1656293505,278140159389.25
1656293506,278141388255.75
1656293507,278142617122.25
1656293508,278143845988.75
1656293509,278145074855.25
1656293510,278146303721.75
1656293511,278147532588.25
1656293512,278148761454.75
1656293513,278149990321.5
1656293514,278151219188.0
1656293515,278152448054.5
1656293516,278153676921.0
1656293517,278154905787.5
1656293518,278156134654.0
1656293519,278157363520.5
1656293520,278158592387.0
1656293521,278159821253.75
1656293522,278161050120.25
1656293523,278162278986.75
1656293524,278163507853.25
1656293525,278164736719.75
1656293526,278165965586.25
1656293527,278167194452.75
1656293528,278168423319.25
1656293529,278169652186.0
1656293530,
1656293531,278172109919.0
1656293532,278173338785.5
1656293533,278174567652.0
1656293534,278175796518.5
1656293535,278177025385.0
1656293536,278178254251.5
1656293537,278179483118.25
1656293538,278180711984.75
1656293539,278181940851.25
1656293540,278183169717.75
1656293541,278184398584.25
1656293542,278185627450.75
1656293543,
1656293544,278188085183.75
1656293545,278189314050.5
1656293546,278190542917.0
1656293547,278191771783.5
1656293548,278193000650.0
1656293549,278194229516.5
1656293550,278195458383.0
1656293551,278196687249.5
1656293552,278197916116.0
1656293553,278199144982.5
1656293554,278200373849.25
1656293555,278201602715.75
1656293556,278202831582.25
1656293557,278204060448.75
1656293558,278205289315.25
1656293559,278206518181.75
1656293560,278207747048.25
1656293561,278208975914.75
1656293562,278210204781.5
1656293563,278211433648.0
1656293564,278212662514.5
1656293565,278213891381.0
1656293566,278215120247.5
1656293567,278216349114.0
1656293568,278217577980.5
1656293569,278218806847.0
1656293570,278220035713.75
1656293571,278221264580.25
1656293572,278222493446.75
1656293573,278223722313.25
1656293574,278224951179.75
1656293575,278226180046.25
1656293576,278227408912.75
1656293577,278228637779.25
1656293578,278229866646.0
1656293579,278231095512.5
1656293580,278232324379.0
1656293581,278233553245.5
1656293582,278234782112.0
1656293583,278236010978.5
1656293584,278237239845.0
1656293585,278238468711.5
1656293586,278239697578.25
1656293587,278240926444.75
1656293588,278242155311.25
1656293589,278243384177.75
1656293590,278244613044.25
1656293591,278245841910.75
1656293592,278247070777.25
1656293593,278248299643.75
1656293594,278249528510.5
1656293595,278250757377.0
1656293596,278251986243.5
1656293597,278253215110.0
1656293598,278254443976.5
1656293599,278255672843.0
1656293600,278256901709.5
1656293601,278258130576.0
1656293602,278259359442.75
1656293603,278260588309.25
1656293604,278261817175.75
1656293605,278263046042.25
1656293606,
1656293607,278265503775.25
1656293608,278266732641.75
1656293609,278267961508.25
1656293610,278269190375.0
1656293611,278270419241.5
1656293612,
1656293613,278272876974.5
1656293614,278274105841.0
1656293615,278275334707.5
1656293616,278276563574.0
1656293617,278277792440.5
1656293618,278279021307.25
1656293619,278280250173.75
1656293620,278281479040.25
1656293621,278282707906.75
1656293622,278283936773.25
1656293623,
1656293624,278286394506.25
1656293625,278287623372.75
1656293626,278288852239.5
1656293627,
1656293628,278291309972.5
1656293629,278292538839.0
1656293630,278293767705.5
1656293631,278294996572.0
1656293632,278296225438.5
1656293633,278297454305.0
1656293634,278298683171.75
1656293635,278299912038.25
1656293636,278301140904.75
1656293637,278302369771.25
1656293638,278303598637.75
1656293639,278304827504.25
1656293640,278306056370.75
1656293641,278307285237.25
1656293642,278308514104.0
1656293643,278309742970.5
1656293644,278310971837.0
1656293645,278312200703.5
1656293646,278313429570.0
1656293647,278314658436.5
1656293648,
1656293649,278317116169.5
1656293650,278318345036.25
1656293651,278319573902.75
1656293652,278320802769.25
1656293653,278322031635.75
1656293654,278323260502.25
1656293655,278324489368.75
1656293656,278325718235.25
1656293657,278326947101.75
1656293658,278328175968.25
1656293659,278329404835.0
1656293660,278330633701.5
1656293661,278331862568.0
1656293662,278333091434.5
1656293663,278334320301.0
1656293664,278335549167.5
1656293665,278336778034.0
1656293666,278338006900.5
1656293667,278339235767.25
1656293668,278340464633.75
1656293669,278341693500.25
1656293670,278342922366.75
1656293671,278344151233.25
1656293672,278345380099.75
1656293673,
1656293674,278347837832.75
1656293675,
1656293676,278350295566.0
1656293677,278351524432.5
1656293678,278352753299.0
1656293679,
1656293680,278355211032.0
1656293681,278356439898.5
1656293682,278357668765.0
1656293683,278358897631.75
1656293684,278360126498.25
1656293685,278361355364.75
1656293686,278362584231.25
1656293687,278363813097.75
1656293688,278365041964.25
1656293689,278366270830.75
1656293690,278367499697.25
1656293691,278368728564.0
1656293692,278369957430.5
1656293693,278371186297.0
1656293694,278372415163.5
1656293695,278373644030.0
1656293696,278374872896.5
1656293697,278376101763.0
1656293698,278377330629.5
1656293699,278378559496.25
1656293700,278379788362.75
1656293701,278381017229.25
1656293702,278382246095.75
1656293703,278383474962.25
1656293704,278384703828.75
1656293705,278385932695.25
1656293706,278387161561.75
1656293707,278388390428.5
1656293708,278389619295.0
1656293709,278390848161.5
1656293710,278392077028.0
1656293711,278393305894.5
1656293712,278394534761.0
1656293713,278395763627.5
1656293714,278396992494.0
1656293715,278398221360.75
1656293716,278399450227.25
1656293717,278400679093.75
1656293718,278401907960.25
1656293719,278403136826.75
1656293720,278404365693.25
1656293721,278405594559.75
1656293722,278406823426.25
1656293723,278408052293.0
1656293724,278409281159.5
1656293725,278410510026.0
1656293726,
1656293727,278412967759.0
1656293728,278414196625.5
1656293729,278415425492.0
1656293730,278416654358.5
1656293731,278417883225.25
1656293732,278419112091.75
1656293733,278420340958.25
1656293734,278421569824.75
1656293735,278422798691.25
1656293736,278424027557.75
1656293737,278425256424.25
1656293738,278426485290.75
1656293739,278427714157.5
1656293740,278428943024.0
1656293741,
1656293742,278431400757.0
1656293743,278432629623.5
1656293744,278433858490.0
1656293745,278435087356.5
1656293746,278436316223.0
1656293747,278437545089.75
1656293748,278438773956.25
1656293749,278440002822.75
1656293750,278441231689.25
1656293751,278442460555.75
1656293752,278443689422.25
1656293753,
1656293754,278446147155.25
1656293755,278447376022.0
1656293756,278448604888.5
1656293757,278449833755.0
1656293758,278451062621.5
1656293759,278452291488.0
1656293760,278453520354.5
1656293761,278454749221.0
1656293762,278455978087.5
1656293763,278457206954.0
1656293764,278458435820.75
1656293765,278459664687.25
1656293766,278460893553.75
1656293767,278462122420.25
1656293768,
1656293769,278464580153.25
1656293770,278465809019.75
1656293771,278467037886.25
1656293772,278468266753.0
1656293773,278469495619.5
1656293774,278470724486.0
1656293775,278471953352.5
1656293776,278473182219.0
1656293777,278474411085.5
1656293778,
1656293779,278476868818.5
1656293780,278478097685.25
1656293781,278479326551.75
1656293782,278480555418.25
1656293783,278481784284.75
1656293784,278483013151.25
1656293785,278484242017.75
1656293786,278485470884.25
1656293787,278486699750.75
1656293788,278487928617.5
1656293789,278489157484.0
1656293790,278490386350.5
1656293791,278491615217.0
1656293792,278492844083.5
1656293793,278494072950.0
1656293794,278495301816.5
1656293795,278496530683.0
1656293796,278497759549.75
1656293797,278498988416.25
1656293798,278500217282.75
1656293799,278501446149.25
1656293800,278502675015.75
1656293801,
1656293802,278505132748.75
1656293803,278506361615.25
1656293804,278507590482.0
1656293805,278508819348.5
1656293806,278510048215.0
1656293807,278511277081.5
1656293808,278512505948.0
1656293809,278513734814.5
1656293810,278514963681.0
1656293811,278516192547.5
1656293812,278517421414.25
1656293813,278518650280.75
1656293814,278519879147.25
1656293815,278521108013.75
1656293816,278522336880.25
1656293817,278523565746.75
1656293818,278524794613.25
1656293819,278526023479.75
1656293820,278527252346.5
1656293821,278528481213.0
1656293822,
1656293823,278530938946.0
1656293824,278532167812.5
1656293825,278533396679.0
1656293826,278534625545.5
1656293827,278535854412.0
1656293828,278537083278.75
1656293829,278538312145.25
1656293830,278539541011.75
1656293831,278540769878.25
1656293832,278541998744.75
1656293833,278543227611.25
1656293834,
1656293835,278545685344.25
1656293836,278546914211.0
1656293837,
1656293838,278549371944.0
1656293839,278550600810.5
1656293840,278551829677.0
1656293841,278553058543.5
1656293842,278554287410.0
1656293843,278555516276.5
1656293844,278556745143.25
1656293845,278557974009.75
1656293846,278559202876.25
1656293847,278560431742.75
1656293848,278561660609.25
1656293849,
1656293850,278564118342.25
1656293851,278565347208.75
1656293852,278566576075.5
1656293853,278567804942.0
1656293854,278569033808.5
1656293855,278570262675.0
1656293856,278571491541.5
1656293857,278572720408.0
1656293858,278573949274.5
1656293859,278575178141.0
1656293860,278576407007.75
1656293861,278577635874.25
1656293862,278578864740.75
1656293863,278580093607.25
1656293864,278581322473.75
1656293865,278582551340.25
1656293866,278583780206.75
1656293867,278585009073.25
1656293868,278586237939.75
1656293869,278587466806.5
1656293870,278588695673.0
1656293871,278589924539.5
1656293872,278591153406.0
1656293873,278592382272.5
1656293874,278593611139.0
1656293875,278594840005.5
1656293876,278596068872.0
1656293877,278597297738.75
1656293878,278598526605.25
1656293879,278599755471.75
1656293880,278600984338.25
1656293881,278602213204.75
1656293882,278603442071.25
1656293883,278604670937.75
1656293884,278605899804.25
1656293885,
1656293886,278608357537.5
1656293887,278609586404.0
1656293888,278610815270.5
1656293889,278612044137.0
1656293890,278613273003.5
1656293891,278614501870.0
1656293892,278615730736.5
1656293893,278616959603.25
1656293894,278618188469.75
1656293895,278619417336.25
1656293896,278620646202.75
1656293897,278621875069.25
1656293898,278623103935.75
1656293899,278624332802.25
1656293900,278625561668.75
1656293901,278626790535.5
1656293902,
1656293903,278629248268.5
1656293904,278630477135.0
1656293905,278631706001.5
1656293906,278632934868.0
1656293907,278634163734.5
1656293908,278635392601.0
1656293909,278636621467.75
1656293910,278637850334.25
1656293911,278639079200.75
1656293912,278640308067.25
1656293913,278641536933.75
1656293914,278642765800.25
1656293915,278643994666.75
1656293916,278645223533.25
1656293917,278646452400.0
1656293918,278647681266.5
1656293919,278648910133.0
1656293920,278650138999.5
1656293921,278651367866.0
1656293922,278652596732.5
1656293923,278653825599.0
1656293924,278655054465.5
1656293925,278656283332.25
1656293926,278657512198.75
1656293927,278658741065.25
1656293928,278659969931.75
1656293929,278661198798.25
1656293930,278662427664.75
1656293931,278663656531.25
1656293932,278664885397.75
1656293933,278666114264.5
1656293934,278667343131.0
1656293935,278668571997.5
1656293936,278669800864.0
1656293937,
1656293938,278672258597.0
1656293939,278673487463.5
1656293940,278674716330.0
1656293941,278675945196.75
1656293942,278677174063.25
1656293943,278678402929.75
1656293944,278679631796.25
1656293945,278680860662.75
1656293946,278682089529.25
1656293947,278683318395.75
1656293948,278684547262.25
1656293949,278685776129.0
1656293950,278687004995.5
1656293951,278688233862.0
1656293952,278689462728.5
1656293953,278690691595.0
1656293954,278691920461.5
1656293955,278693149328.0
1656293956,278694378194.5
1656293957,
1656293958,
1656293959,278698064794.25
1656293960,278699293660.75
1656293961,278700522527.25
1656293962,278701751393.75
1656293963,278702980260.25
1656293964,278704209126.75
1656293965,278705437993.25
1656293966,278706666860.0
1656293967,278707895726.5
1656293968,278709124593.0
1656293969,278710353459.5
1656293970,278711582326.0
1656293971,278712811192.5
1656293972,278714040059.0
1656293973,278715268925.5
1656293974,278716497792.25
1656293975,
1656293976,278718955525.25
1656293977,278720184391.75
1656293978,278721413258.25
1656293979,278722642124.75
1656293980,278723870991.25
1656293981,278725099857.75
1656293982,278726328724.5
1656293983,278727557591.0
1656293984,278728786457.5
1656293985,278730015324.0
1656293986,278731244190.5
1656293987,278732473057.0
1656293988,278733701923.5
1656293989,278734930790.0
1656293990,278736159656.75
1656293991,278737388523.25
1656293992,278738617389.75
1656293993,278739846256.25
1656293994,278741075122.75
1656293995,278742303989.25
1656293996,278743532855.75
1656293997,278744761722.25
1656293998,278745990589.0
1656293999,278747219455.5
1656294000,278748448322.0
1656294001,
1656294002,278750906055.0
1656294003,278752134921.5
1656294004,278753363788.0
1656294005,278754592654.5
1656294006,278755821521.25
1656294007,278757050387.75
1656294008,278758279254.25
1656294009,278759508120.75
1656294010,278760736987.25
1656294011,278761965853.75
1656294012,278763194720.25
1656294013,278764423586.75
1656294014,278765652453.5
1656294015,278766881320.0
1656294016,278768110186.5
1656294017,278769339053.0
1656294018,278770567919.5
1656294019,278771796786.0
1656294020,278773025652.5
1656294021,278774254519.0
1656294022,278775483385.75
1656294023,278776712252.25
1656294024,
1656294025,278779169985.25
1656294026,278780398851.75
1656294027,278781627718.25
1656294028,278782856584.75
1656294029,278784085451.25
1656294030,278785314318.0
1656294031,278786543184.5
1656294032,278787772051.0
1656294033,278789000917.5
1656294034,278790229784.0
1656294035,278791458650.5
1656294036,278792687517.0
1656294037,278793916383.5
1656294038,
1656294039,278796374116.75
1656294040,278797602983.25
1656294041,278798831849.75
1656294042,278800060716.25
1656294043,278801289582.75
1656294044,278802518449.25
1656294045,278803747315.75
1656294046,278804976182.5
1656294047,278806205049.0
1656294048,278807433915.5
1656294049,278808662782.0
1656294050,278809891648.5
1656294051,278811120515.0
1656294052,278812349381.5
1656294053,278813578248.0
1656294054,278814807114.75
1656294055,278816035981.25
1656294056,278817264847.75
1656294057,278818493714.25
1656294058,278819722580.75
1656294059,278820951447.25
1656294060,278822180313.75
1656294061,278823409180.25
1656294062,278824638047.0
1656294063,278825866913.5
1656294064,278827095780.0
1656294065,278828324646.5
1656294066,278829553513.0
1656294067,278830782379.5
1656294068,278832011246.0
1656294069,278833240112.5
1656294070,278834468979.0
1656294071,278835697845.75
1656294072,278836926712.25
1656294073,278838155578.75
1656294074,278839384445.25
1656294075,278840613311.75
1656294076,278841842178.25
1656294077,278843071044.75
1656294078,278844299911.25
1656294079,278845528778.0
1656294080,278846757644.5
1656294081,278847986511.0
1656294082,278849215377.5
1656294083,278850444244.0
1656294084,278851673110.5
1656294085,278852901977.0
1656294086,
1656294087,278855359710.25
1656294088,278856588576.75
1656294089,278857817443.25
1656294090,278859046309.75
1656294091,278860275176.25
1656294092,278861504042.75
1656294093,278862732909.25
1656294094,278863961775.75
1656294095,278865190642.5
1656294096,278866419509.0
1656294097,278867648375.5
1656294098,278868877242.0
1656294099,278870106108.5
1656294100,278871334975.0
1656294101,278872563841.5
1656294102,278873792708.0
1656294103,278875021574.75
1656294104,278876250441.25
1656294105,278877479307.75
1656294106,278878708174.25
1656294107,278879937040.75
1656294108,278881165907.25
1656294109,278882394773.75
1656294110,278883623640.25
1656294111,278884852507.0
1656294112,278886081373.5
1656294113,278887310240.0
1656294114,278888539106.5
1656294115,278889767973.0
1656294116,278890996839.5
1656294117,278892225706.0
1656294118,278893454572.5
1656294119,278894683439.25
1656294120,278895912305.75
1656294121,278897141172.25
1656294122,278898370038.75
1656294123,278899598905.25
1656294124,278900827771.75
1656294125,278902056638.25
1656294126,278903285504.75
1656294127,278904514371.5
1656294128,278905743238.0
1656294129,278906972104.5
1656294130,278908200971.0
1656294131,278909429837.5
1656294132,278910658704.0
1656294133,278911887570.5
1656294134,278913116437.0
1656294135,278914345303.75
1656294136,278915574170.25
1656294137,278916803036.75
1656294138,278918031903.25
1656294139,278919260769.75
1656294140,278920489636.25
1656294141,278921718502.75
1656294142,278922947369.25
1656294143,278924176236.0
1656294144,278925405102.5
1656294145,278926633969.0
1656294146,278927862835.5
1656294147,278929091702.0
1656294148,278930320568.5
1656294149,278931549435.0
1656294150,278932778301.5
1656294151,278934007168.25
1656294152,278935236034.75
1656294153,278936464901.25
1656294154,278937693767.75
1656294155,278938922634.25
1656294156,278940151500.75
1656294157,278941380367.25
1656294158,278942609233.75
1656294159,278943838100.5
1656294160,278945066967.0
1656294161,278946295833.5
1656294162,278947524700.0
1656294163,278948753566.5
1656294164,278949982433.0
1656294165,278951211299.5
1656294166,278952440166.0
1656294167,278953669032.75
1656294168,278954897899.25
1656294169,278956126765.75
1656294170,278957355632.25
1656294171,278958584498.75
1656294172,278959813365.25
1656294173,278961042231.75
1656294174,278962271098.25
1656294175,278963499964.75
1656294176,
1656294177,278965957698.0
1656294178,278967186564.5
1656294179,278968415431.0
1656294180,278969644297.5
1656294181,278970873164.0
1656294182,278972102030.5
1656294183,
1656294184,278974559763.75
1656294185,278975788630.25
1656294186,278977017496.75
1656294187,278978246363.25
1656294188,278979475229.75
1656294189,278980704096.25
1656294190,
1656294191,278983161829.25
1656294192,
1656294193,278985619562.5
1656294194,278986848429.0
1656294195,278988077295.5
1656294196,278989306162.0
1656294197,278990535028.5
1656294198,278991763895.0
1656294199,278992992761.5
1656294200,278994221628.25
1656294201,278995450494.75
1656294202,278996679361.25
1656294203,278997908227.75
1656294204,278999137094.25
1656294205,279000365960.75
1656294206,279001594827.25
1656294207,279002823693.75
1656294208,279004052560.5
1656294209,279005281427.0
1656294210,279006510293.5
1656294211,279007739160.0
1656294212,279008968026.5
1656294213,279010196893.0
