epoch,if_errors_rx
1656293380,0.0
1656293381,0.0
1656293382,0.0
1656293383,0.0
1656293384,0.0
1656293385,0.0
1656293386,0.0
1656293387,0.0
1656293388,0.0
1656293389,0.0
1656293390,0.0
1656293391,0.0
1656293392,0.0
1656293393,0.0
1656293394,0.0
1656293395,0.0
1656293396,0.0
1656293397,0.0
1656293398,0.0
1656293399,0.0
1656293400,0.0
1656293401,0.0
1656293402,0.0
1656293403,0.0
1656293404,0.0
1656293405,0.0
1656293406,0.0
1656293407,0.0
1656293408,0.0
1656293409,0.0
1656293410,0.0
1656293411,0.0
1656293412,0.0
1656293413,0.0
1656293414,0.0
1656293415,0.0
1656293416,0.0
1656293417,0.0
1656293418,0.0
1656293419,0.0
1656293420,0.0
1656293421,0.0
1656293422,0.0
1656293423,0.0
1656293424,0.0
1656293425,0.0
1656293426,0.0
1656293427,0.0
1656293428,0.0
1656293429,0.0
1656293430,0.0
1656293431,0.0
1656293432,0.0
1656293433,0.0
1656293434,0.0
1656293435,0.0
1656293436,0.0
1656293437,0.0
1656293438,0.0
1656293439,0.0
1656293440,0.0
1656293441,0.0
1656293442,0.0
1656293443,0.0
1656293444,0.0
1656293445,0.0
1656293446,0.0
1656293447,0.0
1656293448,0.0
1656293449,0.0
1656293450,0.0
1656293451,0.0
1656293452,0.0
1656293453,0.0
1656293454,0.0
1656293455,0.0
1656293456,0.0
1656293457,0.0
1656293458,0.0
1656293459,0.0
1656293460,0.0
1656293461,0.0
1656293462,0.0
1656293463,0.0
1656293464,0.0
1656293465,0.0
1656293466,0.0
1656293467,0.0
1656293468,0.0
1656293469,0.0
1656293470,0.0
1656293471,0.0
1656293472,0.0
1656293473,0.0
1656293474,0.0
1656293475,0.0
1656293476,0.0
1656293477,0.0
1656293478,0.0
1656293479,0.0
1656293480,0.0
1656293481,0.0
1656293482,0.0
1656293483,0.0
1656293484,0.0
1656293485,0.0
1656293486,0.0
1656293487,0.0
1656293488,0.0
1656293489,0.0
1656293490,0.0
1656293491,0.0
1656293492,0.0
1656293493,0.0
1656293494,0.0
1656293495,0.0
1656293496,0.0
1656293497,0.0
1656293498,0.0
1656293499,0.0
1656293500,0.0
1656293501,0.0
1656293502,0.0
1656293503,0.0
1656293504,0.0
1656293505,0.0
1656293506,0.0
1656293507,0.0
1656293508,0.0
1656293509,0.0
1656293510,0.0
1656293511,0.0
1656293512,0.0
1656293513,0.0
1656293514,0.0
1656293515,0.0
1656293516,0.0
1656293517,0.0
1656293518,0.0
1656293519,0.0
1656293520,0.0
1656293521,0.0
1656293522,0.0
1656293523,0.0
1656293524,0.0
1656293525,0.0
1656293526,0.0
1656293527,0.0
1656293528,0.0
1656293529,0.0
1656293530,0.0
1656293531,0.0
1656293532,0.0
1656293533,0.0
1656293534,0.0
1656293535,0.0
1656293536,0.0
1656293537,0.0
1656293538,0.0
1656293539,0.0
1656293540,0.0
1656293541,0.0
1656293542,0.0
1656293543,0.0
1656293544,0.0
1656293545,0.0
1656293546,0.0
1656293547,0.0
1656293548,0.0
1656293549,0.0
1656293550,0.0
1656293551,0.0
1656293552,0.0
1656293553,0.0
1656293554,0.0
1656293555,0.0
1656293556,0.0
1656293557,0.0
1656293558,0.0
1656293559,0.0
1656293560,0.0
1656293561,0.0
1656293562,0.0
1656293563,0.0
1656293564,0.0
1656293565,0.0
1656293566,0.0
1656293567,0.0
1656293568,0.0
1656293569,0.0
1656293570,0.0
1656293571,0.0
1656293572,0.0
1656293573,0.0
1656293574,0.0
1656293575,0.0
1656293576,0.0
1656293577,0.0
1656293578,0.0
1656293579,0.0
1656293580,0.0
1656293581,0.0
1656293582,0.0
1656293583,0.0
1656293584,0.0
1656293585,0.0
1656293586,0.0
1656293587,0.0
1656293588,0.0
1656293589,0.0
1656293590,0.0
1656293591,0.0
1656293592,0.0
1656293593,0.0
1656293594,0.0
1656293595,0.0
1656293596,0.0
1656293597,0.0
1656293598,0.0
1656293599,0.0
1656293600,0.0
1656293601,0.0
1656293602,0.0
1656293603,0.0
1656293604,0.0
1656293605,0.0
1656293606,0.0
1656293607,0.0
1656293608,0.0
1656293609,0.0
1656293610,0.0
1656293611,0.0
1656293612,0.0
1656293613,0.0
1656293614,0.0
1656293615,0.0
1656293616,0.0
1656293617,0.0
1656293618,0.0
1656293619,0.0
1656293620,0.0
1656293621,0.0
1656293622,0.0
1656293623,0.0
1656293624,0.0
1656293625,0.0
1656293626,0.0
1656293627,0.0
1656293628,0.0
1656293629,0.0
1656293630,0.0
1656293631,0.0
1656293632,0.0
1656293633,0.0
1656293634,0.0
1656293635,0.0
1656293636,0.0
1656293637,0.0
1656293638,0.0
1656293639,0.0
1656293640,0.0
1656293641,0.0
1656293642,0.0
1656293643,0.0
1656293644,0.0
1656293645,0.0
1656293646,0.0
1656293647,0.0
1656293648,0.0
1656293649,0.0
1656293650,0.0
1656293651,0.0
1656293652,0.0
1656293653,0.0
1656293654,0.0
1656293655,0.0
1656293656,0.0
1656293657,0.0
1656293658,0.0
1656293659,0.0
1656293660,0.0
1656293661,0.0
1656293662,0.0
1656293663,0.0
1656293664,0.0
1656293665,0.0
1656293666,0.0
1656293667,0.0
1656293668,0.0
1656293669,0.0
1656293670,0.0
1656293671,0.0
1656293672,0.0
1656293673,0.0
1656293674,0.0
1656293675,0.0
1656293676,0.0
1656293677,0.0
1656293678,0.0
1656293679,0.0
1656293680,0.0
1656293681,0.0
1656293682,0.0
1656293683,0.0
1656293684,0.0
1656293685,0.0
1656293686,0.0
1656293687,0.0
1656293688,0.0
1656293689,0.0
1656293690,0.0
1656293691,0.0
1656293692,0.0
1656293693,0.0
1656293694,0.0
1656293695,0.0
1656293696,0.0
1656293697,0.0
1656293698,0.0
1656293699,0.0
1656293700,0.0
1656293701,0.0
1656293702,0.0
1656293703,0.0
1656293704,0.0
1656293705,0.0
1656293706,0.0
1656293707,0.0
1656293708,0.0
1656293709,0.0
1656293710,0.0
1656293711,0.0
1656293712,0.0
1656293713,0.0
1656293714,0.0
1656293715,0.0
1656293716,0.0
1656293717,0.0
1656293718,0.0
1656293719,0.0
1656293720,0.0
1656293721,0.0
1656293722,0.0
1656293723,0.0
1656293724,0.0
1656293725,0.0
1656293726,0.0
1656293727,0.0
1656293728,0.0
1656293729,0.0
1656293730,0.0
1656293731,0.0
1656293732,0.0
1656293733,0.0
1656293734,0.0
1656293735,0.0
1656293736,0.0
1656293737,0.0
1656293738,0.0
1656293739,0.0
1656293740,0.0
1656293741,0.0
1656293742,0.0
1656293743,0.0
1656293744,0.0
1656293745,0.0
1656293746,0.0
1656293747,0.0
1656293748,0.0
1656293749,0.0
1656293750,0.0
1656293751,0.0
1656293752,0.0
1656293753,0.0
1656293754,0.0
1656293755,0.0
1656293756,0.0
1656293757,0.0
1656293758,0.0
1656293759,0.0
1656293760,0.0
1656293761,0.0
1656293762,0.0
1656293763,0.0
1656293764,0.0
1656293765,0.0
1656293766,0.0
1656293767,0.0
1656293768,0.0
1656293769,0.0
1656293770,0.0
1656293771,0.0
1656293772,0.0
1656293773,0.0
1656293774,0.0
1656293775,0.0
1656293776,0.0
1656293777,0.0
1656293778,0.0
1656293779,0.0
1656293780,0.0
1656293781,0.0
1656293782,0.0
1656293783,0.0
1656293784,0.0
1656293785,0.0
1656293786,0.0
1656293787,0.0
1656293788,0.0
1656293789,0.0
1656293790,0.0
1656293791,0.0
1656293792,0.0
1656293793,0.0
1656293794,0.0
1656293795,0.0
1656293796,0.0
1656293797,0.0
1656293798,0.0
1656293799,0.0
1656293800,0.0
1656293801,0.0
1656293802,0.0
1656293803,0.0
1656293804,0.0
1656293805,0.0
1656293806,0.0
1656293807,0.0
1656293808,0.0
1656293809,0.0
1656293810,0.0
1656293811,0.0
1656293812,0.0
1656293813,0.0
1656293814,0.0
1656293815,0.0
1656293816,0.0
1656293817,0.0
1656293818,0.0
1656293819,0.0
1656293820,0.0
1656293821,0.0
1656293822,0.0
1656293823,0.0
1656293824,0.0
1656293825,0.0
1656293826,0.0
1656293827,0.0
1656293828,0.0
1656293829,0.0
1656293830,0.0
1656293831,0.0
1656293832,0.0
1656293833,0.0
1656293834,0.0
1656293835,0.0
1656293836,0.0
1656293837,0.0
1656293838,0.0
1656293839,0.0
1656293840,0.0
1656293841,0.0
1656293842,0.0
1656293843,0.0
1656293844,0.0
1656293845,0.0
1656293846,0.0
1656293847,0.0
1656293848,0.0
1656293849,0.0
1656293850,0.0
1656293851,0.0
1656293852,0.0
1656293853,0.0
1656293854,0.0
1656293855,0.0
1656293856,0.0
1656293857,0.0
1656293858,0.0
1656293859,0.0
1656293860,0.0
1656293861,0.0
1656293862,0.0
1656293863,0.0
1656293864,0.0
1656293865,0.0
1656293866,0.0
1656293867,0.0
1656293868,0.0
1656293869,0.0
1656293870,0.0
1656293871,0.0
1656293872,0.0
1656293873,0.0
1656293874,0.0
1656293875,0.0
1656293876,0.0
1656293877,0.0
1656293878,0.0
1656293879,0.0
1656293880,0.0
1656293881,0.0
1656293882,0.0
1656293883,0.0
1656293884,0.0
1656293885,0.0
1656293886,0.0
1656293887,0.0
1656293888,0.0
1656293889,0.0
1656293890,0.0
1656293891,0.0
1656293892,0.0
1656293893,0.0
1656293894,0.0
1656293895,0.0
1656293896,0.0
1656293897,0.0
1656293898,0.0
1656293899,0.0
1656293900,0.0
1656293901,0.0
1656293902,0.0
1656293903,0.0
1656293904,0.0
1656293905,0.0
1656293906,0.0
1656293907,0.0
1656293908,0.0
1656293909,0.0
1656293910,0.0
1656293911,0.0
1656293912,0.0
1656293913,0.0
1656293914,0.0
1656293915,0.0
1656293916,0.0
1656293917,0.0
1656293918,0.0
1656293919,0.0
1656293920,0.0
1656293921,0.0
1656293922,0.0
1656293923,0.0
1656293924,0.0
1656293925,0.0
1656293926,0.0
1656293927,0.0
1656293928,0.0
1656293929,0.0
1656293930,0.0
1656293931,0.0
1656293932,0.0
1656293933,0.0
1656293934,0.0
1656293935,0.0
1656293936,0.0
1656293937,0.0
1656293938,0.0
1656293939,0.0
1656293940,0.0
1656293941,0.0
1656293942,0.0
1656293943,0.0
1656293944,0.0
1656293945,0.0
1656293946,0.0
1656293947,0.0
1656293948,0.0
1656293949,0.0
1656293950,0.0
1656293951,0.0
1656293952,0.0
1656293953,0.0
1656293954,0.0
1656293955,0.0
1656293956,0.0
1656293957,0.0
1656293958,0.0
1656293959,0.0
1656293960,0.0
1656293961,0.0
1656293962,0.0
1656293963,0.0
1656293964,0.0
1656293965,0.0
1656293966,0.0
1656293967,0.0
1656293968,0.0
1656293969,0.0
1656293970,0.0
1656293971,0.0
1656293972,0.0
1656293973,0.0
1656293974,0.0
1656293975,0.0
1656293976,0.0
1656293977,0.0
1656293978,0.0
1656293979,0.0
1656293980,0.0
1656293981,0.0
1656293982,0.0
1656293983,0.0
1656293984,0.0
1656293985,0.0
1656293986,0.0
1656293987,0.0
1656293988,0.0
1656293989,0.0
1656293990,0.0
1656293991,0.0
1656293992,0.0
1656293993,0.0
1656293994,0.0
1656293995,0.0
1656293996,0.0
1656293997,0.0
1656293998,0.0
1656293999,0.0
1656294000,0.0
1656294001,0.0
1656294002,0.0
1656294003,0.0
1656294004,0.0
1656294005,0.0
1656294006,0.0
1656294007,0.0
1656294008,0.0
1656294009,0.0
1656294010,0.0
1656294011,0.0
1656294012,0.0
1656294013,0.0
1656294014,0.0
1656294015,0.0
1656294016,0.0
1656294017,0.0
1656294018,0.0
1656294019,0.0
1656294020,0.0
1656294021,0.0
1656294022,0.0
1656294023,0.0
1656294024,0.0
1656294025,0.0
1656294026,0.0
1656294027,0.0
1656294028,0.0
1656294029,0.0
1656294030,0.0
1656294031,0.0
1656294032,0.0
1656294033,0.0
1656294034,0.0
1656294035,0.0
1656294036,0.0
1656294037,0.0
1656294038,0.0
1656294039,0.0
1656294040,0.0
1656294041,0.0
1656294042,0.0
1656294043,0.0
1656294044,0.0
1656294045,0.0
1656294046,0.0
1656294047,0.0
1656294048,0.0
1656294049,0.0
1656294050,0.0
1656294051,0.0
1656294052,0.0
1656294053,0.0
1656294054,0.0
1656294055,0.0
1656294056,0.0
1656294057,0.0
1656294058,0.0
1656294059,0.0
1656294060,0.0
1656294061,0.0
1656294062,0.0
1656294063,0.0
1656294064,0.0
1656294065,0.0
1656294066,0.0
1656294067,0.0
1656294068,0.0
1656294069,0.0
1656294070,0.0
1656294071,0.0
1656294072,0.0
1656294073,0.0
1656294074,0.0
1656294075,0.0
1656294076,0.0
1656294077,0.0
1656294078,0.0
1656294079,0.0
1656294080,0.0
1656294081,0.0
1656294082,0.0
1656294083,0.0
1656294084,0.0
1656294085,0.0
1656294086,0.0
1656294087,0.0
1656294088,0.0
1656294089,0.0
1656294090,0.0
1656294091,0.0
1656294092,0.0
1656294093,0.0
1656294094,0.0
1656294095,0.0
1656294096,0.0
1656294097,0.0
1656294098,0.0
1656294099,0.0
1656294100,0.0
1656294101,0.0
1656294102,0.0
1656294103,0.0
1656294104,0.0
1656294105,0.0
1656294106,0.0
1656294107,0.0
1656294108,0.0
1656294109,0.0
1656294110,0.0
1656294111,0.0
1656294112,0.0
1656294113,0.0
1656294114,0.0
1656294115,0.0
1656294116,0.0
1656294117,0.0
1656294118,0.0
1656294119,0.0
1656294120,0.0
1656294121,0.0
1656294122,0.0
1656294123,0.0
1656294124,0.0
1656294125,0.0
1656294126,0.0
1656294127,0.0
1656294128,0.0
1656294129,0.0
1656294130,0.0
1656294131,0.0
1656294132,0.0
1656294133,0.0
1656294134,0.0
1656294135,0.0
1656294136,0.0
1656294137,0.0
1656294138,0.0
1656294139,0.0
1656294140,0.0
1656294141,0.0
1656294142,0.0
1656294143,0.0
1656294144,0.0
1656294145,0.0
1656294146,0.0
1656294147,0.0
1656294148,0.0
1656294149,0.0
1656294150,0.0
1656294151,0.0
1656294152,0.0
1656294153,0.0
1656294154,0.0
1656294155,0.0
1656294156,0.0
1656294157,0.0
1656294158,0.0
1656294159,0.0
1656294160,0.0
1656294161,0.0
1656294162,0.0
1656294163,0.0
1656294164,0.0
1656294165,0.0
1656294166,0.0
1656294167,0.0
1656294168,0.0
1656294169,0.0
1656294170,0.0
1656294171,0.0
1656294172,0.0
1656294173,0.0
1656294174,0.0
1656294175,0.0
1656294176,0.0
1656294177,0.0
1656294178,0.0
1656294179,0.0
1656294180,0.0
1656294181,0.0
1656294182,0.0
1656294183,0.0
1656294184,0.0
1656294185,0.0
1656294186,0.0
1656294187,0.0
1656294188,0.0
1656294189,0.0
1656294190,0.0
1656294191,0.0
1656294192,0.0
1656294193,0.0
1656294194,0.0
1656294195,0.0
1656294196,0.0
1656294197,0.0
1656294198,0.0
1656294199,0.0
1656294200,0.0
1656294201,0.0
1656294202,0.0
1656294203,0.0
1656294204,0.0
1656294205,0.0
1656294206,0.0
1656294207,0.0
1656294208,0.0
1656294209,0.0
1656294210,0.0
1656294211,0.0
1656294212,0.0
1656294213,0.0
1656294214,0.0
1656294215,0.0
1656294216,0.0
1656294217,0.0
1656294218,0.0
1656294219,0.0
1656294220,0.0
1656294221,0.0
1656294222,0.0
1656294223,0.0
1656294224,0.0
1656294225,0.0
1656294226,0.0
1656294227,0.0
1656294228,0.0
1656294229,0.0
1656294230,0.0
1656294231,0.0
1656294232,0.0
1656294233,0.0
1656294234,0.0
1656294235,0.0
1656294236,0.0
1656294237,0.0
1656294238,0.0
1656294239,0.0
1656294240,0.0
1656294241,0.0
1656294242,0.0
1656294243,0.0
1656294244,0.0
1656294245,0.0
1656294246,0.0
1656294247,0.0
1656294248,0.0
1656294249,0.0
1656294250,0.0
1656294251,0.0
1656294252,0.0
1656294253,0.0
1656294254,0.0
1656294255,0.0
1656294256,0.0
1656294257,0.0
1656294258,0.0
1656294259,0.0
1656294260,0.0
1656294261,0.0
1656294262,0.0
1656294263,0.0
1656294264,0.0
1656294265,0.0
1656294266,0.0
1656294267,0.0
1656294268,0.0
1656294269,0.0
1656294270,0.0
1656294271,0.0
1656294272,0.0
1656294273,0.0
1656294274,0.0
1656294275,0.0
1656294276,0.0
1656294277,0.0
1656294278,0.0
1656294279,0.0
1656294280,0.0
1656294281,0.0
1656294282,0.0
1656294283,0.0
1656294284,0.0
1656294285,0.0
1656294286,0.0
1656294287,0.0
1656294288,0.0
1656294289,0.0
1656294290,0.0
1656294291,0.0
1656294292,0.0
1656294293,0.0
1656294294,0.0
1656294295,0.0
1656294296,0.0
1656294297,0.0
1656294298,0.0
1656294299,0.0
1656294300,0.0
1656294301,0.0
1656294302,0.0
1656294303,0.0
1656294304,0.0
1656294305,0.0
1656294306,0.0
1656294307,0.0
1656294308,0.0
1656294309,0.0
1656294310,0.0
1656294311,0.0
1656294312,0.0
1656294313,0.0
1656294314,0.0
1656294315,0.0
1656294316,0.0
1656294317,0.0
1656294318,0.0
1656294319,0.0
1656294320,0.0
1656294321,0.0
1656294322,0.0
1656294323,0.0
1656294324,0.0
1656294325,0.0
1656294326,0.0
1656294327,0.0
1656294328,0.0
1656294329,0.0
1656294330,0.0
1656294331,0.0
1656294332,0.0
1656294333,0.0
1656294334,0.0
1656294335,0.0
1656294336,0.0
1656294337,0.0
1656294338,0.0
1656294339,0.0
1656294340,0.0
1656294341,0.0
1656294342,0.0
1656294343,0.0
1656294344,0.0
1656294345,0.0
1656294346,0.0
1656294347,0.0
1656294348,0.0
1656294349,0.0
1656294350,0.0
1656294351,0.0
1656294352,0.0
1656294353,0.0
1656294354,0.0
1656294355,0.0
1656294356,0.0
1656294357,0.0
1656294358,0.0
1656294359,0.0
1656294360,0.0
1656294361,0.0
1656294362,0.0
1656294363,0.0
1656294364,0.0
1656294365,0.0
1656294366,0.0
1656294367,0.0
1656294368,0.0
1656294369,0.0
1656294370,0.0
1656294371,0.0
1656294372,0.0
1656294373,0.0
1656294374,0.0
1656294375,0.0
1656294376,0.0
1656294377,0.0
1656294378,0.0
1656294379,0.0
1656294380,0.0
1656294381,0.0
1656294382,0.0
1656294383,0.0
1656294384,0.0
1656294385,0.0
1656294386,0.0
1656294387,0.0
1656294388,0.0
1656294389,0.0
1656294390,0.0
1656294391,0.0
1656294392,0.0
1656294393,0.0
1656294394,0.0
1656294395,0.0
1656294396,0.0
1656294397,0.0
1656294398,0.0
1656294399,0.0
1656294400,0.0
1656294401,0.0
1656294402,0.0
1656294403,0.0
1656294404,0.0
1656294405,0.0
1656294406,0.0
1656294407,0.0
1656294408,0.0
1656294409,0.0
1656294410,0.0
1656294411,0.0
1656294412,0.0
1656294413,0.0
1656294414,0.0
1656294415,0.0
1656294416,0.0
1656294417,0.0
1656294418,0.0
1656294419,0.0
1656294420,0.0
1656294421,0.0
1656294422,0.0
1656294423,0.0
1656294424,0.0
1656294425,0.0
1656294426,0.0
1656294427,0.0
1656294428,0.0
1656294429,0.0
1656294430,0.0
1656294431,0.0
1656294432,0.0
1656294433,0.0
1656294434,0.0
1656294435,0.0
1656294436,0.0
1656294437,0.0
1656294438,0.0
1656294439,0.0
1656294440,0.0
1656294441,0.0
1656294442,0.0
1656294443,0.0
1656294444,0.0
1656294445,0.0
1656294446,0.0
1656294447,0.0
1656294448,0.0
1656294449,0.0
1656294450,0.0
1656294451,0.0
1656294452,0.0
1656294453,0.0
1656294454,0.0
1656294455,0.0
1656294456,0.0
1656294457,0.0
1656294458,0.0
1656294459,0.0
1656294460,0.0
1656294461,0.0
1656294462,0.0
1656294463,0.0
1656294464,0.0
1656294465,0.0
1656294466,0.0
1656294467,0.0
1656294468,0.0
1656294469,0.0
1656294470,0.0
1656294471,0.0
1656294472,0.0
1656294473,0.0
1656294474,0.0
1656294475,0.0
1656294476,0.0
1656294477,0.0
1656294478,0.0
1656294479,0.0
1656294480,0.0
1656294481,0.0
1656294482,0.0
1656294483,0.0
1656294484,0.0
1656294485,0.0
1656294486,0.0
1656294487,0.0
1656294488,0.0
1656294489,0.0
1656294490,0.0
1656294491,0.0
1656294492,0.0
1656294493,0.0
1656294494,0.0
1656294495,0.0
1656294496,0.0
1656294497,0.0
1656294498,0.0
1656294499,0.0
1656294500,0.0
1656294501,0.0
1656294502,0.0
1656294503,0.0
1656294504,0.0
1656294505,0.0
1656294506,0.0
1656294507,0.0
1656294508,0.0
1656294509,0.0
1656294510,0.0
1656294511,0.0
1656294512,0.0
1656294513,0.0
1656294514,0.0
1656294515,0.0
1656294516,0.0
1656294517,0.0
1656294518,0.0
1656294519,0.0
1656294520,0.0
1656294521,0.0
1656294522,0.0
1656294523,0.0
1656294524,0.0
1656294525,0.0
1656294526,0.0
1656294527,0.0
1656294528,0.0
1656294529,0.0
1656294530,0.0
1656294531,0.0
1656294532,0.0
1656294533,0.0
1656294534,0.0
1656294535,0.0
1656294536,0.0
1656294537,0.0
1656294538,0.0
1656294539,0.0
1656294540,0.0
1656294541,0.0
1656294542,0.0
1656294543,0.0
1656294544,0.0
1656294545,0.0
1656294546,0.0
1656294547,0.0
1656294548,0.0
1656294549,0.0
1656294550,0.0
1656294551,0.0
1656294552,0.0
1656294553,0.0
1656294554,0.0
1656294555,0.0
1656294556,0.0
1656294557,0.0
1656294558,0.0
1656294559,0.0
1656294560,0.0
1656294561,0.0
1656294562,0.0
1656294563,0.0
1656294564,0.0
1656294565,0.0
1656294566,0.0
1656294567,0.0
1656294568,0.0
1656294569,0.0
1656294570,0.0
1656294571,0.0
1656294572,0.0
1656294573,0.0
1656294574,0.0
1656294575,0.0
1656294576,0.0
1656294577,0.0
1656294578,0.0
1656294579,0.0
1656294580,0.0
