epoch,if_octets_tx
1655651302,17846113272288.0
1655651303,17846280511488.0
1655651304,17846447750688.0
1655651305,17846614989920.0
1655651306,17846782229120.0
1655651307,17846949468320.0
1655651308,17847116707552.0
1655651309,17847283946752.0
1655651310,17847451185952.0
1655651311,17847618425152.0
1655651312,17847785664384.0
1655651313,17847952903584.0
1655651314,17848120142784.0
1655651315,17848287381984.0
1655651316,17848454621216.0
1655651317,17848621860416.0
1655651318,17848789099616.0
1655651319,17848956338848.0
1655651320,17849123578048.0
1655651321,17849290817248.0
1655651322,17849458056448.0
1655651323,17849625295680.0
1655651324,17849792534880.0
1655651325,17849959774080.0
1655651326,17850127013280.0
1655651327,17850294252512.0
1655651328,17850461491712.0
1655651329,17850628730912.0
1655651330,17850795970144.0
1655651331,17850963209344.0
1655651332,17851130448544.0
1655651333,17851297687744.0
1655651334,17851464926976.0
1655651335,17851632166176.0
1655651336,17851799405376.0
1655651337,17851966644576.0
1655651338,17852133883808.0
1655651339,17852301123008.0
1655651340,17852468362208.0
1655651341,17852635601408.0
1655651342,17852802840640.0
1655651343,17852970079840.0
1655651344,17853137319040.0
1655651346,17853471797472.0
1655651347,17853639036672.0
1655651349,17853973515104.0
1655651350,17854140754304.0
1655651351,17854307993504.0
1655651352,17854475232704.0
1655651353,17854642471936.0
1655651354,
1655651356,17855144189568.0
1655651357,17855311428768.0
1655651358,17855478667968.0
1655651359,17855645907168.0
1655651360,17855813146400.0
1655651361,17855980385600.0
1655651362,17856147624800.0
1655651363,
1655651364,17856482103232.0
1655651365,17856649342432.0
1655651366,17856816581632.0
1655651367,17856983820864.0
1655651368,17857151060064.0
1655651369,17857318299264.0
1655651370,17857485538464.0
1655651371,17857652777696.0
1655651372,17857820016896.0
1655651373,17857987256096.0
1655651374,17858154495296.0
1655651375,17858321734528.0
1655651377,17858656212928.0
1655651378,17858823452160.0
1655651379,17858990691360.0
1655651380,17859157930560.0
1655651381,17859325169760.0
1655651383,
1655651384,17859826887392.0
1655651385,17859994126592.0
1655651386,17860161365824.0
1655651388,17860495844224.0
1655651389,17860663083456.0
1655651390,17860830322656.0
1655651391,17860997561856.0
1655651392,17861164801056.0
1655651395,17861666518688.0
1655651396,17861833757888.0
1655651399,17862335475520.0
1655651400,17862502714752.0
1655651401,17862669953952.0
1655651402,17862837193152.0
1655651403,17863004432352.0
1655651404,17863171671584.0
1655651405,17863338910784.0
1655651406,17863506149984.0
1655651408,17863840628416.0
1655651409,17864007867616.0
1655651410,17864175106816.0
1655651411,17864342346016.0
1655651412,17864509585248.0
1655651413,17864676824448.0
1655651414,17864844063648.0
1655651415,17865011302880.0
1655651416,17865178542080.0
1655651418,17865513020480.0
1655651419,17865680259712.0
1655651420,17865847498912.0
1655651421,17866014738112.0
1655651422,17866181977312.0
1655651423,17866349216544.0
1655651424,17866516455744.0
1655651425,17866683694944.0
1655651426,17866850934176.0
1655651427,17867018173376.0
1655651428,17867185412576.0
1655651429,17867352651776.0
1655651430,17867519891008.0
1655651431,17867687130208.0
1655651432,17867854369408.0
1655651433,17868021608608.0
1655651434,17868188847840.0
1655651435,17868356087040.0
1655651437,17868690565472.0
1655651438,17868857804672.0
1655651440,17869192283072.0
1655651441,17869359522304.0
1655651442,17869526761504.0
1655651443,17869694000704.0
1655651444,17869861239904.0
1655651445,17870028479136.0
1655651446,17870195718336.0
1655651447,17870362957536.0
1655651448,17870530196768.0
1655651449,17870697435968.0
1655651450,17870864675168.0
1655651452,17871199153600.0
1655651453,17871366392800.0
1655651454,17871533632000.0
1655651455,17871700871200.0
1655651457,
1655651458,17872202588832.0
1655651459,17872369828064.0
1655651460,17872537067264.0
1655651461,17872704306464.0
1655651462,17872871545664.0
1655651463,17873038784896.0
1655651464,17873206024096.0
1655651465,17873373263296.0
1655651466,17873540502496.0
1655651468,17873874980928.0
1655651469,17874042220128.0
1655651470,17874209459360.0
1655651471,17874376698560.0
1655651472,17874543937760.0
1655651473,17874711176960.0
1655651474,17874878416192.0
1655651475,17875045655392.0
1655651476,17875212894592.0
1655651477,17875380133792.0
1655651478,17875547373024.0
1655651479,17875714612224.0
1655651480,17875881851424.0
1655651481,17876049090656.0
1655651482,17876216329856.0
1655651483,17876383569056.0
1655651484,17876550808256.0
1655651485,17876718047488.0
1655651486,17876885286688.0
1655651487,17877052525888.0
1655651488,
1655651489,17877387004320.0
1655651490,17877554243520.0
1655651491,17877721482720.0
1655651492,17877888721920.0
1655651493,17878055961152.0
1655651494,17878223200352.0
1655651495,17878390439552.0
1655651496,17878557678784.0
1655651497,17878724917984.0
1655651498,17878892157184.0
1655651499,17879059396384.0
1655651500,17879226635616.0
1655651501,17879393874816.0
1655651502,
1655651503,17879728353216.0
1655651504,17879895592448.0
1655651505,17880062831648.0
1655651506,17880230070848.0
1655651507,17880397310080.0
1655651508,17880564549280.0
1655651509,17880731788480.0
1655651510,17880899027680.0
1655651511,17881066266912.0
1655651512,17881233506112.0
1655651513,17881400745312.0
1655651514,17881567984512.0
1655651515,17881735223744.0
1655651516,17881902462944.0
1655651517,17882069702144.0
1655651518,17882236941376.0
1655651519,17882404180576.0
1655651520,17882571419776.0
1655651521,
1655651522,17882905898208.0
1655651523,17883073137408.0
1655651524,17883240376608.0
1655651525,17883407615808.0
1655651526,17883574855040.0
1655651527,17883742094240.0
1655651528,
1655651529,17884076572672.0
1655651530,
1655651531,17884411051072.0
1655651532,17884578290272.0
1655651533,17884745529504.0
1655651534,17884912768704.0
1655651535,
1655651536,17885247247104.0
1655651537,17885414486336.0
1655651538,17885581725536.0
1655651539,17885748964736.0
1655651540,17885916203968.0
1655651541,17886083443168.0
1655651542,17886250682368.0
1655651543,17886417921568.0
1655651544,17886585160800.0
1655651545,17886752400000.0
1655651546,17886919639200.0
1655651547,17887086878400.0
1655651548,17887254117632.0
1655651549,17887421356832.0
1655651550,17887588596032.0
1655651551,17887755835264.0
1655651552,17887923074464.0
1655651553,17888090313664.0
1655651554,17888257552864.0
1655651555,17888424792096.0
1655651556,17888592031296.0
1655651557,17888759270496.0
1655651558,17888926509696.0
1655651559,17889093748928.0
1655651560,17889260988128.0
1655651561,17889428227328.0
1655651562,17889595466528.0
1655651563,17889762705760.0
1655651564,17889929944960.0
1655651565,17890097184160.0
1655651566,17890264423392.0
1655651567,17890431662592.0
1655651568,17890598901792.0
1655651569,17890766140992.0
1655651570,17890933380224.0
1655651571,
1655651572,17891267858624.0
1655651573,17891435097824.0
1655651574,17891602337056.0
1655651575,17891769576256.0
1655651576,17891936815456.0
1655651577,17892104054688.0
1655651578,17892271293888.0
1655651579,17892438533088.0
1655651580,17892605772288.0
1655651581,17892773011520.0
1655651582,17892940250720.0
1655651583,17893107489920.0
1655651584,17893274729120.0
1655651585,17893441968352.0
1655651587,17893776446752.0
1655651588,17893943685984.0
1655651589,17894110925184.0
1655651590,17894278164384.0
1655651591,
1655651593,17894779882016.0
1655651594,
1655651595,17895114360416.0
1655651596,17895281599648.0
1655651597,17895448838848.0
1655651598,17895616078048.0
1655651599,
1655651600,
1655651601,17896117795680.0
1655651602,17896285034880.0
1655651603,17896452274112.0
1655651604,17896619513312.0
1655651605,
1655651606,17896953991712.0
1655651607,17897121230944.0
1655651608,17897288470144.0
1655651609,17897455709344.0
1655651610,17897622948576.0
1655651611,17897790187776.0
1655651612,17897957426976.0
1655651613,17898124666176.0
1655651614,
1655651615,17898459144608.0
1655651616,17898626383808.0
1655651617,17898793623008.0
1655651618,17898960862240.0
1655651619,17899128101440.0
1655651620,17899295340640.0
1655651621,17899462579872.0
1655651622,17899629819072.0
1655651623,17899797058272.0
1655651624,17899964297472.0
1655651625,17900131536704.0
1655651626,17900298775904.0
1655651627,17900466015104.0
1655651628,17900633254304.0
1655651629,17900800493536.0
1655651630,17900967732736.0
1655651631,17901134971936.0
1655651632,17901302211168.0
1655651633,17901469450368.0
1655651634,
1655651635,17901803928768.0
1655651636,17901971168000.0
1655651637,17902138407200.0
1655651638,
1655651639,
1655651640,17902640124832.0
1655651641,17902807364032.0
1655651643,17903141842432.0
1655651644,17903309081664.0
1655651645,17903476320864.0
1655651646,17903643560064.0
1655651647,17903810799296.0
1655651648,17903978038496.0
1655651649,17904145277696.0
1655651650,17904312516896.0
1655651651,17904479756128.0
1655651652,17904646995328.0
1655651653,17904814234528.0
1655651654,
1655651655,17905148712960.0
1655651656,17905315952160.0
1655651657,17905483191360.0
1655651658,17905650430592.0
1655651659,
1655651660,17905984908992.0
1655651661,17906152148192.0
1655651662,17906319387424.0
1655651663,17906486626624.0
1655651664,17906653865824.0
1655651665,17906821105024.0
1655651666,17906988344256.0
1655651667,17907155583456.0
1655651668,
1655651669,17907490061888.0
1655651670,17907657301088.0
1655651671,17907824540288.0
1655651672,17907991779488.0
1655651673,17908159018720.0
1655651674,17908326257920.0
1655651675,17908493497120.0
1655651676,17908660736320.0
1655651677,17908827975552.0
1655651678,17908995214752.0
1655651679,17909162453952.0
1655651680,17909329693184.0
1655651681,17909496932384.0
1655651682,
1655651683,17909831410784.0
1655651684,17909998650016.0
1655651685,17910165889216.0
1655651686,17910333128416.0
1655651687,17910500367616.0
1655651688,17910667606848.0
1655651689,17910834846048.0
1655651690,17911002085248.0
1655651691,17911169324480.0
1655651692,17911336563680.0
1655651693,17911503802880.0
1655651694,17911671042080.0
1655651695,17911838281312.0
1655651696,17912005520512.0
1655651697,17912172759712.0
1655651698,17912339998912.0
1655651699,
1655651700,
1655651701,17912841716544.0
1655651702,
1655651703,17913176194976.0
1655651704,17913343434176.0
1655651705,
1655651706,17913677912608.0
1655651707,17913845151808.0
1655651708,17914012391008.0
1655651709,17914179630208.0
1655651710,17914346869440.0
1655651711,17914514108640.0
1655651712,17914681347840.0
1655651713,17914848587040.0
1655651714,17915015826272.0
1655651715,17915183065472.0
1655651716,17915350304672.0
1655651717,
1655651718,
1655651719,17915852022304.0
1655651720,17916019261504.0
1655651721,17916186500736.0
1655651722,17916353739936.0
1655651723,
1655651724,17916688218336.0
1655651725,17916855457568.0
1655651726,17917022696768.0
1655651727,17917189935968.0
1655651728,17917357175200.0
1655651729,17917524414400.0
1655651730,17917691653600.0
1655651731,17917858892800.0
1655651732,17918026132032.0
1655651733,17918193371232.0
1655651734,17918360610432.0
1655651735,17918527849632.0
1655651736,17918695088864.0
1655651737,17918862328064.0
1655651738,17919029567264.0
1655651739,17919196806496.0
1655651740,17919364045696.0
1655651741,17919531284896.0
1655651742,17919698524096.0
1655651743,17919865763328.0
1655651744,17920033002528.0
1655651745,17920200241728.0
1655651746,17920367480928.0
1655651747,17920534720160.0
1655651748,
1655651750,17921036437792.0
1655651751,17921203676992.0
1655651752,17921370916192.0
1655651753,17921538155392.0
1655651754,17921705394624.0
1655651755,17921872633824.0
1655651756,17922039873024.0
1655651757,17922207112224.0
1655651758,17922374351456.0
1655651759,17922541590656.0
1655651760,17922708829856.0
1655651761,17922876069088.0
1655651762,17923043308288.0
1655651763,17923210547488.0
1655651764,17923377786688.0
1655651765,
1655651766,17923712265120.0
1655651767,17923879504320.0
1655651768,17924046743520.0
1655651769,17924213982752.0
1655651770,17924381221952.0
1655651771,17924548461152.0
1655651772,17924715700384.0
1655651773,17924882939584.0
1655651774,17925050178784.0
1655651775,17925217417984.0
1655651776,17925384657216.0
1655651777,17925551896416.0
1655651778,
1655651779,
1655651780,
1655651781,
1655651782,17926388092448.0
1655651783,17926555331680.0
1655651784,17926722570880.0
1655651785,17926889810080.0
1655651786,17927057049280.0
1655651787,17927224288512.0
1655651788,17927391527712.0
1655651789,17927558766912.0
1655651790,17927726006112.0
1655651791,17927893245344.0
1655651792,17928060484544.0
1655651793,17928227723744.0
1655651794,17928394962944.0
1655651795,
1655651796,17928729441376.0
1655651797,17928896680576.0
1655651799,
1655651800,17929398398208.0
1655651801,17929565637408.0
1655651802,17929732876640.0
1655651803,17929900115840.0
1655651804,17930067355040.0
1655651805,17930234594240.0
1655651806,17930401833472.0
1655651807,17930569072672.0
1655651808,17930736311872.0
1655651809,17930903551104.0
1655651810,17931070790304.0
1655651811,17931238029504.0
1655651812,17931405268704.0
1655651813,17931572507936.0
1655651814,
1655651815,
1655651816,17932074225536.0
1655651817,17932241464768.0
1655651818,17932408703968.0
1655651819,17932575943168.0
1655651821,17932910421600.0
1655651822,17933077660800.0
1655651824,
1655651825,17933579378432.0
1655651826,17933746617632.0
1655651827,17933913856832.0
1655651828,17934081096064.0
1655651830,17934415574464.0
1655651831,17934582813696.0
1655651832,17934750052896.0
1655651833,17934917292096.0
1655651834,17935084531296.0
1655651835,17935251770528.0
1655651836,17935419009728.0
1655651837,17935586248928.0
1655651838,17935753488128.0
1655651839,17935920727360.0
1655651840,17936087966560.0
1655651841,17936255205760.0
1655651842,17936422444992.0
1655651843,17936589684192.0
1655651844,17936756923392.0
1655651845,
1655651846,
1655651847,17937258641024.0
1655651848,17937425880224.0
1655651849,
1655651850,17937760358656.0
1655651851,17937927597856.0
1655651852,17938094837056.0
1655651853,17938262076288.0
1655651854,17938429315488.0
1655651855,17938596554688.0
1655651856,17938763793888.0
1655651857,17938931033120.0
1655651858,17939098272320.0
1655651859,
1655651860,17939432750720.0
1655651861,17939599989952.0
1655651862,17939767229152.0
1655651863,17939934468352.0
1655651864,17940101707552.0
1655651865,17940268946784.0
1655651866,17940436185984.0
1655651867,17940603425184.0
1655651868,17940770664416.0
1655651869,17940937903616.0
1655651870,17941105142816.0
1655651871,17941272382016.0
1655651873,17941606860448.0
1655651874,17941774099648.0
1655651875,17941941338848.0
1655651876,17942108578080.0
1655651877,17942275817280.0
1655651878,17942443056480.0
1655651879,
1655651880,17942777534912.0
1655651881,17942944774112.0
1655651882,17943112013312.0
1655651883,17943279252544.0
1655651884,17943446491744.0
1655651885,17943613730944.0
1655651886,17943780970144.0
1655651887,17943948209376.0
1655651888,17944115448576.0
1655651889,
1655651890,17944449927008.0
1655651891,
1655651892,17944784405408.0
1655651893,17944951644608.0
1655651894,17945118883840.0
1655651895,17945286123040.0
1655651896,17945453362240.0
1655651897,17945620601440.0
1655651898,17945787840672.0
1655651899,17945955079872.0
1655651900,17946122319072.0
1655651901,17946289558304.0
1655651902,17946456797504.0
1655651903,17946624036704.0
1655651904,17946791275904.0
1655651905,17946958515136.0
1655651906,17947125754336.0
1655651907,17947292993536.0
1655651908,17947460232736.0
1655651909,17947627471968.0
1655651910,17947794711168.0
1655651911,17947961950368.0
1655651913,17948296428800.0
1655651914,17948463668000.0
1655651915,17948630907200.0
1655651916,17948798146432.0
1655651917,17948965385632.0
1655651918,17949132624832.0
1655651919,
1655651920,17949467103264.0
1655651921,17949634342464.0
1655651922,17949801581664.0
1655651923,17949968820896.0
1655651924,17950136060096.0
1655651925,17950303299296.0
1655651926,17950470538496.0
1655651927,17950637777728.0
1655651928,17950805016928.0
1655651929,17950972256128.0
1655651930,17951139495328.0
1655651932,17951473973760.0
1655651933,
1655651934,17951808452192.0
1655651935,17951975691392.0
1655651936,17952142930592.0
1655651937,
1655651938,17952477409024.0
1655651939,17952644648224.0
1655651940,17952811887424.0
1655651941,17952979126624.0
1655651942,17953146365856.0
1655651943,17953313605056.0
1655651944,17953480844256.0
1655651945,17953648083456.0
1655651946,17953815322688.0
1655651947,17953982561888.0
1655651948,17954149801088.0
1655651949,17954317040320.0
1655651950,17954484279520.0
1655651951,
1655651952,17954818757920.0
1655651953,
1655651954,17955153236352.0
1655651955,17955320475552.0
1655651956,17955487714752.0
1655651957,17955654953984.0
1655651958,17955822193184.0
1655651959,17955989432384.0
1655651960,
1655651961,17956323910816.0
1655651962,17956491150016.0
1655651963,17956658389216.0
1655651964,17956825628448.0
1655651965,17956992867648.0
1655651966,17957160106848.0
1655651967,17957327346048.0
1655651968,17957494585280.0
1655651969,17957661824480.0
1655651970,17957829063680.0
1655651971,17957996302912.0
1655651972,17958163542112.0
1655651973,17958330781312.0
1655651974,17958498020512.0
1655651975,17958665259744.0
1655651976,17958832498944.0
1655651977,17958999738144.0
1655651978,17959166977344.0
1655651979,17959334216576.0
1655651980,17959501455776.0
1655651981,17959668694976.0
1655651982,17959835934208.0
1655651984,17960170412608.0
1655651985,
1655651986,17960504891040.0
1655651987,17960672130240.0
1655651988,17960839369440.0
1655651989,17961006608640.0
1655651990,17961173847872.0
1655651991,17961341087072.0
1655651992,17961508326272.0
1655651993,17961675565504.0
1655651994,17961842804704.0
1655651995,17962010043904.0
1655651996,
1655651997,17962344522336.0
1655651998,
1655651999,17962679000736.0
1655652001,
1655652002,
1655652003,17963347957568.0
1655652004,17963515196800.0
1655652005,
1655652006,17963849675200.0
1655652007,17964016914400.0
1655652008,17964184153632.0
1655652009,17964351392832.0
1655652010,
1655652011,17964685871232.0
1655652012,
1655652013,17965020349664.0
1655652014,17965187588864.0
1655652015,17965354828064.0
1655652016,17965522067296.0
1655652017,17965689306496.0
1655652018,17965856545696.0
1655652019,17966023784928.0
1655652020,
1655652021,17966358263328.0
1655652022,17966525502528.0
1655652023,17966692741760.0
1655652024,17966859980960.0
1655652025,17967027220160.0
1655652026,17967194459360.0
1655652027,17967361698592.0
1655652028,17967528937792.0
1655652029,17967696176992.0
1655652030,17967863416224.0
1655652031,17968030655424.0
1655652032,17968197894624.0
1655652033,17968365133824.0
1655652034,17968532373056.0
1655652035,17968699612256.0
1655652036,17968866851456.0
1655652037,17969034090656.0
1655652038,17969201329888.0
1655652039,17969368569088.0
1655652040,17969535808288.0
1655652041,17969703047520.0
1655652042,17969870286720.0
1655652043,17970037525920.0
1655652044,17970204765120.0
1655652045,17970372004352.0
1655652046,17970539243552.0
1655652047,17970706482752.0
1655652048,17970873721952.0
1655652049,17971040961184.0
1655652050,17971208200384.0
1655652051,17971375439584.0
1655652052,17971542678816.0
1655652053,17971709918016.0
1655652054,17971877157216.0
1655652055,17972044396416.0
1655652056,17972211635648.0
1655652057,17972378874848.0
1655652059,17972713353248.0
1655652060,17972880592480.0
1655652061,17973047831680.0
1655652062,17973215070880.0
1655652063,17973382310112.0
1655652064,17973549549312.0
1655652065,17973716788512.0
1655652066,17973884027712.0
1655652067,17974051266944.0
1655652068,17974218506144.0
1655652069,17974385745344.0
1655652070,17974552984544.0
1655652071,17974720223776.0
1655652072,17974887462976.0
1655652073,17975054702176.0
1655652074,17975221941408.0
1655652076,17975556419808.0
1655652077,17975723659008.0
1655652078,17975890898240.0
1655652079,17976058137440.0
1655652080,17976225376640.0
1655652081,17976392615840.0
1655652082,17976559855072.0
1655652083,17976727094272.0
1655652084,17976894333472.0
1655652085,17977061572704.0
1655652086,17977228811904.0
1655652087,17977396051104.0
1655652088,17977563290304.0
1655652089,17977730529536.0
1655652090,17977897768736.0
1655652091,17978065007936.0
1655652092,17978232247136.0
1655652093,17978399486368.0
1655652094,17978566725568.0
1655652095,17978733964768.0
1655652096,17978901203968.0
1655652097,17979068443200.0
1655652098,17979235682400.0
1655652099,17979402921600.0
1655652100,17979570160832.0
1655652101,17979737400032.0
1655652102,17979904639232.0
1655652103,17980071878432.0
1655652104,17980239117664.0
1655652105,17980406356864.0
1655652106,17980573596064.0
1655652107,17980740835264.0
1655652108,17980908074496.0
1655652109,17981075313696.0
1655652110,17981242552896.0
1655652111,17981409792128.0
1655652112,17981577031328.0
1655652113,17981744270528.0
1655652114,17981911509728.0
1655652115,17982078748960.0
1655652116,17982245988160.0
1655652117,17982413227360.0
1655652118,17982580466560.0
1655652119,17982747705792.0
1655652120,17982914944992.0
1655652121,17983082184192.0
1655652122,17983249423424.0
1655652123,17983416662624.0
1655652124,17983583901824.0
1655652125,17983751141024.0
1655652126,17983918380256.0
1655652127,17984085619456.0
1655652128,17984252858656.0
1655652129,17984420097856.0
1655652130,17984587337088.0
1655652131,17984754576288.0
1655652132,17984921815488.0
1655652133,17985089054720.0
1655652134,17985256293920.0
1655652135,17985423533120.0
1655652136,17985590772320.0
1655652137,17985758011552.0
1655652138,17985925250752.0
1655652139,17986092489952.0
1655652140,17986259729152.0
1655652141,17986426968384.0
1655652142,17986594207584.0
1655652143,17986761446784.0
1655652144,17986928686016.0
1655652145,17987095925216.0
1655652146,17987263164416.0
1655652147,17987430403616.0
1655652148,17987597642848.0
1655652149,17987764882048.0
1655652150,17987932121248.0
1655652151,17988099360448.0
1655652152,17988266599680.0
1655652153,17988433838880.0
1655652154,17988601078080.0
1655652155,17988768317312.0
1655652156,17988935556512.0
1655652157,17989102795712.0
1655652158,17989270034912.0
1655652159,17989437274144.0
1655652160,17989604513344.0
1655652161,17989771752544.0
1655652163,17990106230976.0
1655652164,17990273470176.0
1655652165,17990440709376.0
1655652166,17990607948576.0
1655652167,17990775187808.0
1655652168,17990942427008.0
1655652169,17991109666208.0
1655652170,17991276905440.0
1655652171,17991444144640.0
1655652172,17991611383840.0
1655652173,17991778623040.0
1655652174,17991945862272.0
1655652175,17992113101472.0
1655652176,17992280340672.0
1655652177,17992447579872.0
1655652178,17992614819104.0
1655652179,17992782058304.0
1655652180,17992949297504.0
1655652181,17993116536736.0
1655652182,17993283775936.0
1655652184,17993618254336.0
1655652185,17993785493568.0
1655652186,17993952732768.0
1655652187,17994119971968.0
1655652188,17994287211168.0
1655652189,17994454450400.0
1655652190,17994621689600.0
1655652191,17994788928800.0
1655652192,17994956168032.0
1655652193,17995123407232.0
1655652194,17995290646432.0
1655652195,17995457885632.0
1655652196,17995625124864.0
1655652197,17995792364064.0
1655652198,17995959603264.0
1655652199,17996126842464.0
1655652200,17996294081696.0
1655652201,17996461320896.0
1655652202,17996628560096.0
1655652203,17996795799328.0
1655652205,17997130277728.0
1655652206,17997297516928.0
1655652207,17997464756160.0
1655652208,17997631995360.0
1655652209,17997799234560.0
1655652210,17997966473760.0
1655652211,17998133712992.0
1655652212,17998300952192.0
1655652213,17998468191392.0
1655652214,17998635430624.0
1655652215,17998802669824.0
1655652216,17998969909024.0
1655652217,17999137148224.0
1655652218,17999304387456.0
1655652219,17999471626656.0
1655652220,17999638865856.0
1655652221,17999806105056.0
1655652222,17999973344288.0
1655652223,18000140583488.0
1655652224,18000307822688.0
1655652225,18000475061920.0
1655652226,18000642301120.0
1655652227,18000809540320.0
1655652228,18000976779520.0
1655652229,18001144018752.0
1655652230,18001311257952.0
1655652231,18001478497152.0
1655652232,18001645736352.0
1655652233,18001812975584.0
1655652234,18001980214784.0
1655652235,18002147453984.0
1655652236,18002314693216.0
1655652237,18002481932416.0
1655652238,18002649171616.0
1655652239,18002816410816.0
1655652240,18002983650048.0
1655652241,18003150889248.0
1655652242,18003318128448.0
1655652243,18003485367648.0
1655652244,18003652606880.0
1655652245,18003819846080.0
1655652246,18003987085280.0
1655652247,18004154324480.0
