epoch,if_packets_rx
1656293140,1449080851.0273438
1656293141,1449091532.4023438
1656293142,1449102213.7773438
1656293143,1449112895.1484375
1656293144,1449123576.5234375
1656293145,1449134257.8984375
1656293146,1449144939.2734375
1656293147,1449155620.6484375
1656293148,1449166302.0234375
1656293149,1449176983.3945312
1656293150,1449187664.7695312
1656293151,1449198346.1445312
1656293152,1449209027.5195312
1656293153,1449219708.8945312
1656293154,1449230390.265625
1656293155,1449241071.640625
1656293156,1449251753.015625
1656293157,1449262434.390625
1656293158,1449273115.765625
1656293159,1449283797.1367188
1656293160,1449294478.5117188
1656293161,1449305159.8867188
1656293162,1449315841.2617188
1656293163,1449326522.6367188
1656293164,1449337204.0117188
1656293165,1449347885.3828125
1656293166,1449358566.7578125
1656293167,1449369248.1328125
1656293168,1449379929.5078125
1656293169,1449390610.8828125
1656293170,1449401292.2539062
1656293171,1449411973.6289062
1656293172,1449422655.0039062
1656293173,1449433336.3789062
1656293174,1449444017.7539062
1656293175,1449454699.1289062
1656293176,1449465380.5
1656293177,1449476061.875
1656293178,1449486743.25
1656293179,1449497424.625
1656293180,1449508106.0
1656293181,1449518787.3710938
1656293182,1449529468.7460938
1656293183,1449540150.1210938
1656293184,1449550831.4960938
1656293185,1449561512.8710938
1656293186,1449572194.2460938
1656293187,1449582875.6171875
1656293188,1449593556.9921875
1656293189,1449604238.3671875
1656293190,1449614919.7421875
1656293191,1449625601.1171875
1656293192,1449636282.4882812
1656293193,1449646963.8632812
1656293194,1449657645.2382812
1656293195,1449668326.6132812
1656293196,1449679007.9882812
1656293197,1449689689.359375
1656293198,1449700370.734375
1656293199,1449711052.109375
1656293200,1449721733.484375
1656293201,1449732414.859375
1656293202,1449743096.234375
1656293203,1449753777.6054688
1656293204,1449764458.9804688
1656293205,1449775140.3554688
1656293206,1449785821.7304688
1656293207,1449796503.1054688
1656293208,1449807184.4765625
1656293209,1449817865.8515625
1656293210,1449828547.2265625
1656293211,1449839228.6015625
1656293212,1449849909.9765625
1656293213,1449860591.3515625
1656293214,1449871272.7226562
1656293215,1449881954.0976562
1656293216,1449892635.4726562
1656293217,1449903316.8476562
1656293218,1449913998.2226562
1656293219,1449924679.59375
1656293220,1449935360.96875
1656293221,1449946042.34375
1656293222,1449956723.71875
1656293223,1449967405.09375
1656293224,1449978086.4648438
1656293225,1449988767.8398438
1656293226,1449999449.2148438
1656293227,1450010130.5898438
1656293228,1450020811.9648438
1656293229,1450031493.3398438
1656293230,1450042174.7109375
1656293231,1450052856.0859375
1656293232,1450063537.4609375
1656293233,1450074218.8359375
1656293234,1450084900.2109375
1656293235,1450095581.5820312
1656293236,1450106262.9570312
1656293237,1450116944.3320312
1656293238,1450127625.7070312
1656293239,1450138307.0820312
1656293240,1450148988.4570312
1656293241,1450159669.828125
1656293242,1450170351.203125
1656293243,1450181032.578125
1656293244,1450191713.953125
1656293245,1450202395.328125
1656293246,1450213076.6992188
1656293247,1450223758.0742188
1656293248,1450234439.4492188
1656293249,1450245120.8242188
1656293250,1450255802.1992188
1656293251,1450266483.5703125
1656293252,1450277164.9453125
1656293253,1450287846.3203125
1656293254,1450298527.6953125
1656293255,1450309209.0703125
1656293256,1450319890.4453125
1656293257,1450330571.8164062
1656293258,1450341253.1914062
1656293259,1450351934.5664062
1656293260,1450362615.9414062
1656293261,1450373297.3164062
1656293262,1450383978.6875
1656293263,1450394660.0625
1656293264,1450405341.4375
1656293265,1450416022.8125
1656293266,1450426704.1875
1656293267,1450437385.5625
1656293268,1450448066.9335938
1656293269,1450458748.3085938
1656293270,1450469429.6835938
1656293271,1450480111.0585938
1656293272,1450490792.4335938
1656293273,1450501473.8046875
1656293274,1450512155.1796875
1656293275,1450522836.5546875
1656293276,1450533517.9296875
1656293277,1450544199.3046875
1656293278,1450554880.6796875
1656293279,1450565562.0507812
1656293280,1450576243.4257812
1656293281,1450586924.8007812
1656293282,1450597606.1757812
1656293283,1450608287.5507812
1656293284,1450618968.921875
1656293285,1450629650.296875
1656293286,1450640331.671875
1656293287,1450651013.046875
1656293288,1450661694.421875
1656293289,1450672375.7929688
1656293290,1450683057.1679688
1656293291,1450693738.5429688
1656293292,1450704419.9179688
1656293293,1450715101.2929688
1656293294,1450725782.6679688
1656293295,1450736464.0390625
1656293296,1450747145.4140625
1656293297,1450757826.7890625
1656293298,1450768508.1640625
1656293299,1450779189.5390625
1656293300,1450789870.9101562
1656293301,1450800552.2851562
1656293302,1450811233.6601562
1656293303,1450821915.0351562
1656293304,1450832596.4101562
1656293305,1450843277.7851562
1656293306,1450853959.15625
1656293307,1450864640.53125
1656293308,1450875321.90625
1656293309,1450886003.28125
1656293310,1450896684.65625
1656293311,1450907366.0273438
1656293312,1450918047.4023438
1656293313,1450928728.7773438
1656293314,1450939410.1523438
1656293315,1450950091.5273438
1656293316,1450960772.8984375
1656293317,1450971454.2734375
1656293318,1450982135.6484375
1656293319,1450992817.0234375
1656293320,1451003498.3984375
1656293321,1451014179.7734375
1656293322,1451024861.1445312
1656293323,1451035542.5195312
1656293324,1451046223.8945312
1656293325,1451056905.2695312
1656293326,1451067586.6445312
1656293327,1451078268.015625
1656293328,1451088949.390625
1656293329,1451099630.765625
1656293330,1451110312.140625
1656293331,1451120993.515625
1656293332,1451131674.890625
1656293333,1451142356.2617188
1656293334,1451153037.6367188
1656293335,1451163719.0117188
1656293336,1451174400.3867188
1656293337,1451185081.7617188
1656293338,1451195763.1328125
1656293339,1451206444.5078125
1656293340,1451217125.8828125
1656293341,1451227807.2578125
1656293342,1451238488.6328125
1656293343,1451249170.0078125
1656293344,1451259851.3789062
1656293345,1451270532.7539062
1656293346,1451281214.1289062
1656293347,1451291895.5039062
1656293348,1451302576.8789062
1656293349,1451313258.25
1656293350,1451323939.625
1656293351,1451334621.0
1656293352,1451345302.375
1656293353,1451355983.75
1656293354,1451366665.1210938
1656293355,1451377346.4960938
1656293356,1451388027.8710938
1656293357,1451398709.2460938
1656293358,1451409390.6210938
1656293359,1451420071.9960938
1656293360,1451430753.3671875
1656293361,1451441434.7421875
1656293362,1451452116.1171875
1656293363,1451462797.4921875
1656293364,1451473478.8671875
1656293365,1451484160.2382812
1656293366,1451494841.6132812
1656293367,1451505522.9882812
1656293368,1451516204.3632812
1656293369,1451526885.7382812
1656293370,1451537567.1132812
1656293371,1451548248.484375
1656293372,1451558929.859375
1656293373,1451569611.234375
1656293374,1451580292.609375
1656293375,1451590973.984375
1656293376,1451601655.3554688
1656293377,1451612336.7304688
1656293378,1451623018.1054688
1656293379,1451633699.4804688
1656293380,1451644380.8554688
1656293381,1451655062.2265625
1656293382,1451665743.6015625
1656293383,1451676424.9765625
1656293384,1451687106.3515625
1656293385,1451697787.7265625
1656293386,1451708469.1015625
1656293387,1451719150.4726562
1656293388,1451729831.8476562
1656293389,1451740513.2226562
1656293390,1451751194.5976562
1656293391,1451761875.9726562
1656293392,1451772557.34375
1656293393,1451783238.71875
1656293394,1451793920.09375
1656293395,1451804601.46875
1656293396,1451815282.84375
1656293397,1451825964.21875
1656293398,1451836645.5898438
1656293399,1451847326.9648438
1656293400,1451858008.3398438
1656293401,1451868689.7148438
1656293402,1451879371.0898438
1656293403,1451890052.4609375
1656293404,1451900733.8359375
1656293405,1451911415.2109375
1656293406,1451922096.5859375
1656293407,1451932777.9609375
1656293408,1451943459.3359375
1656293409,1451954140.7070312
1656293410,1451964822.0820312
1656293411,1451975503.4570312
1656293412,1451986184.8320312
1656293413,1451996866.2070312
1656293414,1452007547.578125
1656293415,1452018228.953125
1656293416,1452028910.328125
1656293417,1452039591.703125
1656293418,1452050273.078125
1656293419,1452060954.4492188
1656293420,1452071635.8242188
1656293421,1452082317.1992188
1656293422,1452092998.5742188
1656293423,1452103679.9492188
1656293424,1452114361.3242188
1656293425,1452125042.6953125
1656293426,1452135724.0703125
1656293427,1452146405.4453125
1656293428,1452157086.8203125
1656293429,1452167768.1953125
1656293430,1452178449.5664062
1656293431,1452189130.9414062
1656293432,1452199812.3164062
1656293433,1452210493.6914062
1656293434,1452221175.0664062
1656293435,1452231856.4414062
1656293436,1452242537.8125
1656293437,1452253219.1875
1656293438,1452263900.5625
1656293439,1452274581.9375
1656293440,1452285263.3125
1656293441,1452295944.6835938
1656293442,1452306626.0585938
1656293443,1452317307.4335938
1656293444,1452327988.8085938
1656293445,1452338670.1835938
1656293446,1452349351.5546875
1656293447,1452360032.9296875
1656293448,1452370714.3046875
1656293449,1452381395.6796875
1656293450,1452392077.0546875
1656293451,1452402758.4296875
1656293452,1452413439.8007812
1656293453,1452424121.1757812
1656293454,1452434802.5507812
1656293455,1452445483.9257812
1656293456,1452456165.3007812
1656293457,1452466846.671875
1656293458,1452477528.046875
1656293459,1452488209.421875
1656293460,1452498890.796875
1656293461,1452509572.171875
1656293462,1452520253.546875
1656293463,1452530934.9179688
1656293464,1452541616.2929688
1656293465,1452552297.6679688
1656293466,1452562979.0429688
1656293467,1452573660.4179688
1656293468,1452584341.7890625
1656293469,1452595023.1640625
1656293470,1452605704.5390625
1656293471,1452616385.9140625
1656293472,1452627067.2890625
1656293473,1452637748.6640625
1656293474,1452648430.0351562
1656293475,1452659111.4101562
1656293476,1452669792.7851562
1656293477,1452680474.1601562
1656293478,1452691155.5351562
1656293479,1452701836.90625
1656293480,1452712518.28125
1656293481,1452723199.65625
1656293482,1452733881.03125
1656293483,1452744562.40625
1656293484,1452755243.7773438
1656293485,1452765925.1523438
1656293486,1452776606.5273438
1656293487,1452787287.9023438
1656293488,1452797969.2773438
1656293489,1452808650.6523438
1656293490,1452819332.0234375
1656293491,1452830013.3984375
1656293492,1452840694.7734375
1656293493,1452851376.1484375
1656293494,1452862057.5234375
1656293495,1452872738.8945312
1656293496,1452883420.2695312
1656293497,1452894101.6445312
1656293498,1452904783.0195312
1656293499,1452915464.3945312
1656293500,1452926145.7695312
1656293501,1452936827.140625
1656293502,1452947508.515625
1656293503,1452958189.890625
1656293504,1452968871.265625
1656293505,1452979552.640625
1656293506,1452990234.0117188
1656293507,1453000915.3867188
1656293508,1453011596.7617188
1656293509,1453022278.1367188
1656293510,1453032959.5117188
1656293511,1453043640.8828125
1656293512,1453054322.2578125
1656293513,1453065003.6328125
1656293514,1453075685.0078125
1656293515,1453086366.3828125
1656293516,1453097047.7578125
1656293517,1453107729.1289062
1656293518,1453118410.5039062
1656293519,1453129091.8789062
1656293520,1453139773.2539062
1656293521,1453150454.6289062
1656293522,1453161136.0
1656293523,1453171817.375
1656293524,1453182498.75
1656293525,1453193180.125
1656293526,1453203861.5
1656293527,1453214542.875
1656293528,1453225224.2460938
1656293529,1453235905.6210938
1656293530,1453246586.9960938
1656293531,1453257268.3710938
1656293532,1453267949.7460938
1656293533,1453278631.1171875
1656293534,1453289312.4921875
1656293535,1453299993.8671875
1656293536,1453310675.2421875
1656293537,1453321356.6171875
1656293538,1453332037.9882812
1656293539,1453342719.3632812
1656293540,1453353400.7382812
1656293541,1453364082.1132812
1656293542,1453374763.4882812
1656293543,1453385444.8632812
1656293544,1453396126.234375
1656293545,1453406807.609375
1656293546,1453417488.984375
1656293547,1453428170.359375
1656293548,1453438851.734375
1656293549,1453449533.1054688
1656293550,1453460214.4804688
1656293551,1453470895.8554688
1656293552,1453481577.2304688
1656293553,1453492258.6054688
1656293554,1453502939.9804688
1656293555,1453513621.3515625
1656293556,1453524302.7265625
1656293557,1453534984.1015625
1656293558,1453545665.4765625
1656293559,1453556346.8515625
1656293560,1453567028.2226562
1656293561,1453577709.5976562
1656293562,1453588390.9726562
1656293563,1453599072.3476562
1656293564,1453609753.7226562
1656293565,1453620435.0976562
1656293566,1453631116.46875
1656293567,1453641797.84375
1656293568,1453652479.21875
1656293569,1453663160.59375
1656293570,1453673841.96875
1656293571,1453684523.3398438
1656293572,1453695204.7148438
1656293573,1453705886.0898438
1656293574,1453716567.4648438
1656293575,1453727248.8398438
1656293576,1453737930.2109375
1656293577,1453748611.5859375
1656293578,1453759292.9609375
1656293579,1453769974.3359375
1656293580,1453780655.7109375
1656293581,1453791337.0859375
1656293582,1453802018.4570312
1656293583,1453812699.8320312
1656293584,1453823381.2070312
1656293585,1453834062.5820312
1656293586,1453844743.9570312
1656293587,1453855425.328125
1656293588,1453866106.703125
1656293589,1453876788.078125
1656293590,1453887469.453125
1656293591,1453898150.828125
1656293592,1453908832.203125
1656293593,1453919513.5742188
1656293594,1453930194.9492188
1656293595,1453940876.3242188
1656293596,1453951557.6992188
1656293597,1453962239.0742188
1656293598,1453972920.4453125
1656293599,1453983601.8203125
1656293600,1453994283.1953125
1656293601,1454004964.5703125
1656293602,1454015645.9453125
1656293603,1454026327.3164062
1656293604,1454037008.6914062
1656293605,1454047690.0664062
1656293606,1454058371.4414062
1656293607,1454069052.8164062
1656293608,1454079734.1914062
1656293609,1454090415.5625
1656293610,1454101096.9375
1656293611,1454111778.3125
1656293612,1454122459.6875
1656293613,1454133141.0625
1656293614,1454143822.4335938
1656293615,1454154503.8085938
1656293616,1454165185.1835938
1656293617,1454175866.5585938
1656293618,1454186547.9335938
1656293619,1454197229.3085938
1656293620,1454207910.6796875
1656293621,1454218592.0546875
1656293622,1454229273.4296875
1656293623,1454239954.8046875
1656293624,1454250636.1796875
1656293625,1454261317.5507812
1656293626,1454271998.9257812
1656293627,1454282680.3007812
1656293628,1454293361.6757812
1656293629,1454304043.0507812
1656293630,1454314724.4257812
1656293631,1454325405.796875
1656293632,1454336087.171875
1656293633,1454346768.546875
1656293634,1454357449.921875
1656293635,1454368131.296875
1656293636,1454378812.6679688
1656293637,1454389494.0429688
1656293638,1454400175.4179688
1656293639,1454410856.7929688
1656293640,1454421538.1679688
1656293641,1454432219.5390625
1656293642,1454442900.9140625
1656293643,1454453582.2890625
1656293644,1454464263.6640625
1656293645,1454474945.0390625
1656293646,1454485626.4140625
1656293647,1454496307.7851562
1656293648,1454506989.1601562
1656293649,1454517670.5351562
1656293650,1454528351.9101562
1656293651,1454539033.2851562
1656293652,1454549714.65625
1656293653,1454560396.03125
1656293654,1454571077.40625
1656293655,1454581758.78125
1656293656,1454592440.15625
1656293657,1454603121.53125
1656293658,1454613802.9023438
1656293659,1454624484.2773438
1656293660,1454635165.6523438
1656293661,1454645847.0273438
1656293662,1454656528.4023438
1656293663,1454667209.7734375
1656293664,1454677891.1484375
1656293665,1454688572.5234375
1656293666,1454699253.8984375
1656293667,1454709935.2734375
1656293668,1454720616.6445312
1656293669,1454731298.0195312
1656293670,1454741979.3945312
1656293671,1454752660.7695312
1656293672,1454763342.1445312
1656293673,1454774023.5195312
1656293674,1454784704.890625
1656293675,1454795386.265625
1656293676,1454806067.640625
1656293677,1454816749.015625
1656293678,1454827430.390625
1656293679,1454838111.7617188
1656293680,1454848793.1367188
1656293681,1454859474.5117188
1656293682,1454870155.8867188
1656293683,1454880837.2617188
1656293684,1454891518.6367188
1656293685,1454902200.0078125
1656293686,1454912881.3828125
1656293687,1454923562.7578125
1656293688,1454934244.1328125
1656293689,1454944925.5078125
1656293690,1454955606.8789062
1656293691,1454966288.2539062
1656293692,1454976969.6289062
1656293693,1454987651.0039062
1656293694,1454998332.3789062
1656293695,1455009013.7539062
1656293696,1455019695.125
1656293697,1455030376.5
1656293698,1455041057.875
1656293699,1455051739.25
1656293700,1455062420.625
1656293701,1455073101.9960938
1656293702,1455083783.3710938
1656293703,1455094464.7460938
1656293704,1455105146.1210938
1656293705,1455115827.4960938
1656293706,1455126508.8671875
1656293707,1455137190.2421875
1656293708,1455147871.6171875
1656293709,1455158552.9921875
1656293710,1455169234.3671875
1656293711,1455179915.7421875
1656293712,1455190597.1132812
1656293713,1455201278.4882812
1656293714,1455211959.8632812
1656293715,1455222641.2382812
1656293716,1455233322.6132812
1656293717,1455244003.984375
1656293718,1455254685.359375
1656293719,1455265366.734375
1656293720,1455276048.109375
1656293721,1455286729.484375
1656293722,1455297410.859375
1656293723,1455308092.2304688
1656293724,1455318773.6054688
1656293725,1455329454.9804688
1656293726,1455340136.3554688
1656293727,1455350817.7304688
1656293728,1455361499.1015625
1656293729,1455372180.4765625
1656293730,1455382861.8515625
1656293731,1455393543.2265625
1656293732,1455404224.6015625
1656293733,1455414905.9726562
1656293734,1455425587.3476562
1656293735,1455436268.7226562
1656293736,1455446950.0976562
1656293737,1455457631.4726562
1656293738,1455468312.8476562
1656293739,1455478994.21875
1656293740,1455489675.59375
1656293741,1455500356.96875
1656293742,1455511038.34375
1656293743,1455521719.71875
1656293744,1455532401.0898438
1656293745,1455543082.4648438
1656293746,1455553763.8398438
1656293747,1455564445.2148438
1656293748,1455575126.5898438
1656293749,1455585807.9648438
1656293750,1455596489.3359375
1656293751,1455607170.7109375
1656293752,1455617852.0859375
1656293753,1455628533.4609375
1656293754,1455639214.8359375
1656293755,1455649896.2070312
1656293756,1455660577.5820312
1656293757,1455671258.9570312
1656293758,1455681940.3320312
1656293759,1455692621.7070312
1656293760,1455703303.078125
1656293761,1455713984.453125
1656293762,1455724665.828125
1656293763,1455735347.203125
1656293764,1455746028.578125
1656293765,1455756709.953125
1656293766,1455767391.3242188
1656293767,1455778072.6992188
1656293768,1455788754.0742188
1656293769,1455799435.4492188
1656293770,1455810116.8242188
1656293771,1455820798.1953125
1656293772,1455831479.5703125
1656293773,1455842160.9453125
1656293774,1455852842.3203125
1656293775,1455863523.6953125
1656293776,1455874205.0703125
1656293777,1455884886.4414062
1656293778,1455895567.8164062
1656293779,1455906249.1914062
1656293780,1455916930.5664062
1656293781,1455927611.9414062
1656293782,1455938293.3125
1656293783,1455948974.6875
1656293784,1455959656.0625
1656293785,1455970337.4375
1656293786,1455981018.8125
1656293787,1455991700.1875
1656293788,1456002381.5585938
1656293789,1456013062.9335938
1656293790,1456023744.3085938
1656293791,1456034425.6835938
1656293792,1456045107.0585938
1656293793,1456055788.4296875
1656293794,1456066469.8046875
1656293795,1456077151.1796875
1656293796,1456087832.5546875
1656293797,1456098513.9296875
1656293798,1456109195.3007812
1656293799,1456119876.6757812
1656293800,1456130558.0507812
1656293801,1456141239.4257812
1656293802,1456151920.8007812
1656293803,1456162602.1757812
1656293804,1456173283.546875
1656293805,1456183964.921875
1656293806,1456194646.296875
1656293807,1456205327.671875
1656293808,1456216009.046875
1656293809,1456226690.4179688
1656293810,1456237371.7929688
1656293811,1456248053.1679688
1656293812,1456258734.5429688
1656293813,1456269415.9179688
1656293814,1456280097.2929688
1656293815,1456290778.6640625
1656293816,1456301460.0390625
1656293817,1456312141.4140625
1656293818,1456322822.7890625
1656293819,1456333504.1640625
1656293820,1456344185.5351562
1656293821,1456354866.9101562
1656293822,1456365548.2851562
1656293823,1456376229.6601562
1656293824,1456386911.0351562
1656293825,1456397592.40625
1656293826,1456408273.78125
1656293827,1456418955.15625
1656293828,1456429636.53125
1656293829,1456440317.90625
1656293830,1456450999.28125
1656293831,1456461680.6523438
1656293832,1456472362.0273438
1656293833,1456483043.4023438
1656293834,1456493724.7773438
1656293835,1456504406.1523438
1656293836,1456515087.5234375
1656293837,1456525768.8984375
1656293838,1456536450.2734375
1656293839,1456547131.6484375
1656293840,1456557813.0234375
1656293841,1456568494.3984375
1656293842,1456579175.7695312
1656293843,1456589857.1445312
1656293844,1456600538.5195312
1656293845,1456611219.8945312
1656293846,1456621901.2695312
1656293847,1456632582.640625
1656293848,1456643264.015625
1656293849,1456653945.390625
1656293850,1456664626.765625
1656293851,1456675308.140625
1656293852,1456685989.515625
1656293853,1456696670.8867188
1656293854,1456707352.2617188
1656293855,1456718033.6367188
1656293856,1456728715.0117188
1656293857,1456739396.3867188
1656293858,1456750077.7578125
1656293859,1456760759.1328125
1656293860,1456771440.5078125
1656293861,1456782121.8828125
1656293862,1456792803.2578125
1656293863,1456803484.6289062
1656293864,1456814166.0039062
1656293865,1456824847.3789062
1656293866,1456835528.7539062
1656293867,1456846210.1289062
1656293868,1456856891.5039062
1656293869,1456867572.875
1656293870,1456878254.25
1656293871,1456888935.625
1656293872,1456899617.0
1656293873,1456910298.375
1656293874,1456920979.7460938
1656293875,1456931661.1210938
1656293876,1456942342.4960938
1656293877,1456953023.8710938
1656293878,1456963705.2460938
1656293879,1456974386.6210938
1656293880,1456985067.9921875
1656293881,1456995749.3671875
1656293882,1457006430.7421875
1656293883,1457017112.1171875
1656293884,1457027793.4921875
1656293885,1457038474.8632812
1656293886,1457049156.2382812
1656293887,1457059837.6132812
1656293888,1457070518.9882812
1656293889,1457081200.3632812
1656293890,1457091881.734375
1656293891,1457102563.109375
1656293892,1457113244.484375
1656293893,1457123925.859375
1656293894,1457134607.234375
1656293895,1457145288.609375
1656293896,1457155969.9804688
1656293897,1457166651.3554688
1656293898,1457177332.7304688
1656293899,1457188014.1054688
1656293900,1457198695.4804688
1656293901,1457209376.8515625
1656293902,1457220058.2265625
1656293903,1457230739.6015625
1656293904,1457241420.9765625
1656293905,1457252102.3515625
1656293906,1457262783.7265625
1656293907,1457273465.0976562
1656293908,1457284146.4726562
1656293909,1457294827.8476562
1656293910,1457305509.2226562
1656293911,1457316190.5976562
1656293912,1457326871.96875
1656293913,1457337553.34375
1656293914,1457348234.71875
1656293915,1457358916.09375
1656293916,1457369597.46875
1656293917,1457380278.84375
1656293918,1457390960.2148438
1656293919,1457401641.5898438
1656293920,1457412322.9648438
1656293921,1457423004.3398438
1656293922,1457433685.7148438
1656293923,1457444367.0859375
1656293924,1457455048.4609375
1656293925,1457465729.8359375
1656293926,1457476411.2109375
1656293927,1457487092.5859375
1656293928,1457497773.9570312
1656293929,1457508455.3320312
1656293930,1457519136.7070312
1656293931,1457529818.0820312
1656293932,1457540499.4570312
1656293933,1457551180.8320312
1656293934,1457561862.203125
1656293935,1457572543.578125
1656293936,1457583224.953125
1656293937,1457593906.328125
1656293938,1457604587.703125
1656293939,1457615269.0742188
1656293940,1457625950.4492188
1656293941,1457636631.8242188
1656293942,1457647313.1992188
1656293943,1457657994.5742188
1656293944,1457668675.9492188
1656293945,1457679357.3203125
1656293946,1457690038.6953125
1656293947,1457700720.0703125
1656293948,1457711401.4453125
1656293949,1457722082.8203125
1656293950,1457732764.1914062
1656293951,1457743445.5664062
1656293952,1457754126.9414062
1656293953,1457764808.3164062
1656293954,1457775489.6914062
1656293955,1457786171.0625
1656293956,1457796852.4375
1656293957,1457807533.8125
1656293958,1457818215.1875
1656293959,1457828896.5625
1656293960,1457839577.9375
1656293961,1457850259.3085938
1656293962,1457860940.6835938
1656293963,1457871622.0585938
1656293964,1457882303.4335938
1656293965,1457892984.8085938
1656293966,1457903666.1796875
1656293967,1457914347.5546875
1656293968,1457925028.9296875
1656293969,1457935710.3046875
1656293970,1457946391.6796875
1656293971,1457957073.0546875
1656293972,1457967754.4257812
1656293973,1457978435.8007812
1656293974,1457989117.1757812
1656293975,1457999798.5507812
1656293976,1458010479.9257812
1656293977,1458021161.296875
1656293978,1458031842.671875
1656293979,1458042524.046875
1656293980,1458053205.421875
1656293981,1458063886.796875
1656293982,1458074568.171875
1656293983,1458085249.5429688
1656293984,1458095930.9179688
1656293985,1458106612.2929688
1656293986,1458117293.6679688
1656293987,1458127975.0429688
1656293988,1458138656.4140625
1656293989,1458149337.7890625
1656293990,1458160019.1640625
1656293991,1458170700.5390625
1656293992,1458181381.9140625
1656293993,1458192063.2851562
1656293994,1458202744.6601562
1656293995,1458213426.0351562
1656293996,1458224107.4101562
1656293997,1458234788.7851562
1656293998,1458245470.1601562
1656293999,1458256151.53125
1656294000,1458266832.90625
1656294001,1458277514.28125
1656294002,1458288195.65625
1656294003,1458298877.03125
1656294004,1458309558.4023438
1656294005,1458320239.7773438
1656294006,1458330921.1523438
1656294007,1458341602.5273438
1656294008,1458352283.9023438
1656294009,1458362965.2773438
1656294010,1458373646.6484375
1656294011,1458384328.0234375
1656294012,1458395009.3984375
1656294013,1458405690.7734375
1656294014,1458416372.1484375
1656294015,1458427053.5195312
1656294016,1458437734.8945312
1656294017,1458448416.2695312
1656294018,1458459097.6445312
1656294019,1458469779.0195312
1656294020,1458480460.390625
1656294021,1458491141.765625
1656294022,1458501823.140625
1656294023,1458512504.515625
1656294024,1458523185.890625
1656294025,1458533867.265625
1656294026,1458544548.6367188
1656294027,1458555230.0117188
1656294028,1458565911.3867188
1656294029,1458576592.7617188
1656294030,1458587274.1367188
1656294031,1458597955.5078125
1656294032,1458608636.8828125
1656294033,1458619318.2578125
1656294034,1458629999.6328125
1656294035,1458640681.0078125
1656294036,1458651362.3828125
1656294037,1458662043.7539062
1656294038,1458672725.1289062
1656294039,1458683406.5039062
1656294040,1458694087.8789062
1656294041,1458704769.2539062
1656294042,1458715450.625
1656294043,1458726132.0
1656294044,1458736813.375
1656294045,1458747494.75
1656294046,1458758176.125
1656294047,1458768857.4960938
1656294048,1458779538.8710938
1656294049,1458790220.2460938
1656294050,1458800901.6210938
1656294051,1458811582.9960938
